Day,Haut-Uele sim,Haut-Uele data,Haut-Uele error,Ituri sim,Ituri data,Ituri error,Meri sim,Meri data,Meri error,Kakuma sim,Kakuma data,Kakuma error,Alwaral sim,Alwaral data,Alwaral error,East_Darfur sim,East_Darfur data,East_Darfur error,Khartoum sim,Khartoum data,Khartoum error,South_Darfur sim,South_Darfur data,South_Darfur error,West_Kordofan sim,West_Kordofan data,West_Kordofan error,White_Nile sim,White_Nile data,White_Nile error,Adjumani sim,Adjumani data,Adjumani error,Rhino sim,Rhino data,Rhino error,Kiryandongo sim,Kiryandongo data,Kiryandongo error,Total error,refugees in camps (UNHCR),total refugees (simulation),raw UNHCR refugee count,refugees in camps (simulation),refugee_debt
104,68,123,0.4472,4,97,0.9588,80,49,0.6327,132,863,0.847,0,69,1.0,3,137,0.9781,0,357,1.0,7,55,0.8727,3,233,0.9871,1,166,0.994,401,1773,0.7738,35,460,0.9239,27,503,0.9463,4.3695,4885,835,958,761,0
105,69,123,0.439,4,97,0.9588,82,50,0.64,132,863,0.847,0,69,1.0,3,138,0.9783,0,357,1.0,7,55,0.8727,3,233,0.9871,1,167,0.994,403,1776,0.7731,35,465,0.9247,27,503,0.9463,4.3642,4896,836,961,766,0
106,69,123,0.439,4,97,0.9588,82,50,0.64,132,863,0.847,0,69,1.0,3,140,0.9786,0,357,1.0,7,55,0.8727,3,233,0.9871,1,168,0.994,403,1778,0.7733,35,470,0.9255,27,503,0.9463,4.3655,4906,836,963,766,0
107,70,123,0.4309,4,97,0.9588,82,51,0.6078,132,864,0.8472,0,69,1.0,3,141,0.9787,0,357,1.0,7,55,0.8727,3,234,0.9872,1,169,0.9941,403,1781,0.7737,35,475,0.9263,27,503,0.9463,4.3623,4919,836,966,767,0
108,70,123,0.4309,4,97,0.9588,82,51,0.6078,132,864,0.8472,0,69,1.0,3,142,0.9789,0,357,1.0,8,55,0.8545,3,234,0.9872,1,170,0.9941,402,1784,0.7747,35,480,0.9271,28,503,0.9443,4.3581,4929,840,969,768,0
109,70,123,0.4309,4,97,0.9588,82,52,0.5769,134,864,0.8449,0,69,1.0,5,144,0.9653,0,357,1.0,8,55,0.8545,3,234,0.9872,1,170,0.9941,403,1786,0.7744,35,485,0.9278,28,503,0.9443,4.3522,4939,840,971,773,0
110,70,123,0.4309,4,97,0.9588,83,52,0.5962,135,864,0.8438,0,69,1.0,5,145,0.9655,0,357,1.0,8,55,0.8545,3,234,0.9872,1,171,0.9942,403,1789,0.7747,36,490,0.9265,28,503,0.9443,4.348,4949,840,974,776,0
111,70,123,0.4309,4,97,0.9588,84,53,0.5849,137,865,0.8416,0,69,1.0,5,146,0.9658,0,357,1.0,8,55,0.8545,3,234,0.9872,1,172,0.9942,403,1792,0.7751,36,495,0.9273,28,503,0.9443,4.3439,4961,842,977,779,0
112,70,123,0.4309,4,97,0.9588,84,53,0.5849,137,865,0.8416,0,69,1.0,5,147,0.966,0,357,1.0,8,55,0.8545,3,235,0.9872,1,173,0.9942,408,1794,0.7726,36,500,0.928,28,503,0.9443,4.3357,4971,843,980,784,0
113,71,123,0.4228,4,97,0.9588,86,54,0.5926,137,865,0.8416,0,69,1.0,5,149,0.9664,0,357,1.0,8,55,0.8545,3,235,0.9872,1,174,0.9943,408,1797,0.773,36,505,0.9287,28,503,0.9443,4.3469,4983,843,980,787,0
114,71,123,0.4228,4,97,0.9588,87,54,0.6111,138,865,0.8405,0,69,1.0,5,150,0.9667,0,357,1.0,8,55,0.8545,3,235,0.9872,1,174,0.9943,408,1800,0.7733,36,510,0.9294,28,503,0.9443,4.3561,4992,843,980,789,0
115,71,123,0.4228,4,97,0.9588,87,54,0.6111,138,866,0.8406,0,69,1.0,5,151,0.9669,0,357,1.0,8,55,0.8545,3,235,0.9872,1,175,0.9943,407,1803,0.7743,36,515,0.9301,29,503,0.9423,4.3673,5003,842,980,789,0
116,72,123,0.4146,4,97,0.9588,86,55,0.5636,138,866,0.8406,0,69,1.0,5,153,0.9673,0,357,1.0,8,55,0.8545,3,235,0.9872,1,176,0.9943,407,1805,0.7745,38,520,0.9269,29,503,0.9423,4.3724,5014,843,980,791,0
117,72,123,0.4146,4,97,0.9588,86,55,0.5636,138,866,0.8406,0,69,1.0,6,154,0.961,0,357,1.0,8,55,0.8545,3,236,0.9873,1,177,0.9944,408,1808,0.7743,38,525,0.9276,29,503,0.9423,4.3816,5025,843,980,793,0
118,72,123,0.4146,4,97,0.9588,86,56,0.5357,138,866,0.8406,0,69,1.0,6,155,0.9613,0,357,1.0,8,55,0.8545,3,236,0.9873,1,178,0.9944,408,1811,0.7747,38,530,0.9283,29,503,0.9423,4.3908,5036,843,980,793,0
119,72,123,0.4146,4,97,0.9588,86,56,0.5357,139,866,0.8395,0,69,1.0,6,157,0.9618,0,357,1.0,8,55,0.8545,3,236,0.9873,1,178,0.9944,409,1813,0.7744,38,535,0.929,29,503,0.9423,4.398,5045,843,980,795,0
120,72,123,0.4146,4,97,0.9588,86,57,0.5088,139,867,0.8397,0,69,1.0,6,158,0.962,0,357,1.0,8,55,0.8545,3,236,0.9873,1,179,0.9944,410,1816,0.7742,38,540,0.9296,30,503,0.9404,4.4061,5057,843,980,797,0
121,72,123,0.4146,4,97,0.9588,86,57,0.5088,139,867,0.8397,0,69,1.0,6,159,0.9623,0,357,1.0,8,55,0.8545,3,236,0.9873,1,180,0.9944,410,1819,0.7746,38,545,0.9303,30,503,0.9404,4.4163,5067,843,980,797,0
122,72,123,0.4146,4,101,0.9604,86,58,0.4828,139,867,0.8397,0,69,1.0,6,161,0.9627,0,357,1.0,8,55,0.8545,3,237,0.9873,1,181,0.9945,410,1821,0.7748,38,551,0.931,30,503,0.9404,4.4136,5084,842,984,797,0
123,73,123,0.4065,4,106,0.9623,86,58,0.4828,139,867,0.8397,0,69,1.0,6,162,0.963,0,357,1.0,8,55,0.8545,3,237,0.9873,1,182,0.9945,413,1824,0.7736,38,553,0.9313,30,503,0.9404,4.4038,5096,844,988,801,0
124,72,124,0.4194,4,110,0.9636,87,59,0.4746,143,868,0.8353,0,69,1.0,6,163,0.9632,0,357,1.0,8,55,0.8545,3,237,0.9873,1,182,0.9945,414,1827,0.7734,38,556,0.9317,30,503,0.9404,4.3907,5110,845,993,806,0
125,73,124,0.4113,4,114,0.9649,87,59,0.4746,143,868,0.8353,0,69,1.0,6,165,0.9636,0,357,1.0,8,55,0.8545,3,237,0.9873,1,183,0.9945,414,1829,0.7736,38,558,0.9319,30,503,0.9404,4.3831,5121,847,997,807,0
126,74,124,0.4032,4,119,0.9664,87,60,0.45,143,868,0.8353,0,69,1.0,6,166,0.9639,0,357,1.0,8,55,0.8545,3,237,0.9873,1,184,0.9946,414,1832,0.774,38,561,0.9323,30,503,0.9404,4.3766,5135,849,1001,808,0
127,75,124,0.3952,4,123,0.9675,87,60,0.45,143,868,0.8353,0,69,1.0,6,167,0.9641,0,357,1.0,8,55,0.8545,3,238,0.9874,1,185,0.9946,415,1835,0.7738,38,563,0.9325,30,503,0.9404,4.3648,5147,853,1006,810,0
128,75,124,0.3952,4,127,0.9685,87,61,0.4262,144,869,0.8343,0,69,1.0,6,169,0.9645,0,357,1.0,8,55,0.8545,3,238,0.9874,1,186,0.9946,416,1837,0.7735,39,566,0.9311,30,503,0.9404,4.3564,5161,854,1010,813,0
129,76,124,0.3871,4,132,0.9697,87,61,0.4262,144,869,0.8343,0,69,1.0,6,170,0.9647,0,357,1.0,8,55,0.8545,3,238,0.9874,1,186,0.9946,416,1840,0.7739,39,568,0.9313,30,503,0.9404,4.3491,5172,855,1014,814,0
130,78,124,0.371,4,136,0.9706,88,62,0.4194,145,869,0.8331,0,69,1.0,6,171,0.9649,0,357,1.0,8,55,0.8545,3,238,0.9874,1,187,0.9947,420,1843,0.7721,39,571,0.9317,30,503,0.9404,4.3327,5185,863,1019,822,0
131,78,124,0.371,4,140,0.9714,89,62,0.4355,145,869,0.8331,0,69,1.0,6,173,0.9653,0,357,1.0,8,55,0.8545,3,238,0.9874,1,188,0.9947,420,1845,0.7724,39,574,0.9321,30,503,0.9404,4.3284,5197,865,1023,823,0
132,78,124,0.371,4,144,0.9722,89,63,0.4127,145,870,0.8333,0,69,1.0,6,174,0.9655,0,357,1.0,8,55,0.8545,3,239,0.9874,1,189,0.9947,419,1848,0.7733,40,576,0.9306,30,503,0.9404,4.3191,5211,867,1028,823,0
133,78,125,0.376,4,149,0.9732,88,63,0.3968,145,870,0.8333,0,69,1.0,6,175,0.9657,0,357,1.0,8,55,0.8545,3,239,0.9874,1,190,0.9947,419,1851,0.7736,40,579,0.9309,31,503,0.9384,4.3265,5225,867,1029,823,0
134,78,125,0.376,4,153,0.9739,89,64,0.3906,145,870,0.8333,0,69,1.0,6,177,0.9661,0,357,1.0,8,55,0.8545,3,239,0.9874,1,190,0.9947,420,1853,0.7733,40,581,0.9312,31,503,0.9384,4.3269,5236,868,1031,825,0
135,78,125,0.376,4,157,0.9745,89,64,0.3906,147,870,0.831,0,69,1.0,6,178,0.9663,0,357,1.0,8,55,0.8545,3,239,0.9874,1,191,0.9948,421,1856,0.7732,40,584,0.9315,31,503,0.9384,4.3272,5248,867,1033,828,0
136,79,125,0.368,4,162,0.9753,91,65,0.4,147,870,0.831,0,69,1.0,6,179,0.9665,0,357,1.0,8,55,0.8545,3,239,0.9874,1,192,0.9948,420,1859,0.7741,40,586,0.9317,32,503,0.9364,4.3304,5261,870,1035,831,0
137,79,125,0.368,4,166,0.9759,91,65,0.4,147,871,0.8312,0,69,1.0,6,181,0.9669,0,357,1.0,8,55,0.8545,3,240,0.9875,1,193,0.9948,420,1862,0.7744,41,589,0.9304,32,503,0.9364,4.3356,5276,872,1037,832,0
138,79,125,0.368,4,170,0.9765,91,65,0.4,147,871,0.8312,0,69,1.0,6,182,0.967,0,357,1.0,8,55,0.8545,3,240,0.9875,1,193,0.9948,420,1864,0.7747,41,592,0.9307,32,503,0.9364,4.3161,5286,875,1044,832,0
139,79,125,0.368,4,175,0.9771,91,66,0.3788,147,871,0.8312,0,69,1.0,6,183,0.9672,0,357,1.0,8,55,0.8545,3,240,0.9875,1,193,0.9948,421,1867,0.7745,41,594,0.931,32,503,0.9364,4.2918,5298,876,1052,833,0
140,79,125,0.368,4,179,0.9777,92,66,0.3939,146,871,0.8324,0,70,1.0,6,184,0.9674,0,357,1.0,8,55,0.8545,3,240,0.9875,1,193,0.9948,421,1870,0.7749,41,597,0.9313,32,503,0.9364,4.2726,5310,879,1060,833,0
141,79,125,0.368,4,183,0.9781,93,67,0.3881,148,872,0.8303,0,70,1.0,6,186,0.9677,0,357,1.0,8,55,0.8545,3,240,0.9875,1,193,0.9948,423,1872,0.774,41,599,0.9316,32,503,0.9364,4.2472,5322,886,1068,838,0
142,78,126,0.381,4,188,0.9787,94,67,0.403,149,872,0.8291,0,70,1.0,6,187,0.9679,0,357,1.0,8,55,0.8545,3,241,0.9876,1,193,0.9948,425,1875,0.7733,41,602,0.9319,32,503,0.9364,4.2316,5336,889,1075,841,0
143,78,126,0.381,4,192,0.9792,95,68,0.3971,150,872,0.828,0,71,1.0,7,188,0.9628,0,357,1.0,8,55,0.8545,3,241,0.9876,1,193,0.9948,425,1878,0.7737,41,604,0.9321,32,503,0.9364,4.2087,5348,893,1083,844,0
144,80,126,0.3651,4,196,0.9796,96,68,0.4118,150,872,0.828,0,71,1.0,7,190,0.9632,0,357,1.0,8,55,0.8545,3,241,0.9876,1,193,0.9948,426,1880,0.7734,42,607,0.9308,31,503,0.9384,4.1861,5359,902,1091,848,0
145,80,126,0.3651,5,201,0.9751,96,69,0.3913,150,873,0.8282,0,71,1.0,8,191,0.9581,0,357,1.0,8,55,0.8545,3,241,0.9876,1,193,0.9948,428,1883,0.7727,42,610,0.9311,31,503,0.9384,4.1629,5373,907,1099,852,0
146,80,126,0.3651,5,205,0.9756,96,69,0.3913,150,873,0.8282,0,72,1.0,8,192,0.9583,0,357,1.0,8,55,0.8545,3,241,0.9876,1,193,0.9948,431,1886,0.7715,42,612,0.9314,31,503,0.9384,4.155,5384,909,1103,855,0
147,81,126,0.3571,5,209,0.9761,96,70,0.3714,151,873,0.827,0,72,1.0,8,194,0.9588,0,357,1.0,8,55,0.8545,3,242,0.9876,1,193,0.9948,431,1888,0.7717,42,615,0.9317,31,503,0.9384,4.1444,5397,912,1108,857,0
148,80,126,0.3651,5,214,0.9766,96,70,0.3714,152,873,0.8259,0,72,1.0,8,195,0.959,0,357,1.0,8,55,0.8545,3,242,0.9876,1,193,0.9948,431,1891,0.7721,42,617,0.9319,31,503,0.9384,4.1394,5408,912,1112,857,0
149,80,126,0.3651,5,218,0.9771,96,71,0.3521,152,874,0.8261,0,73,1.0,8,196,0.9592,0,357,1.0,8,55,0.8545,4,242,0.9835,1,193,0.9948,432,1894,0.7719,42,620,0.9323,32,503,0.9364,4.1289,5422,914,1117,860,0
150,82,126,0.3492,5,222,0.9775,96,71,0.3521,153,874,0.8249,0,73,1.0,8,198,0.9596,0,357,1.0,8,55,0.8545,4,242,0.9835,1,193,0.9948,433,1896,0.7716,42,622,0.9325,32,503,0.9364,4.1195,5432,918,1121,864,0
151,83,127,0.3465,5,227,0.978,98,72,0.3611,154,874,0.8238,0,73,1.0,8,199,0.9598,0,357,1.0,8,55,0.8545,4,242,0.9835,1,193,0.9948,433,1899,0.772,42,625,0.9328,32,503,0.9364,4.1119,5446,922,1126,868,0
152,83,127,0.3465,5,231,0.9784,101,72,0.4028,156,874,0.8215,0,74,1.0,8,200,0.96,0,357,1.0,8,55,0.8545,4,243,0.9835,1,193,0.9948,433,1902,0.7723,42,628,0.9331,32,503,0.9364,4.1061,5459,924,1131,873,0
153,83,127,0.3465,5,232,0.9784,101,73,0.3836,156,874,0.8215,0,74,1.0,8,202,0.9604,0,357,1.0,8,55,0.8545,4,243,0.9835,1,193,0.9948,436,1904,0.771,42,630,0.9333,32,503,0.9364,3.9718,5467,933,1170,876,0
154,83,127,0.3465,5,234,0.9786,101,73,0.3836,157,875,0.8206,0,74,1.0,8,203,0.9606,0,357,1.0,8,55,0.8545,4,243,0.9835,1,193,0.9948,436,1907,0.7714,42,633,0.9336,34,503,0.9324,3.9778,5477,943,1170,879,0
155,82,127,0.3543,5,235,0.9787,101,74,0.3649,158,875,0.8194,0,75,1.0,9,204,0.9559,0,357,1.0,8,55,0.8545,4,243,0.9835,1,193,0.9948,437,1910,0.7712,42,635,0.9339,34,503,0.9324,3.9821,5486,944,1170,881,0
156,82,127,0.3543,5,236,0.9788,102,74,0.3784,159,875,0.8183,0,75,1.0,9,206,0.9563,0,357,1.0,8,55,0.8545,4,243,0.9835,1,193,0.9948,437,1912,0.7714,42,638,0.9342,34,503,0.9324,3.9889,5494,944,1170,883,0
157,82,127,0.3543,5,238,0.979,102,75,0.36,160,875,0.8171,0,76,1.0,9,207,0.9565,0,357,1.0,8,56,0.8571,4,243,0.9835,1,193,0.9948,438,1915,0.7713,42,640,0.9344,34,503,0.9324,3.9949,5505,947,1170,885,0
158,82,127,0.3543,5,239,0.9791,102,75,0.36,160,876,0.8174,0,76,1.0,9,208,0.9567,0,357,1.0,8,56,0.8571,4,244,0.9836,1,193,0.9948,439,1918,0.7711,42,643,0.9347,34,503,0.9324,3.9991,5515,949,1171,886,0
159,82,127,0.3543,5,240,0.9792,102,76,0.3421,160,876,0.8174,0,76,1.0,9,210,0.9571,0,357,1.0,8,56,0.8571,4,244,0.9836,1,193,0.9948,439,1921,0.7715,42,646,0.935,34,503,0.9324,4.006,5525,948,1171,886,0
160,82,127,0.3543,5,242,0.9793,102,76,0.3421,160,876,0.8174,0,77,1.0,9,211,0.9573,0,357,1.0,8,56,0.8571,4,244,0.9836,1,193,0.9948,439,1923,0.7717,43,648,0.9336,34,503,0.9324,4.012,5533,948,1171,887,0
161,82,127,0.3543,5,243,0.9794,102,76,0.3421,162,876,0.8151,0,77,1.0,9,212,0.9575,0,357,1.0,8,56,0.8571,4,244,0.9836,1,193,0.9948,443,1926,0.77,43,651,0.9339,34,503,0.9324,4.0137,5541,948,1171,893,0
162,82,127,0.3543,5,244,0.9795,102,77,0.3247,162,877,0.8153,0,77,1.0,9,214,0.9579,0,357,1.0,8,56,0.8571,4,244,0.9836,1,193,0.9948,446,1929,0.7688,43,653,0.9342,34,503,0.9324,4.0179,5551,946,1171,896,0
163,84,127,0.3386,5,246,0.9797,102,77,0.3247,163,877,0.8141,0,78,1.0,9,215,0.9581,0,357,1.0,8,56,0.8571,4,245,0.9837,1,193,0.9948,447,1931,0.7685,43,656,0.9345,34,503,0.9324,4.0196,5561,948,1172,900,0
164,84,127,0.3386,5,247,0.9798,102,78,0.3077,164,877,0.813,0,78,1.0,9,216,0.9583,0,357,1.0,8,56,0.8571,4,245,0.9837,1,193,0.9948,448,1934,0.7684,43,658,0.9347,35,503,0.9304,3.9547,5569,952,1192,903,0
165,84,127,0.3386,5,248,0.9798,102,78,0.3077,164,877,0.813,0,78,1.0,9,218,0.9587,0,357,1.0,8,56,0.8571,4,245,0.9837,1,193,0.9948,450,1937,0.7677,43,661,0.9349,35,503,0.9304,3.8952,5578,966,1212,905,0
166,84,127,0.3386,5,250,0.98,103,79,0.3038,165,878,0.8121,0,79,1.0,9,219,0.9589,0,357,1.0,8,56,0.8571,4,245,0.9837,1,193,0.9948,452,1939,0.7669,44,664,0.9337,35,503,0.9304,3.8369,5589,978,1232,910,0
167,84,127,0.3386,5,251,0.9801,103,79,0.3038,167,878,0.8098,0,79,1.0,9,220,0.9591,0,357,1.0,8,56,0.8571,4,245,0.9837,1,193,0.9948,454,1942,0.7662,44,666,0.9339,35,503,0.9304,3.8269,5596,985,1236,914,0
168,85,127,0.3307,5,252,0.9802,103,80,0.2875,170,878,0.8064,0,79,1.0,9,221,0.9593,0,357,1.0,8,56,0.8571,4,246,0.9837,1,193,0.9948,456,1945,0.7656,45,669,0.9327,35,503,0.9304,3.8184,5606,993,1239,921,0
169,85,127,0.3307,5,254,0.9803,103,80,0.2875,172,878,0.8041,0,80,1.0,9,223,0.9596,0,357,1.0,8,56,0.8571,4,246,0.9837,1,193,0.9948,457,1947,0.7653,45,671,0.9329,35,503,0.9304,3.814,5615,995,1242,924,0
170,85,127,0.3307,5,255,0.9804,103,81,0.2716,173,879,0.8032,0,80,1.0,9,224,0.9598,0,357,1.0,8,56,0.8571,4,246,0.9837,1,193,0.9948,457,1950,0.7656,45,674,0.9332,35,503,0.9304,3.8104,5625,996,1245,925,0
171,85,127,0.3307,5,256,0.9805,103,81,0.2716,176,879,0.7998,0,80,1.0,9,225,0.96,0,357,1.0,8,56,0.8571,4,246,0.9837,1,193,0.9948,457,1953,0.766,45,676,0.9334,35,503,0.9304,3.8045,5632,1000,1248,928,0
172,85,127,0.3307,5,258,0.9806,103,82,0.2561,176,879,0.7998,0,81,1.0,9,227,0.9604,0,357,1.0,8,56,0.8571,4,246,0.9837,1,193,0.9948,457,1955,0.7662,45,679,0.9337,35,503,0.9304,3.8026,5643,1000,1251,928,0
173,85,127,0.3307,5,259,0.9807,103,82,0.2561,178,879,0.7975,0,81,1.0,9,228,0.9605,0,357,1.0,8,56,0.8571,4,247,0.9838,1,193,0.9948,458,1958,0.7661,45,682,0.934,35,503,0.9304,3.7982,5652,1004,1254,931,0
174,86,127,0.3228,5,260,0.9808,102,83,0.2289,178,879,0.7975,0,81,1.0,9,229,0.9607,0,357,1.0,8,56,0.8571,4,247,0.9838,1,193,0.9948,461,1961,0.7649,46,684,0.9327,35,503,0.9304,3.7892,5660,1006,1257,935,0
175,85,127,0.3307,5,262,0.9809,102,83,0.2289,178,880,0.7977,0,82,1.0,9,231,0.961,0,357,1.0,9,56,0.8393,4,247,0.9838,1,193,0.9948,461,1963,0.7652,46,687,0.933,35,503,0.9304,3.7889,5671,1006,1260,935,0
176,85,127,0.3307,5,263,0.981,102,84,0.2143,178,880,0.7977,0,82,1.0,9,232,0.9612,0,357,1.0,9,56,0.8393,4,247,0.9838,1,193,0.9948,461,1966,0.7655,46,689,0.9332,35,503,0.9304,3.7937,5679,1009,1260,935,0
177,85,127,0.3307,5,264,0.9811,103,84,0.2262,178,880,0.7977,0,82,1.0,9,233,0.9614,0,357,1.0,9,56,0.8393,4,247,0.9838,1,193,0.9948,463,1969,0.7649,46,692,0.9335,35,503,0.9304,3.7962,5687,1009,1261,938,0
178,85,127,0.3307,5,266,0.9812,104,85,0.2235,182,880,0.7932,0,83,1.0,9,235,0.9617,0,357,1.0,9,56,0.8393,4,248,0.9839,1,193,0.9948,462,1971,0.7656,46,694,0.9337,35,503,0.9304,3.7987,5698,1010,1262,942,0
179,85,127,0.3307,5,267,0.9813,104,85,0.2235,183,881,0.7923,0,83,1.0,9,236,0.9619,0,357,1.0,10,56,0.8214,4,248,0.9839,1,193,0.9948,463,1974,0.7655,46,697,0.934,36,503,0.9284,3.8027,5707,1011,1262,946,0
180,85,127,0.3307,5,268,0.9813,104,86,0.2093,183,881,0.7923,0,83,1.0,10,237,0.9578,0,357,1.0,10,56,0.8214,4,248,0.9839,1,193,0.9948,464,1977,0.7653,46,700,0.9343,36,503,0.9284,3.8036,5716,1011,1263,948,0
181,85,127,0.3307,5,270,0.9815,104,86,0.2093,183,881,0.7923,0,84,1.0,10,239,0.9582,0,357,1.0,10,56,0.8214,4,248,0.9839,1,193,0.9948,464,1980,0.7657,46,702,0.9345,36,503,0.9284,3.8085,5726,1014,1264,948,0
182,85,128,0.3359,5,271,0.9815,104,87,0.1954,183,881,0.7923,0,84,1.0,10,240,0.9583,0,357,1.0,10,56,0.8214,4,249,0.9839,1,193,0.9948,466,1982,0.7649,46,705,0.9348,36,504,0.9286,3.8111,5737,1014,1265,950,0
183,85,128,0.3359,6,271,0.9779,104,88,0.1818,184,882,0.7914,0,84,1.0,10,241,0.9585,0,357,1.0,10,56,0.8214,4,249,0.9839,1,193,0.9948,467,1985,0.7647,46,707,0.9349,36,504,0.9286,3.8074,5745,1014,1267,953,0
184,85,128,0.3359,6,271,0.9779,104,89,0.1685,184,882,0.7914,0,85,1.0,10,243,0.9588,0,357,1.0,11,56,0.8036,4,249,0.9839,1,193,0.9948,467,1988,0.7651,46,710,0.9352,36,504,0.9286,3.8039,5755,1018,1270,954,0
185,85,128,0.3359,6,271,0.9779,104,90,0.1556,184,882,0.7914,0,85,1.0,10,244,0.959,0,357,1.0,11,56,0.8036,4,249,0.9839,1,193,0.9948,469,1990,0.7643,46,712,0.9354,36,504,0.9286,3.7995,5761,1018,1272,956,0
186,85,128,0.3359,6,271,0.9779,104,91,0.1429,184,882,0.7914,0,85,1.0,10,245,0.9592,0,357,1.0,11,56,0.8036,4,249,0.9839,1,193,0.9948,472,1993,0.7632,46,715,0.9357,36,504,0.9286,3.7929,5769,1021,1275,959,0
