Day,Haut-Uele sim,Haut-Uele data,Haut-Uele error,Ituri sim,Ituri data,Ituri error,Meri sim,Meri data,Meri error,Kakuma sim,Kakuma data,Kakuma error,Alwaral sim,Alwaral data,Alwaral error,East_Darfur sim,East_Darfur data,East_Darfur error,Khartoum sim,Khartoum data,Khartoum error,South_Darfur sim,South_Darfur data,South_Darfur error,West_Kordofan sim,West_Kordofan data,West_Kordofan error,White_Nile sim,White_Nile data,White_Nile error,Adjumani sim,Adjumani data,Adjumani error,Rhino sim,Rhino data,Rhino error,Kiryandongo sim,Kiryandongo data,Kiryandongo error,Total error,refugees in camps (UNHCR),total refugees (simulation),raw UNHCR refugee count,refugees in camps (simulation),refugee_debt
387,121,145,0.1655,8,402,0.9801,121,227,0.467,247,1000,0.753,0,432,1.0,48,511,0.9061,2,357,0.9944,21,346,0.9393,11,344,0.968,2,244,0.9918,552,2263,0.7561,81,987,0.9179,45,542,0.917,3.5646,7800,1322,1835,1259,0
388,121,145,0.1655,8,402,0.9801,121,227,0.467,247,1001,0.7532,0,432,1.0,48,512,0.9062,2,357,0.9944,21,347,0.9395,11,344,0.968,2,244,0.9918,552,2263,0.7561,81,988,0.918,45,542,0.917,3.5668,7804,1322,1835,1259,0
389,121,145,0.1655,8,402,0.9801,121,228,0.4693,247,1002,0.7535,0,432,1.0,48,513,0.9064,2,357,0.9944,21,348,0.9397,11,344,0.968,2,244,0.9918,554,2264,0.7553,81,989,0.9181,45,543,0.9171,3.5675,7811,1323,1836,1261,0
390,121,145,0.1655,8,402,0.9801,121,228,0.4693,247,1002,0.7535,0,432,1.0,48,515,0.9068,2,357,0.9944,21,349,0.9398,11,344,0.968,2,244,0.9918,554,2264,0.7553,81,990,0.9182,45,543,0.9171,3.56,7815,1325,1841,1261,0
391,120,145,0.1724,8,402,0.9801,121,228,0.4693,249,1002,0.7515,0,432,1.0,48,516,0.907,2,357,0.9944,21,349,0.9398,11,344,0.968,2,244,0.9918,554,2264,0.7553,81,991,0.9183,45,544,0.9173,3.5495,7818,1326,1847,1262,0
392,120,145,0.1724,8,402,0.9801,121,229,0.4716,249,1003,0.7517,0,432,1.0,48,517,0.9072,2,357,0.9944,21,350,0.94,11,344,0.968,2,244,0.9918,555,2265,0.755,81,991,0.9183,45,545,0.9174,3.5407,7824,1330,1853,1263,0
393,121,145,0.1655,8,402,0.9801,123,229,0.4629,249,1003,0.7517,0,432,1.0,48,519,0.9075,2,357,0.9944,21,351,0.9402,11,344,0.968,2,244,0.9918,555,2265,0.755,81,992,0.9183,44,545,0.9193,3.5304,7828,1333,1859,1265,0
394,121,145,0.1655,8,402,0.9801,123,230,0.4652,249,1003,0.7517,0,432,1.0,48,520,0.9077,2,357,0.9944,21,352,0.9403,11,344,0.968,2,244,0.9918,558,2266,0.7538,81,993,0.9184,44,546,0.9194,3.5206,7834,1337,1865,1268,0
395,120,145,0.1724,8,402,0.9801,123,230,0.4652,249,1004,0.752,0,432,1.0,49,521,0.906,2,357,0.9944,21,353,0.9405,12,344,0.9651,2,244,0.9918,558,2266,0.7538,81,994,0.9185,44,546,0.9194,3.5374,7838,1339,1857,1269,8
396,120,145,0.1724,8,402,0.9801,123,230,0.4652,249,1004,0.752,0,432,1.0,50,523,0.9044,2,357,0.9944,21,354,0.9407,12,344,0.9651,2,244,0.9918,558,2266,0.7538,81,995,0.9186,44,547,0.9196,3.553,7843,1338,1850,1270,15
397,121,145,0.1655,8,402,0.9801,123,230,0.4652,249,1004,0.752,0,437,1.0,50,524,0.9046,2,357,0.9944,22,355,0.938,12,344,0.9651,2,244,0.9918,558,2267,0.7539,81,996,0.9187,45,548,0.9179,3.5548,7853,1340,1851,1273,14
398,121,145,0.1655,8,402,0.9801,123,230,0.4652,249,1005,0.7522,0,442,1.0,51,525,0.9029,2,357,0.9944,22,356,0.9382,12,344,0.9651,2,244,0.9918,558,2267,0.7539,81,997,0.9188,45,548,0.9179,3.5553,7862,1338,1853,1274,12
399,121,145,0.1655,8,402,0.9801,123,230,0.4652,249,1005,0.7522,0,447,1.0,51,527,0.9032,2,357,0.9944,22,357,0.9384,12,344,0.9651,2,244,0.9918,559,2268,0.7535,81,997,0.9188,45,549,0.918,3.5563,7872,1340,1855,1275,10
400,121,145,0.1655,8,402,0.9801,123,230,0.4652,249,1005,0.7522,0,452,1.0,51,528,0.9034,2,357,0.9944,22,359,0.9387,12,344,0.9651,2,244,0.9918,561,2268,0.7526,81,998,0.9188,45,549,0.918,3.5563,7881,1341,1857,1277,8
401,121,145,0.1655,8,402,0.9801,123,230,0.4652,250,1006,0.7515,0,457,1.0,51,529,0.9036,2,357,0.9944,22,360,0.9389,12,344,0.9651,2,244,0.9918,561,2268,0.7526,81,999,0.9189,45,550,0.9182,3.5573,7891,1341,1859,1278,6
402,121,145,0.1655,8,402,0.9801,123,230,0.4652,250,1006,0.7515,0,463,1.0,51,531,0.904,2,357,0.9944,23,361,0.9363,12,344,0.9651,2,244,0.9918,561,2269,0.7528,81,1000,0.919,46,551,0.9165,3.5608,7903,1341,1860,1280,5
403,122,145,0.1586,8,402,0.9801,123,230,0.4652,250,1006,0.7515,0,468,1.0,51,532,0.9041,2,357,0.9944,23,363,0.9366,12,345,0.9652,2,244,0.9918,561,2269,0.7528,81,1001,0.9191,46,551,0.9165,3.5618,7913,1342,1862,1281,3
404,122,145,0.1586,8,402,0.9801,123,230,0.4652,250,1007,0.7517,0,473,1.0,51,533,0.9043,2,357,0.9944,23,364,0.9368,12,345,0.9652,2,244,0.9918,562,2269,0.7523,81,1002,0.9192,46,552,0.9167,3.5628,7923,1342,1864,1282,1
405,122,145,0.1586,8,402,0.9801,122,230,0.4696,250,1007,0.7517,0,478,1.0,53,535,0.9009,1,357,0.9972,23,365,0.937,12,345,0.9652,3,244,0.9877,562,2270,0.7524,82,1003,0.9182,46,552,0.9167,3.5632,7933,1342,1866,1284,0
406,122,145,0.1586,8,402,0.9801,122,230,0.4696,250,1007,0.7517,0,483,1.0,54,536,0.8993,1,357,0.9972,23,367,0.9373,12,345,0.9652,3,244,0.9877,562,2270,0.7524,82,1003,0.9182,46,553,0.9168,3.5637,7942,1340,1868,1285,0
407,122,145,0.1586,8,402,0.9801,122,230,0.4696,250,1008,0.752,0,489,1.0,54,537,0.8994,1,357,0.9972,25,368,0.9321,12,345,0.9652,3,244,0.9877,563,2271,0.7521,83,1004,0.9173,46,554,0.917,3.5642,7954,1343,1870,1289,0
408,122,145,0.1586,8,402,0.9801,122,230,0.4696,250,1009,0.7522,0,505,1.0,54,539,0.8998,1,357,0.9972,25,369,0.9322,12,345,0.9652,3,244,0.9877,564,2271,0.7517,83,1005,0.9174,46,554,0.917,3.571,7975,1344,1872,1290,0
409,122,145,0.1586,8,402,0.9801,122,230,0.4696,250,1010,0.7525,0,521,1.0,54,540,0.9,1,357,0.9972,25,371,0.9326,12,346,0.9653,3,244,0.9877,565,2271,0.7512,83,1006,0.9175,46,555,0.9171,3.5657,7998,1347,1881,1291,0
410,122,145,0.1586,8,402,0.9801,123,230,0.4652,250,1011,0.7527,0,521,1.0,55,541,0.8983,1,357,0.9972,25,371,0.9326,12,346,0.9653,3,244,0.9877,565,2272,0.7513,83,1007,0.9176,46,555,0.9171,3.5404,8002,1349,1895,1293,0
411,122,145,0.1586,8,402,0.9801,123,230,0.4652,250,1012,0.753,0,521,1.0,56,543,0.8969,1,357,0.9972,25,371,0.9326,12,346,0.9653,3,244,0.9877,566,2272,0.7509,83,1008,0.9177,46,556,0.9173,3.5141,8007,1351,1910,1295,0
412,122,145,0.1586,8,402,0.9801,123,230,0.4652,250,1013,0.7532,0,521,1.0,55,544,0.8989,1,357,0.9972,26,371,0.9299,12,346,0.9653,3,244,0.9877,566,2273,0.751,83,1008,0.9177,46,557,0.9174,3.4906,8011,1355,1924,1295,0
413,122,145,0.1586,8,402,0.9801,125,230,0.4565,253,1014,0.7505,0,521,1.0,57,545,0.8954,1,357,0.9972,27,371,0.9272,13,346,0.9624,3,244,0.9877,566,2273,0.751,82,1009,0.9187,46,557,0.9174,3.4611,8014,1369,1939,1303,0
414,122,145,0.1586,8,402,0.9801,126,230,0.4522,254,1015,0.7498,0,521,1.0,58,547,0.894,1,357,0.9972,26,371,0.9299,13,346,0.9624,3,244,0.9877,569,2273,0.7497,82,1010,0.9188,46,558,0.9176,3.4345,8019,1379,1954,1308,0
415,123,145,0.1517,8,402,0.9801,126,230,0.4522,257,1016,0.747,0,521,1.0,60,547,0.8903,1,357,0.9972,26,371,0.9299,13,346,0.9624,3,244,0.9877,569,2274,0.7498,83,1011,0.9179,46,558,0.9176,3.4324,8022,1388,1954,1315,0
416,123,145,0.1517,8,402,0.9801,126,230,0.4522,258,1017,0.7463,1,521,0.9981,62,547,0.8867,1,357,0.9972,27,371,0.9272,13,346,0.9624,2,244,0.9918,570,2274,0.7493,83,1012,0.918,46,559,0.9177,3.4314,8025,1394,1954,1320,0
417,123,145,0.1517,8,402,0.9801,126,230,0.4522,258,1018,0.7466,1,521,0.9981,63,547,0.8848,1,357,0.9972,27,371,0.9272,13,346,0.9624,2,244,0.9918,571,2274,0.7489,83,1013,0.9181,46,560,0.9179,3.4302,8028,1398,1955,1322,0
418,124,145,0.1448,8,402,0.9801,126,230,0.4522,258,1018,0.7466,1,521,0.9981,65,547,0.8812,1,357,0.9972,27,371,0.9272,13,346,0.9624,2,244,0.9918,570,2275,0.7495,83,1014,0.9181,46,560,0.9179,3.4302,8030,1401,1955,1324,0
419,124,145,0.1448,8,402,0.9801,126,230,0.4522,258,1018,0.7466,1,521,0.9981,65,547,0.8812,1,357,0.9972,28,371,0.9245,13,346,0.9624,2,244,0.9918,570,2275,0.7495,84,1014,0.9172,46,561,0.918,3.4297,8031,1403,1955,1326,0
420,124,145,0.1448,8,402,0.9801,127,230,0.4478,259,1018,0.7456,1,521,0.9981,66,547,0.8793,1,357,0.9972,28,371,0.9245,13,346,0.9624,2,244,0.9918,571,2276,0.7491,84,1015,0.9172,46,561,0.918,3.4286,8033,1404,1955,1330,0
421,124,145,0.1448,8,402,0.9801,127,230,0.4478,259,1018,0.7456,1,521,0.9981,67,547,0.8775,1,357,0.9972,28,371,0.9245,13,346,0.9624,2,244,0.9918,572,2276,0.7487,84,1016,0.9173,46,562,0.9181,3.4286,8035,1403,1955,1332,0
422,125,145,0.1379,8,402,0.9801,127,230,0.4478,259,1018,0.7456,1,521,0.9981,68,547,0.8757,1,357,0.9972,28,371,0.9245,13,346,0.9624,2,244,0.9918,572,2276,0.7487,84,1017,0.9174,46,563,0.9183,3.4286,8037,1403,1955,1334,0
423,125,145,0.1379,8,402,0.9801,127,230,0.4478,260,1018,0.7446,1,521,0.9981,69,547,0.8739,2,357,0.9944,28,371,0.9245,12,346,0.9653,2,244,0.9918,573,2277,0.7484,85,1018,0.9165,46,563,0.9183,3.4276,8039,1403,1955,1338,0
424,126,145,0.131,8,402,0.9801,127,230,0.4478,260,1019,0.7448,1,521,0.9981,70,547,0.872,2,357,0.9944,28,371,0.9245,12,346,0.9653,2,244,0.9918,573,2277,0.7484,85,1019,0.9166,46,564,0.9184,3.4264,8042,1403,1956,1340,0
425,126,145,0.131,8,402,0.9801,127,230,0.4478,260,1019,0.7448,1,521,0.9981,71,547,0.8702,2,357,0.9944,29,371,0.9218,13,346,0.9624,2,244,0.9918,575,2278,0.7476,85,1020,0.9167,46,565,0.9186,3.4254,8045,1405,1956,1345,0
