sep=;
2014-11-11;595538
2014-11-13;595774
2014-11-14;596763
2014-11-18;596785
2014-11-20;599972
2014-11-21;600103
2014-11-25;600113
2014-11-26;600404
2014-11-27;601856
2014-11-28;601853
2014-11-30;601870
2014-12-02;601873
2014-12-04;604146
2014-12-05;605340
2014-12-08;605515
2014-12-12;609932
2014-12-15;610050
2014-12-16;610160
2014-12-18;611014
2014-12-26;611041
2014-12-30;611068
2014-12-31;611080
2015-01-06;613697
2015-01-08;613865
2015-01-12;614795
2015-01-15;619927
2015-01-16;620228
2015-01-18;620894
2015-01-19;620058
2015-01-22;621608
2015-01-23;621714
2015-01-26;621876
2015-01-27;622140
2015-01-29;623648
2015-01-30;623767
2015-01-31;623884
2015-02-03;623968
2015-02-05;624719
2015-02-06;625452
2015-02-09;625581
2015-02-10;625591
2015-02-12;627245
2015-02-13;627430
2015-02-17;627749
2015-02-19;628313
2015-02-20;628470
2015-02-23;628573
2015-02-24;628588
2015-02-26;630179
2015-02-27;630020
2015-03-02;630041
2015-03-05;631142
2015-03-06;631352
2015-03-10;632209
2015-03-12;632607
2015-03-13;632637
2015-03-16;632757
2015-03-17;632800
2015-03-18;633440
2015-03-19;637489
2015-03-20;637570
2015-03-23;637659
2015-03-24;637671
2015-03-26;637126
2015-03-27;637043
2015-03-31;637103
2015-04-01;639984
2015-04-03;640315
2015-04-07;641900
2015-04-09;643696
2015-04-10;643598
2015-04-13;643796
2015-04-14;644002
2015-04-15;644692
2015-04-17;645033
2015-04-21;646428
2015-04-22;657519
2015-04-23;658503
2015-04-24;658736
2015-04-27;659537
2015-04-28;659825
2015-04-29;660443
2015-04-30;660592
2015-05-01;661817
2015-05-04;661880
2015-05-05;663283
2015-05-08;663334
2015-05-10;675191
2015-05-12;678255
2015-05-15;679579
2015-05-17;679971
2015-05-19;680204
2015-05-21;683934
2015-05-22;684098
2015-05-25;684104
2015-05-26;684136
2015-05-27;690209
2015-05-28;691382
2015-05-29;691463
2015-06-02;687463
2015-06-04;688577
2015-06-05;688915
2015-06-07;697440
2015-06-09;697729
2015-06-10;697805
2015-06-11;698690
2015-06-14;700038
2015-06-15;700095
2015-06-16;700298
2015-06-17;713773
2015-06-18;714491
2015-06-19;716301
2015-06-23;716336
2015-06-24;724058
2015-06-25;724764
2015-06-26;723727
2015-06-30;724217
2015-07-03;724467
2015-07-05;731708
2015-07-07;731763
2015-07-08;735600
2015-07-09;737522
2015-07-10;738749
2015-07-14;740769
2015-07-15;743028
2015-07-17;744302
2015-07-21;746078
2015-07-23;752881
2015-07-24;753509
2015-07-27;753961
2015-07-28;754133
2015-07-29;755304
2015-07-31;755705
2015-08-04;755718
2015-08-05;746785
2015-08-07;746927
2015-08-08;746492
2015-08-11;746655
2015-08-14;746765
2015-08-18;749502
2015-08-19;751406
2015-08-21;752895
2015-08-25;756173
2015-08-28;754164
2015-08-31;755813
2015-09-02;754005
2015-09-04;754010
2015-09-08;754415
2015-09-11;754520
2015-09-15;754620
2015-09-16;759859
2015-09-18;760142
2015-09-22;762265
2015-09-25;762295
2015-09-29;764013
2015-09-30;764781
2015-10-02;764867
2015-10-06;765703
2015-10-09;765705
2015-10-13;766298
2015-10-14;771191
2015-10-16;771302
2015-10-23;771203
2015-10-27;772930
2015-10-30;773530
2015-11-03;773847
2015-11-06;773554
2015-11-09;766713
2015-11-10;766874
2015-11-11;767687
2015-11-17;767755
2015-11-19;767998
2015-11-20;768663
2015-11-24;768913
2015-11-25;768779
2015-11-27;769745
2015-12-01;770042
2015-12-04;769497
2015-12-09;770233
2015-12-10;769936
2015-12-16;770297
2015-12-18;770344
2015-12-24;766145
2015-12-25;766645
2015-12-31;767508
2016-01-12;766472
2016-01-13;766956
2016-01-14;767686
2016-01-15;767955
2016-01-19;771870
2016-01-20;774806
2016-01-22;775429
2016-01-28;779688
2016-01-29;779805
2016-01-31;779858
2016-02-01;781642
2016-02-04;785020
2016-02-05;785246
2016-02-09;787345
2016-02-12;787331
2016-02-16;755534
2016-02-17;754918
2016-02-19;754739
2016-02-24;756965
2016-02-26;756998
2016-02-29;764035
2016-03-04;764966
2016-03-08;767416
2016-03-11;767641
2016-03-14;815028
2016-03-15;824025
2016-03-17;824908
2016-03-18;824775
2016-03-29;825705
2016-03-31;827684
2016-04-01;828491
2016-04-07;829276
2016-04-08;830257
2016-04-12;836756
2016-04-15;835592
2016-04-19;835666
2016-04-20;835783
2016-04-22;836122
2016-04-26;831976
2016-04-28;835933
2016-04-29;836127
2016-04-30;835174
2016-05-05;836084
2016-05-06;836242
2016-05-12;838572
2016-05-14;839144
2016-05-20;838842
2016-05-26;842908
2016-05-27;843679
2016-05-31;844655
2016-06-03;844834
2016-06-10;844959
2016-06-14;849614
2016-06-15;849516
2016-06-24;849708
2016-06-27;850708
2016-06-29;852961
2016-06-30;835645
2016-07-01;835587
2016-07-08;835729
2016-07-15;831185
2016-07-22;831588
2016-07-26;840087
2016-07-29;840083
2016-07-31;852826
2016-08-01;855336
2016-08-15;855374
2016-08-16;865974
2016-08-19;867064
2016-08-23;904857
2016-08-26;904945
2016-08-30;906600
2016-08-31;909149
2016-09-05;909663
2016-09-08;975411
2016-09-21;1009977
2016-09-30;1010054
2016-10-11;1058816
2016-10-16;1067191
2016-10-24;1129776
2016-10-31;1129837
2016-11-01;1168996
2016-11-11;1170848
2016-11-14;1231311
2016-11-15;1236057
2016-11-16;1238741
2016-11-23;1263681
2016-12-05;1276513
