osm_id,building,type,Latitude,Longitude
,yes,9,51.59059213,-0.204020842
,yes,9,51.59044916,-0.203436431
,yes,9,51.59020645,-0.20339435
,yes,9,51.59119925,-0.204684382
,yes,9,51.5902767,-0.20276825
,yes,9,51.59116235,-0.201957275
,yes,9,51.59044889,-0.204029886
,,0,51.59166702,-0.200114657
,,0,51.59136709,-0.199894239
,apartments,8,51.59162277,-0.200235188
,yes,9,51.59277484,-0.205061328
,yes,9,51.59249707,-0.205763946
,yes,9,51.59213641,-0.203903254
,yes,9,51.59198829,-0.204236886
,yes,9,51.59224433,-0.205247568
,yes,9,51.59235118,-0.205771323
,yes,9,51.59168068,-0.202748788
,yes,9,51.59202758,-0.204400227
,semidetached_house,8,51.59289899,-0.205379197
,yes,9,51.59173492,-0.202917467
,yes,9,51.59176752,-0.203097681
,yes,9,51.59191237,-0.203843225
,yes,9,51.59192788,-0.204046584
,yes,9,51.59151281,-0.201264413
,yes,9,51.59154522,-0.201450965
,yes,9,51.59158806,-0.202022219
,yes,9,51.59203225,-0.20155425
,yes,9,51.5917853,-0.2033082
,yes,9,51.59214359,-0.204987016
,yes,9,51.59205953,-0.204585002
,yes,9,51.59150822,-0.201095065
,yes,9,51.59295027,-0.205576052
,yes,9,51.5926944,-0.204693649
,yes,9,51.5915885,-0.2022146
,yes,9,51.5919589,-0.2027761
,yes,9,51.59185724,-0.203675653
,yes,9,51.59273265,-0.20487451
,yes,9,51.592107,-0.204764464
,yes,9,51.59263773,-0.20564966
,yes,9,51.59150877,-0.200909986
,yes,9,51.5915269,-0.201935821
,yes,9,51.59265185,-0.20445645
,yes,9,51.5914746,-0.2007262
,yes,9,51.59165503,-0.202560989
,yes,9,51.59162746,-0.202383186
,yes,9,51.59182645,-0.203498992
,yes,9,51.59257105,-0.204169877
,yes,9,51.59155052,-0.201729843
,yes,9,51.59194392,-0.201035544
,apartments,8,51.59427599,-0.206043537
,yes,9,51.5936437,-0.2037242
,yes,9,51.59230962,-0.202995034
,yes,9,51.59189565,-0.20064985
,yes,9,51.59244675,-0.2036009
,yes,9,51.59590208,-0.203237731
,yes,9,51.5954654,-0.20369413
,apartments,8,51.5938344,-0.206835562
,yes,9,51.5919198,-0.200843078
,yes,9,51.59479063,-0.204392424
,yes,9,51.59214737,-0.202150792
,yes,9,51.59227107,-0.202807773
,yes,9,51.59538927,-0.204213198
,yes,9,51.59208135,-0.2018395
,garages,0,51.59369275,-0.206483882
,yes,9,51.5921154,-0.2019963
,yes,9,51.59242245,-0.203431327
,yes,9,51.5925353,-0.2039583
,yes,9,51.59603696,-0.203546167
,yes,9,51.59582953,-0.203803794
,yes,9,51.59481356,-0.204969898
,yes,9,51.59236741,-0.203218372
,house,8,51.59220836,-0.202487272
,yes,9,51.59516521,-0.204320291
,yes,9,51.59219025,-0.202312872
,yes,9,51.59249805,-0.203775222
,apartments,8,51.59405216,-0.206464085
,yes,9,51.59224475,-0.20263635
,yes,9,51.59622322,-0.203401689
,yes,9,51.59189805,-0.2022236
,yes,9,51.59560333,-0.204020361
,yes,9,51.59197094,-0.201243168
,yes,9,51.59205043,-0.201696769
,,0,51.59830793,-0.199289933
,yes,9,51.5939034,-0.20584755
,yes,9,51.5937263,-0.2040693
,house,8,51.59404818,-0.205371638
,house,8,51.593625,-0.206125172
,house,8,51.5939034,-0.204906793
,house,8,51.59387359,-0.204674892
,yes,9,51.59356535,-0.20415045
,,0,51.59353769,-0.202938991
,,0,51.59370147,-0.203790514
,,0,51.5937272,-0.205408825
,yes,9,51.59335412,-0.203430033
,house,8,51.59396035,-0.20514935
,yes,9,51.5930013,-0.203729977
,yes,9,51.5936617,-0.2041577
,,0,51.5934055,-0.204785154
,yes,9,51.59366303,-0.205059515
,yes,9,51.5937628,-0.204226821
,yes,9,51.59311466,-0.204518878
,house,8,51.59337986,-0.205435047
,house,8,51.59379429,-0.204437255
,,0,51.59331214,-0.203575633
,house,8,51.59348528,-0.205699952
,house,8,51.59343145,-0.2055654
,house,8,51.59366643,-0.20626383
,yes,9,51.59332266,-0.204246825
,semidetached_house,8,51.59356863,-0.205982534
,yes,9,51.59369032,-0.205669047
,yes,9,51.59336441,-0.202744518
,semidetached_house,8,51.59330375,-0.205213167
,yes,9,51.59406795,-0.201346083
,house,8,51.59400468,-0.203639679
,semidetached_house,8,51.59336122,-0.200681279
,house,8,51.59405494,-0.203842314
,house,8,51.5944456,-0.2053
,house,8,51.59440013,-0.205156831
,yes,9,51.59411357,-0.201640389
,yes,9,51.59447873,-0.203049202
,house,8,51.59332888,-0.199538145
,apartments,8,51.59455997,-0.205635817
,,0,51.59471782,-0.204757693
,yes,9,51.59346705,-0.1998247
,house,8,51.59378085,-0.2026655
,yes,9,51.59455853,-0.203453168
,semidetached_house,8,51.59346115,-0.201136499
,house,8,51.59410902,-0.204062662
,house,8,51.59415756,-0.204276455
,yes,9,51.59453003,-0.203240929
,semidetached_house,8,51.59358351,-0.201760341
,yes,9,51.59471678,-0.204097847
,house,8,51.59435123,-0.205007334
,house,8,51.59332373,-0.200478312
,house,8,51.5942839,-0.2047148
,house,8,51.59449895,-0.205451732
,yes,9,51.5946893,-0.20388615
,house,8,51.59324269,-0.199542644
,house,8,51.59421567,-0.204517989
,garage,0,51.59315915,-0.199816036
,garage,0,51.5936489,-0.2015776
,house,8,51.59324655,-0.200158092
,yes,9,51.59420616,-0.201919879
,house,8,51.59306346,-0.199606017
,house,8,51.59431306,-0.204873118
,,0,51.5946716,-0.205560014
,yes,9,51.59436886,-0.202590881
,house,8,51.59364158,-0.201967253
,house,8,51.59375006,-0.202476795
,house,8,51.59383149,-0.20280908
,semidetached_house,8,51.59350203,-0.201361462
,house,8,51.59370222,-0.202305248
,house,8,51.59321459,-0.199965636
,house,8,51.59386596,-0.20301625
,house,8,51.59352781,-0.201539876
,house,8,51.59350955,-0.1994666
,house,8,51.59315338,-0.199571443
,house,8,51.59397468,-0.203407907
,yes,9,51.59430215,-0.202240618
,house,8,51.59369411,-0.199430464
,house,8,51.59342258,-0.199503353
,house,8,51.59359595,-0.199441
,house,8,51.5936723,-0.20214183
,apartments,8,51.59491457,-0.199097071
,house,8,51.59326168,-0.20032191
,yes,9,51.59463491,-0.203662714
,semidetached_house,8,51.59341384,-0.200921925
,yes,9,51.59387898,-0.200529444
,yes,9,51.5937985,-0.2001853
,yes,9,51.5937679,-0.2000095
,yes,9,51.59369514,-0.19982035
,yes,9,51.59384463,-0.200332909
,yes,9,51.5944882,-0.20447845
,yes,9,51.59394003,-0.200808639
,yes,9,51.59398895,-0.201075942
,yes,9,51.59435375,-0.20402
,yes,9,51.59370159,-0.199659623
,yes,9,51.59518321,-0.202683063
,yes,9,51.5957618,-0.201918096
,,0,51.59572235,-0.204294154
,yes,9,51.59549395,-0.20261007
,apartments,8,51.59603009,-0.201764116
,yes,9,51.59607808,-0.202312367
,,0,51.5955638,-0.2028946
,yes,9,51.59612096,-0.202886835
,yes,9,51.59506313,-0.202729283
,yes,9,51.5948765,-0.20311555
,yes,9,51.59581498,-0.201641081
,yes,9,51.59531068,-0.202568877
,yes,9,51.59608256,-0.202600107
,yes,9,51.594815,-0.20285672
,garages,0,51.59513475,-0.20395005
,yes,9,51.59571475,-0.202452975
,yes,9,51.59493409,-0.203350564
,garages,0,51.59530976,-0.203792092
,yes,9,51.59528715,-0.20284035
,semidetached_house,8,51.59498434,-0.203617204
,yes,9,51.59548671,-0.203107245
,yes,9,51.59571012,-0.202854717
,garages,0,51.59539507,-0.203505642
,yes,9,51.59596677,-0.20226829
,apartments,8,51.59539865,-0.198939601
,office,4,51.59577504,-0.198842441
,apartments,8,51.59575405,-0.20083615
,apartments,8,51.59555996,-0.198917671
,yes,9,51.59613307,-0.200336785
,garages,0,51.59573662,-0.201176737
,yes,9,51.59531199,-0.201966699
,house,8,51.59412475,-0.19933745
,yes,9,51.59569716,-0.199467535
,yes,9,51.59438869,-0.200933033
,yes,9,51.59613115,-0.200582537
,yes,9,51.595986,-0.200550672
,yes,9,51.59598542,-0.201448166
,yes,9,51.596058,-0.2010764
,house,8,51.5940353,-0.199357635
,yes,9,51.59453932,-0.20168628
,yes,9,51.59603932,-0.199304576
,yes,9,51.59398427,-0.199603703
,yes,9,51.59501932,-0.202114305
,yes,9,51.59572062,-0.199872241
,yes,9,51.59459808,-0.201933661
,yes,9,51.59427627,-0.200541471
,semidetached_house,8,51.59555967,-0.199690909
,yes,9,51.59441302,-0.201165837
,yes,9,51.59570035,-0.19924245
,yes,9,51.59420859,-0.200300189
,yes,9,51.59418021,-0.200129769
,yes,9,51.59611937,-0.200066141
,yes,9,51.59447779,-0.201444358
,yes,9,51.59602212,-0.199068606
,yes,9,51.5959359,-0.2006784
,house,8,51.59563765,-0.200135478
,yes,9,51.59517076,-0.202055919
,yes,9,51.59465568,-0.202176415
,garage,0,51.595492,-0.19955195
,yes,9,51.59461485,-0.2015563
,yes,9,51.594318,-0.200786439
,yes,9,51.5949582,-0.2023322
,house,8,51.59394495,-0.19937664
,yes,9,51.59414233,-0.199997553
,yes,9,51.59598295,-0.20126995
,yes,9,51.59600066,-0.198768011
,semidetached_house,8,51.59550871,-0.199395365
,yes,9,51.59457522,-0.200695285
,house,8,51.59560454,-0.199849495
,yes,9,51.5960811,-0.199507728
,yes,9,51.59471577,-0.202439393
,house,8,51.5956517,-0.200300625
,house,8,51.59563953,-0.199971658
,yes,9,51.5957308,-0.1997216
,house,8,51.59567323,-0.200493022
,yes,9,51.5961273,-0.2008275
,yes,9,51.59608739,-0.199792236
,yes,9,51.59410116,-0.199762556
,house,8,51.59481123,-0.200744842
,house,8,51.59539154,-0.200409525
,house,8,51.59544935,-0.20108425
,yes,9,51.5966832,-0.1994122
,yes,9,51.59669144,-0.200706083
,house,8,51.5952632,-0.199689985
,yes,9,51.59681884,-0.201684687
,yes,9,51.59721242,-0.198553237
,garages,0,51.5952793,-0.200725577
,yes,9,51.5966726,-0.200478717
,house,8,51.59501605,-0.20116877
,house,8,51.59542135,-0.200567288
,house,8,51.59519411,-0.19939972
,,0,51.59666072,-0.198603689
,house,8,51.59519805,-0.2011527
,house,8,51.59487449,-0.199653107
,apartments,8,51.59760764,-0.198799562
,yes,9,51.5969615,-0.20091035
,yes,9,51.59515183,-0.199805168
,yes,9,51.59698826,-0.200443555
,house,8,51.59494393,-0.199972366
,apartments,8,51.596386,-0.199343218
,yes,9,51.59648383,-0.199878911
,yes,9,51.5967684,-0.201245307
,house,8,51.59532719,-0.20113495
,yes,9,51.59650591,-0.201379202
,semidetached_house,8,51.59462373,-0.19998179
,yes,9,51.59668376,-0.201733218
,yes,9,51.5969006,-0.199707069
,yes,9,51.59735055,-0.19889215
,yes,9,51.59710407,-0.198995343
,house,8,51.5951195,-0.200713777
,apartments,8,51.59643255,-0.2007383
,semidetached_house,8,51.59505844,-0.200413518
,house,8,51.59456658,-0.199730752
,yes,9,51.5963111,-0.198862935
,yes,9,51.59663747,-0.199879787
,yes,9,51.59671341,-0.198831289
,yes,9,51.59705551,-0.198563129
,yes,9,51.59684545,-0.200491947
,yes,9,51.59678021,-0.200825336
,house,8,51.59472877,-0.200411643
,house,8,51.59454835,-0.19957505
,yes,9,51.596491,-0.200345023
,house,8,51.59485118,-0.200899892
,house,8,51.5953648,-0.200288404
,house,8,51.59544656,-0.200712124
,yes,9,51.59530265,-0.20054487
,house,8,51.59531143,-0.199987849
,yes,9,51.59672535,-0.20022795
,house,8,51.59523649,-0.19955862
,house,8,51.5947486,-0.200572493
,house,8,51.5948604,-0.199500909
,yes,9,51.59732396,-0.199326829
,house,8,51.59488758,-0.201047452
,yes,9,51.59666205,-0.1992078
,semidetached_house,8,51.59500145,-0.200174422
,house,8,51.5955687,-0.20106675
,house,8,51.59533634,-0.200116123
,yes,9,51.59511594,-0.199540481
,house,8,51.59470267,-0.20023522
,yes,9,51.59702365,-0.199574535
,yes,9,51.59675099,-0.199775588
,house,8,51.59738625,-0.19859005
,yes,9,51.59718378,-0.199447427
,yes,9,51.59746962,-0.199160852
,yes,9,51.5970556,-0.199390166
,yes,9,51.59651356,-0.199083332
,house,8,51.59528613,-0.19982591
,house,8,51.59490582,-0.199802166
,yes,9,51.59782045,-0.200042155
,yes,9,51.5973175,-0.201121865
,yes,9,51.5975712,-0.20062815
,yes,9,51.59795378,-0.19965553
,terrace,8,51.59636975,-0.202043909
,yes,9,51.5971151,-0.2011254
,yes,9,51.5974908,-0.199899586
,apartments,8,51.59642648,-0.202413217
,yes,9,51.59750968,-0.200812387
,yes,9,51.59766833,-0.200444462
,yes,9,51.5968369,-0.200304234
,apartments,8,51.59805471,-0.199316169
,,0,51.59692004,-0.201735035
,yes,9,51.59694295,-0.20016675
,yes,9,51.59734386,-0.199818417
,yes,9,51.59763295,-0.19995725
,semidetached_house,8,51.59629717,-0.201480937
,yes,9,51.5967722,-0.20223823
,yes,9,51.5975975,-0.19954116
,yes,9,51.59713518,-0.199998683
,apartments,8,51.59654719,-0.202827754
,yes,9,51.59719721,-0.200286199
,yes,9,51.59709048,-0.20059078
,garages,0,51.59786169,-0.199153525
,yes,9,51.5971012,-0.201406808
,yes,9,51.597224,-0.1999204
,,0,51.59774088,-0.200674998
,,0,51.59779784,-0.20028016
,,0,51.597534,-0.200267084
,,0,51.59817095,-0.199506884
,,0,51.59670337,-0.200287599
,,0,51.59734379,-0.201422759
,,0,51.59733379,-0.200325275
,,0,51.5966535,-0.202499708
,yes,9,51.5987795,-0.197020704
,yes,9,51.59827435,-0.19887755
,yes,9,51.59885239,-0.197392036
,yes,9,51.59813522,-0.198748258
,yes,9,51.59818265,-0.19879115
,,0,51.59840183,-0.198507349
,church,6,51.59779411,-0.198188264
,,0,51.59749081,-0.198064623
,yes,9,51.59792388,-0.198420243
,,0,51.59918026,-0.196855055
,yes,9,51.5993761,-0.1972638
,yes,9,51.59866342,-0.197259376
,yes,9,51.59807502,-0.198549407
,yes,9,51.5986405,-0.198618885
,house,8,51.59841541,-0.198991776
,yes,9,51.5981954,-0.197764783
,yes,9,51.59900715,-0.1975371
,,0,51.59883387,-0.197981281
,yes,9,51.59918401,-0.197481435
,yes,9,51.59907917,-0.197757033
,yes,9,51.59866552,-0.19804856
,apartments,8,51.59928571,-0.196442268
,yes,9,51.59940818,-0.196764649
,yes,9,51.599783,-0.19634782
,,0,51.59916385,-0.19479506
,yes,9,51.59962741,-0.196515145
,yes,9,51.59961267,-0.196127202
,yes,9,51.60006008,-0.195451949
,yes,9,51.59946379,-0.196264934
,yes,9,51.5988118,-0.193610644
,yes,9,51.59891707,-0.193868485
,yes,9,51.59872366,-0.193162522
,yes,9,51.5820119,-0.2313966
,yes,9,51.58642139,-0.237790036
,,0,51.59030221,-0.199218832
,,0,51.59013167,-0.1994634
,apartments,8,51.59000837,-0.198275562
,,0,51.59006709,-0.198308936
,yes,9,51.59025037,-0.197591324
,yes,9,51.59039334,-0.197589016
,yes,9,51.59024412,-0.198953472
,yes,9,51.59046433,-0.198132522
,yes,9,51.5904824,-0.1983112
,yes,9,51.59082975,-0.19905525
,yes,9,51.59044339,-0.197953831
,yes,9,51.59043133,-0.197760346
,yes,9,51.59049144,-0.198479975
,yes,9,51.59050058,-0.198684545
,yes,9,51.59051973,-0.198875481
,,0,51.59090508,-0.199979078
,house,8,51.59082655,-0.199304828
,semidetached_house,8,51.5909604,-0.1993343
,semidetached_house,8,51.59121161,-0.199232586
,house,8,51.59108465,-0.19926294
,yes,9,51.59096322,-0.198990802
,semidetached_house,8,51.59135608,-0.199227968
,,0,51.59298394,-0.188168771
,,0,51.58975934,-0.195815257
,house,8,51.59114578,-0.196043057
,house,8,51.59116212,-0.196707832
,,0,51.590556,-0.196157136
,yes,9,51.58997495,-0.1960393
,semidetached_house,8,51.59103298,-0.19563564
,house,8,51.59115828,-0.196202236
,yes,9,51.58988473,-0.197073558
,house,8,51.59122493,-0.198012071
,yes,9,51.59032813,-0.195764877
,yes,9,51.59064055,-0.19715425
,house,8,51.59119746,-0.197247867
,house,8,51.5911671,-0.196523196
,yes,9,51.59043505,-0.19660675
,yes,9,51.5907222,-0.195304067
,house,8,51.5911605,-0.19636365
,apartments,8,51.59090964,-0.19533729
,yes,9,51.59039263,-0.196875284
,yes,9,51.59053364,-0.196969658
,yes,9,51.59070098,-0.195580554
,semidetached_house,8,51.5912789,-0.19870574
,yes,9,51.59001733,-0.197047621
,yes,9,51.5907649,-0.197592021
,semidetached_house,8,51.59111396,-0.195835421
,garages,0,51.59134496,-0.198925724
,house,8,51.59122384,-0.197749805
,yes,9,51.59024399,-0.196957231
,yes,9,51.59012842,-0.197029005
,yes,9,51.59049205,-0.195633107
,semidetached_house,8,51.59126727,-0.198568298
,yes,9,51.59071033,-0.197335163
,semidetached_house,8,51.59125776,-0.198316066
,,0,51.58987192,-0.19641448
,semidetached_house,8,51.5911705,-0.1969643
,house,8,51.59121353,-0.197503397
,yes,9,51.59017268,-0.195920084
,yes,9,51.59082617,-0.198515118
,house,8,51.59042959,-0.19379368
,house,8,51.59065515,-0.194704368
,house,8,51.59070409,-0.194883234
,house,8,51.59047621,-0.193952516
,,0,51.59011634,-0.19420425
,yes,9,51.59006693,-0.195295153
,yes,9,51.59008332,-0.194863805
,house,8,51.59040154,-0.193616124
,yes,9,51.59079017,-0.197821725
,yes,9,51.59101737,-0.198628535
,house,8,51.59060157,-0.194550146
,yes,9,51.5908415,-0.198807627
,yes,9,51.59045595,-0.1950329
,yes,9,51.5907953,-0.198052723
,yes,9,51.59035245,-0.1950834
,yes,9,51.59019639,-0.195182004
,yes,9,51.59081709,-0.19828349
,house,8,51.5905045,-0.194148327
,house,8,51.59054032,-0.194315873
,yes,9,51.59034328,-0.19409065
,yes,9,51.59303637,-0.190016552
,yes,9,51.5934985,-0.189393026
,,0,51.59291574,-0.1892031
,yes,9,51.59262975,-0.18923705
,yes,9,51.59272369,-0.18999541
,yes,9,51.59305603,-0.18950517
,,0,51.59295247,-0.187738212
,yes,9,51.5938384,-0.18952875
,,0,51.5928973,-0.1903367
,yes,9,51.59421927,-0.188976199
,yes,9,51.5926095,-0.1895923
,apartments,8,51.59326887,-0.190347895
,yes,9,51.59316337,-0.189786019
,yes,9,51.59358589,-0.189874938
,,0,51.593664,-0.189223845
,yes,9,51.59375009,-0.189646965
,,0,51.59320111,-0.190199778
,,0,51.59427567,-0.1900518
,,0,51.59398623,-0.187999419
,,0,51.5933843,-0.189449221
,,0,51.5929227,-0.189802994
,,0,51.5932849,-0.190332877
,,0,51.59550694,-0.189047122
,yes,9,51.59567347,-0.189809098
,,0,51.59521635,-0.189224318
,,0,51.59510227,-0.189389398
,,0,51.59483024,-0.189708973
,yes,9,51.59535237,-0.189521495
,yes,9,51.59517721,-0.190372978
,yes,9,51.59551156,-0.189548295
,house,8,51.59351138,-0.190990331
,semidetached_house,8,51.5944887,-0.191809495
,yes,9,51.5935191,-0.190842684
,garages,0,51.5957992,-0.190466017
,detached,8,51.59423797,-0.192043301
,house,8,51.59398185,-0.191504016
,semidetached_house,8,51.59435234,-0.191941108
,semidetached_house,8,51.59485364,-0.191416523
,semidetached_house,8,51.59499311,-0.191283549
,semidetached_house,8,51.594739,-0.191533267
,yes,9,51.5934245,-0.190847875
,garages,0,51.59571775,-0.19027955
,semidetached_house,8,51.59524109,-0.190989137
,garages,0,51.59541948,-0.19045408
,,0,51.5960304,-0.189994285
,yes,9,51.5939725,-0.19169155
,garages,0,51.59421737,-0.191851562
,semidetached_house,8,51.59546762,-0.190758398
,garages,0,51.59528275,-0.1905654
,semidetached_house,8,51.59557408,-0.190646558
,house,8,51.59371405,-0.191167967
,yes,9,51.59392255,-0.191228866
,garages,0,51.59558694,-0.190273034
,house,8,51.5936111,-0.191069383
,house,8,51.59390185,-0.191384852
,house,8,51.59333161,-0.190720883
,semidetached_house,8,51.5958928,-0.190146417
,semidetached_house,8,51.59569883,-0.190532404
,semidetached_house,8,51.59461496,-0.191666186
,semidetached_house,8,51.59512898,-0.191163913
,yes,9,51.59234869,-0.190975845
,semidetached_house,8,51.59582659,-0.189974667
,semidetached_house,8,51.59535459,-0.190874794
,yes,9,51.59435515,-0.19169575
,house,8,51.5938084,-0.1912792
,,0,51.59234228,-0.190685515
,apartments,8,51.59139121,-0.191512531
,,0,51.59140617,-0.191610573
,,0,51.5915475,-0.191359424
,,0,51.59242679,-0.1902138
,,0,51.5911015,-0.191063431
,house,8,51.59219419,-0.191753216
,semidetached_house,8,51.59098313,-0.194321035
,yes,9,51.59109863,-0.193479625
,semidetached_house,8,51.59151541,-0.194969144
,house,8,51.59205056,-0.192032723
,semidetached_house,8,51.59167432,-0.19479051
,house,8,51.59219752,-0.194233489
,house,8,51.59194603,-0.194502658
,house,8,51.59111018,-0.193257745
,house,8,51.59092226,-0.194097064
,garage,0,51.5915933,-0.19219175
,house,8,51.59211169,-0.191880776
,house,8,51.59196053,-0.192154918
,semidetached_house,8,51.59136404,-0.195120785
,yes,9,51.59221477,-0.194030832
,house,8,51.59132013,-0.193034035
,semidetached_house,8,51.59243076,-0.191307443
,house,8,51.59179181,-0.192447648
,house,8,51.59124615,-0.195230097
,yes,9,51.59244566,-0.19089453
,house,8,51.59151236,-0.192854164
,house,8,51.59142091,-0.192961646
,house,8,51.59072187,-0.193166207
,,0,51.59104392,-0.192219214
,yes,9,51.59225955,-0.19160165
,house,8,51.59188655,-0.19231945
,house,8,51.59069568,-0.19297386
,yes,9,51.59252638,-0.191193042
,yes,9,51.59263901,-0.190914994
,house,8,51.59087034,-0.193641743
,,0,51.59094205,-0.192447626
,house,8,51.59172698,-0.19258289
,house,8,51.59057589,-0.192667142
,house,8,51.5912181,-0.193141731
,apartments,8,51.59105006,-0.192094964
,,0,51.59122168,-0.192063947
,semidetached_house,8,51.59106845,-0.194598394
,house,8,51.59232495,-0.191447366
,semidetached_house,8,51.59205993,-0.194403404
,garage,0,51.59109634,-0.194816534
,house,8,51.5906231,-0.192825276
,semidetached_house,8,51.59181533,-0.194607996
,house,8,51.59077556,-0.193323561
,house,8,51.59080674,-0.193495812
,house,8,51.5932813,-0.191508368
,house,8,51.59338292,-0.191567422
,yes,9,51.59299786,-0.191294722
,house,8,51.59305766,-0.193309778
,house,8,51.59382265,-0.1920893
,yes,9,51.59294365,-0.19169175
,semidetached_house,8,51.59235094,-0.194071491
,yes,9,51.59316857,-0.191564678
,garage,0,51.59392955,-0.19210615
,house,8,51.59280253,-0.19357035
,yes,9,51.59305993,-0.191526041
,house,8,51.59383001,-0.192418737
,house,8,51.59360498,-0.19265525
,semidetached_house,8,51.5924845,-0.193905276
,house,8,51.59349712,-0.192769012
,house,8,51.59372178,-0.192549988
,semidetached_house,8,51.59265425,-0.19375695
,yes,9,51.59291296,-0.192434715
,house,8,51.59348978,-0.191642674
,house,8,51.59375925,-0.191972167
,yes,9,51.59300646,-0.191120876
,yes,9,51.59232775,-0.1934821
,house,8,51.59337258,-0.192912934
,yes,9,51.59315627,-0.191335155
,house,8,51.5940457,-0.19226047
,yes,9,51.59319355,-0.19248185
,house,8,51.5932055,-0.193045015
,house,8,51.59393696,-0.192359328
,house,8,51.59368845,-0.191827039
,yes,9,51.59215494,-0.193533363
,,0,51.59279383,-0.192652017
,house,8,51.5935977,-0.191722025
,semidetached_house,8,51.59283551,-0.191420347
,house,8,51.59293753,-0.193439801
,house,8,51.59250614,-0.192084122
,semidetached_house,8,51.59270464,-0.191631846
,apartments,8,51.59657004,-0.197235763
,yes,9,51.59206959,-0.198998328
,apartments,8,51.59175859,-0.199134663
,yes,9,51.59610475,-0.19748405
,yes,9,51.59299486,-0.198236871
,yes,9,51.59274027,-0.192353946
,yes,9,51.59403561,-0.198156422
,apartments,8,51.59581796,-0.198144204
,semidetached_house,8,51.59554955,-0.198269926
,house,8,51.59233405,-0.192393461
,yes,9,51.59339884,-0.198335729
,yes,9,51.59267073,-0.199022288
,yes,9,51.59178107,-0.198641293
,semidetached_house,8,51.59485112,-0.198423243
,garages,0,51.5943285,-0.1982618
,semidetached_house,8,51.59278207,-0.19894076
,yes,9,51.59413055,-0.19816005
,house,8,51.59455495,-0.198509399
,yes,9,51.59623473,-0.197644251
,semidetached_house,8,51.5961099,-0.197188809
,yes,9,51.59624233,-0.198078993
,apartments,8,51.5962082,-0.19664125
,yes,9,51.59326401,-0.198371533
,yes,9,51.5925754,-0.192006331
,yes,9,51.596303,-0.19746645
,yes,9,51.59266894,-0.198409251
,house,8,51.59136231,-0.193803121
,yes,9,51.59655059,-0.197908161
,yes,9,51.59364003,-0.198275605
,semidetached_house,8,51.5946894,-0.198493928
,yes,9,51.59386468,-0.198222506
,yes,9,51.59671239,-0.197865454
,,0,51.59348327,-0.198628021
,house,8,51.59146582,-0.193660795
,semidetached_house,8,51.59500774,-0.198396561
,yes,9,51.59640208,-0.197409678
,semidetached_house,8,51.5953806,-0.198314648
,house,8,51.592181,-0.1927263
,house,8,51.59187423,-0.193196005
,yes,9,51.59265492,-0.198281131
,yes,9,51.59342633,-0.198141267
,house,8,51.59513806,-0.198359058
,yes,9,51.59224815,-0.192577837
,semidetached_house,8,51.59425532,-0.198596165
,semidetached_house,8,51.59409938,-0.198655887
,house,8,51.59242596,-0.192223867
,yes,9,51.59374807,-0.1980525
,apartments,8,51.59291321,-0.198893112
,garages,0,51.59192697,-0.198800871
,yes,9,51.5930483,-0.1984322
,house,8,51.59199609,-0.193073294
,house,8,51.59158451,-0.193551623
,house,8,51.59522342,-0.198366727
,yes,9,51.59196843,-0.198243695
,house,8,51.59168678,-0.193446808
,yes,9,51.59213726,-0.198915771
,house,8,51.59622999,-0.19717261
,house,8,51.59179051,-0.193346394
,yes,9,51.59267643,-0.198565322
,house,8,51.59209828,-0.192862641
,house,8,51.59125135,-0.193929683
,yes,9,51.59222454,-0.199084458
,yes,9,51.59648335,-0.197992551
,apartments,8,51.59347259,-0.198653045
,yes,9,51.59581468,-0.197462948
,terrace,8,51.59584495,-0.197203163
,yes,9,51.59595465,-0.19744035
,yes,9,51.59589595,-0.1974564
,,0,51.59629219,-0.196541532
,semidetached_house,8,51.59301303,-0.19778246
,semidetached_house,8,51.59450387,-0.19656366
,semidetached_house,8,51.59441139,-0.197341704
,semidetached_house,8,51.59393949,-0.196989579
,semidetached_house,8,51.5928538,-0.19783305
,,0,51.59653502,-0.196431542
,terrace,8,51.59510344,-0.197310393
,semidetached_house,8,51.59456499,-0.196186469
,,0,51.59375335,-0.1982471
,house,8,51.5951046,-0.1967931
,garage,0,51.59419489,-0.197320428
,terrace,8,51.59581641,-0.196702949
,semidetached_house,8,51.5947253,-0.197514289
,,0,51.59354605,-0.19811315
,semidetached_house,8,51.5944767,-0.196956751
,semidetached_house,8,51.59467609,-0.197901957
,semidetached_house,8,51.59272201,-0.197884882
,semidetached_house,8,51.59449306,-0.196765768
,yes,9,51.59427345,-0.196275563
,semidetached_house,8,51.59474914,-0.197315329
,semidetached_house,8,51.59438424,-0.197517055
,semidetached_house,8,51.59376791,-0.197564198
,semidetached_house,8,51.59308077,-0.197276005
,,0,51.59351785,-0.19830725
,terrace,8,51.59411854,-0.196950348
,semidetached_house,8,51.59346622,-0.197669444
,semidetached_house,8,51.59367765,-0.1970377
,terrace,8,51.59555654,-0.196758336
,house,8,51.59281087,-0.197352404
,yes,9,51.59392974,-0.197514419
,semidetached_house,8,51.59320804,-0.197227685
,semidetached_house,8,51.59356695,-0.197102049
,yes,9,51.5933084,-0.1980833
,semidetached_house,8,51.5952062,-0.196789156
,semidetached_house,8,51.5945924,-0.195998408
,yes,9,51.59425123,-0.196916425
,,0,51.5932153,-0.19819655
,yes,9,51.5948529,-0.1974707
,semidetached_house,8,51.59604346,-0.196614521
,semidetached_house,8,51.59331415,-0.19771015
