Time,Bangui,Bangassou,Mobaye,Sibut,Bouar,Bossangoa,Nola,Mbaiki,Bimbo,Bozoum,Obo,Bambari,Bria,Ndele,Birao,Kaga Bandoro,Berberati,Melego,Rafai,Ippy,Mbres,Bossembele,Yaloke,Katakpo,Banga,Kago,Yapara,Beboura III,Gamboula,Baboua,Belom,Dosseye,East,Adamaoua,Monga,Mole,Gbadolite,Inke,Betou,Brazaville
605,4591,987,1027,3718,1643,1813,5006,2586,2577,2152,209,1132,1545,1262,457,7732,7276,1733,933,4144,3762,5137,4808,10674,9668,4258,7243,2557,3971,2007,19195,12449,180666,67748,72510,1045,32104,6779,9825,8295
606,4623,989,1016,3692,1760,1806,5034,2629,2431,2176,212,1125,1527,1271,463,7686,7396,1757,981,4083,3727,5138,4787,10713,9609,4231,7230,2494,3970,1967,19180,12449,180489,67911,72612,1052,32153,6800,9825,8295
607,4510,1001,1026,3686,1655,1788,5004,2652,2530,2186,220,1051,1490,1280,459,7623,7408,1774,956,4076,3722,5114,4749,10645,9663,4216,7214,2512,3900,1977,19180,12449,180674,68023,72729,1058,32210,6824,9825,8295
608,4727,1031,1053,3669,1851,1810,5030,2635,2674,2199,210,1188,1448,1242,460,7673,7435,1705,959,4092,3748,5078,4833,10705,9545,4188,7105,2522,3984,1989,19189,12449,180486,68180,72849,1059,32263,6846,9825,8295
609,4869,1017,1087,3778,1761,1853,5033,2736,2745,2362,236,1091,1444,1255,458,7628,7426,1736,929,4122,3709,5078,4885,10622,9551,4190,7055,2557,3958,2026,19181,12449,180669,68274,72962,1065,32322,6865,9825,8295
610,4840,1028,1104,3762,1862,1840,5100,2666,2697,2241,220,1098,1440,1231,478,7617,7386,1666,953,4143,3647,5169,4830,10589,9627,4172,7094,2547,3953,2042,19184,12449,180522,68429,73054,1067,32404,6883,9825,8295
611,4726,1036,1072,3877,1770,1817,5026,2697,2660,2240,224,1162,1448,1218,492,7592,7460,1661,932,4037,3662,5160,4712,10695,9504,4179,7031,2524,3960,2075,19185,12449,180625,68524,73213,1069,32449,6921,9825,8295
612,4720,1012,1054,3756,1777,1805,4972,2751,2581,2259,218,1126,1464,1192,514,7653,7487,1703,947,4020,3652,5099,4701,10666,9562,4232,6972,2486,4019,2052,19173,12449,180515,68680,73362,1070,32486,6947,9825,8295
613,4648,992,1049,3728,1775,1779,5085,2717,2626,2150,224,1128,1458,1170,509,7452,7333,1697,914,4055,3693,5027,4801,10640,9499,4216,7041,2523,4006,2061,19198,12449,180639,68810,73513,1074,32531,6974,9825,8295
614,4762,1025,1035,3779,1819,1818,5176,2705,2554,2184,215,1074,1440,1181,488,7449,7481,1714,919,4035,3663,4955,4722,10515,9540,4179,7051,2412,3890,2043,19181,12449,180488,68988,73648,1079,32574,7004,9825,8295
615,4671,1008,1067,3720,1616,1852,5114,2643,2678,2140,233,1113,1420,1197,471,7442,7283,1705,928,4046,3569,5015,4659,10630,9556,4176,7080,2437,3907,2034,19186,12449,180674,69089,73734,1085,32639,7018,9825,8295
616,4572,1027,1017,3655,1743,1799,5144,2687,2563,2086,227,1102,1449,1210,447,7515,7365,1766,928,3976,3560,5093,4645,10567,9564,4162,7017,2480,3894,2015,19178,12449,180502,69251,73845,1089,32704,7041,9825,8295
617,4537,1020,1021,3708,1645,1764,5008,2657,2590,2092,222,1072,1482,1214,461,7501,7355,1771,922,3966,3515,5036,4651,10621,9491,4149,6939,2476,3939,2022,19190,12449,180645,69360,73973,1092,32762,7066,9825,8295
618,4441,1032,1031,3710,1684,1862,5038,2640,2529,2013,217,1110,1511,1218,455,7390,7413,1760,900,3911,3571,5035,4625,10697,9375,4113,6901,2495,3937,2049,19174,12449,180511,69523,74106,1102,32815,7091,9825,8295
619,4473,1018,1057,3688,1632,1780,5030,2629,2448,2146,215,1154,1466,1224,458,7411,7236,1749,880,3948,3512,5011,4575,10643,9498,4166,6785,2445,3978,2039,19188,12449,180640,69605,74212,1108,32880,7108,9825,8295
620,4404,1045,1070,3648,1724,1809,5011,2635,2475,2042,211,1048,1457,1186,467,7258,7334,1758,850,4001,3554,4948,4665,10717,9391,4177,6831,2380,4012,2031,19179,12449,180494,69770,74326,1113,32933,7131,9825,8295
621,4503,1054,1107,3542,1584,1797,4936,2564,2487,2090,188,1099,1450,1174,466,7346,7268,1721,887,3904,3573,4904,4647,10814,9332,4251,6686,2388,3959,1986,19185,12449,180662,69887,74424,1120,32998,7152,9825,8295
622,4448,1025,1112,3573,1753,1711,4988,2591,2466,1990,209,1015,1454,1123,469,7191,7314,1752,858,3929,3561,4958,4634,10766,9336,4183,6856,2418,3912,1987,19185,12449,180498,70025,74542,1125,33050,7178,9825,8295
623,4406,992,1102,3569,1622,1742,4960,2611,2428,2019,182,1072,1467,1150,447,7216,7269,1748,891,3908,3518,4885,4650,10716,9355,4171,6781,2410,3884,1991,19175,12449,180627,70141,74697,1128,33099,7206,9825,8295
624,4456,951,1101,3560,1670,1760,4939,2562,2452,2025,169,1059,1494,1198,433,7105,7242,1717,934,3843,3483,4907,4563,10602,9535,4147,6817,2385,3856,1967,19184,12449,180518,70299,74841,1131,33151,7229,9825,8295
625,4797,985,1090,3654,1886,1779,4890,2613,2946,2234,190,1135,1475,1164,444,7173,7195,1737,878,3924,3452,5038,4571,10624,9500,4107,6853,2478,3918,2043,19183,12449,180649,70388,74974,1134,33213,7249,9825,8295
626,5342,1012,1090,3742,2151,1942,4949,2805,3010,2380,202,1201,1435,1136,435,7229,7203,1800,845,3980,3488,5184,4624,10561,9506,4117,6822,2578,3957,2116,19174,12449,180502,70546,75088,1138,33269,7282,9825,8295
627,5597,1014,1080,3869,2245,2049,4957,2893,3403,2578,194,1197,1442,1138,443,7357,7338,1837,840,4063,3429,5253,4743,10592,9414,4200,6699,2653,3893,2211,19182,12449,180628,70679,75230,1143,33325,7311,9825,8295
628,5964,1008,1100,4027,2370,1954,5108,3057,3534,2702,197,1214,1484,1144,441,7343,7508,1852,851,4108,3403,5412,4826,10583,9359,4249,6750,2844,3888,2346,19184,12449,180523,70848,75353,1147,33378,7338,9825,8295
629,6283,1038,1098,4127,2431,2032,5039,3205,3695,2826,181,1252,1490,1175,432,7377,7538,1886,872,4192,3340,5488,5064,10581,9380,4183,6864,2970,3936,2497,19179,12449,180633,70979,75477,1148,33419,7368,9825,8295
630,6510,1047,1121,4246,2619,2124,5084,3217,3863,2822,187,1367,1434,1169,440,7373,7688,1882,867,4332,3371,5734,5172,10666,9339,4337,6716,3119,3958,2627,19192,12449,180495,71200,75618,1151,33478,7388,9825,8295
631,6436,1039,1120,4291,2283,2099,5038,3318,3620,2743,190,1330,1465,1173,457,7320,7612,1896,862,4316,3386,5795,5275,10739,9366,4339,6833,3095,4001,2736,19173,12449,180662,71357,75754,1157,33527,7426,9825,8295
632,6058,1010,1156,4345,2436,2046,5114,3433,3468,2685,183,1381,1524,1158,469,7393,7706,1881,869,4271,3360,5820,5339,10669,9449,4375,6770,3092,4040,2719,19196,12449,180495,71506,75876,1165,33609,7439,9825,8295
633,6035,1018,1169,4366,2399,2113,5151,3457,3328,2746,179,1192,1497,1187,459,7353,7651,1917,871,4342,3441,5739,5452,10700,9430,4329,6833,3062,4024,2713,19180,12449,180645,71506,75988,1168,33672,7469,9825,8295
634,5835,1024,1146,4266,2492,2108,5136,3369,3319,2691,189,1284,1537,1177,447,7440,7701,1922,856,4272,3457,5920,5369,10849,9409,4338,6833,3072,4136,2748,19180,12449,180491,71506,76145,1171,33733,7489,9825,8295
635,5857,1026,1156,4245,2309,2142,4978,3343,3314,2690,187,1259,1578,1167,444,7396,7711,1940,886,4264,3498,5869,5410,10967,9522,4318,6858,3035,4092,2755,19187,12449,180662,71506,76281,1174,33799,7508,9825,8295
636,5701,1013,1152,4180,2579,2150,5075,3327,3230,2681,189,1262,1567,1179,419,7561,7722,1960,890,4217,3454,5916,5426,11033,9527,4227,6960,2977,4122,2756,19179,12449,180488,71506,76416,1184,33857,7527,9825,8295
637,5812,1063,1161,4276,2343,2044,5022,3316,3223,2742,201,1219,1536,1189,431,7513,7661,1934,884,4216,3484,5944,5396,11038,9601,4293,6931,2955,4098,2786,19183,12449,180677,71506,76547,1187,33928,7545,9825,8295
638,5628,1091,1185,4206,2499,2160,5097,3341,3171,2643,215,1278,1524,1158,440,7594,7721,1920,842,4248,3488,5946,5452,10906,9782,4237,6929,2852,4034,2718,19182,12449,180491,71506,76674,1191,33967,7569,9825,8295
639,5945,1081,1161,4153,2415,2013,4986,3256,3314,2690,209,1284,1547,1128,470,7704,7749,1969,859,4197,3561,6072,5441,10963,9853,4340,6840,2912,4018,2730,19176,12449,180666,71506,76804,1198,34041,7591,9825,8295
640,5899,1100,1145,4128,2530,2075,5064,3211,3319,2587,199,1293,1548,1108,457,7686,7834,1947,889,4182,3551,6076,5447,11015,9755,4270,6970,2835,4074,2672,19185,12449,180495,71506,76952,1201,34102,7622,9825,8295
641,5896,1066,1154,4108,2279,1998,5093,3232,3293,2590,215,1271,1543,1143,446,7709,7772,1984,883,4189,3573,6021,5471,10973,9801,4331,6864,2873,4077,2727,19180,12449,180661,71506,77091,1202,34152,7649,9825,8295
642,5720,1044,1179,4096,2521,2054,5110,3237,3239,2575,219,1265,1545,1163,437,7647,7845,1940,879,4182,3542,6030,5457,10986,9817,4289,6947,2809,4153,2664,19188,12449,180487,71506,77243,1205,34196,7687,9825,8295
643,5776,1053,1145,3990,2262,2036,5126,3196,3145,2568,223,1241,1538,1142,454,7576,7898,1962,895,4199,3581,6107,5477,11017,9839,4226,7021,2859,4060,2677,19175,12449,180658,71506,77378,1208,34275,7701,9825,8295
644,5503,1054,1122,3928,2419,1924,5166,3222,3198,2554,201,1281,1525,1157,440,7713,7958,1953,890,4211,3585,6007,5563,10939,9909,4308,6939,2859,4114,2653,19192,12449,180490,71506,77511,1211,34344,7728,9825,8295
645,5684,1080,1131,3901,2201,2058,5183,3167,3101,2524,192,1208,1537,1119,452,7674,7813,1917,875,4216,3563,5912,5566,11119,9811,4372,6973,2838,4087,2699,19174,12449,180671,71506,77682,1212,34398,7748,9825,8295
646,5412,1082,1131,3942,2428,1930,5188,3055,3129,2506,202,1142,1562,1130,450,7546,7841,1882,881,4236,3607,5966,5552,11094,9886,4374,7074,2883,4211,2578,19193,12449,180495,71506,77818,1218,34461,7773,9825,8295
647,5630,1047,1116,3952,2125,1965,5269,3116,2952,2396,208,1188,1562,1130,454,7476,7818,1901,862,4190,3628,5976,5558,11003,9878,4418,7085,2862,4169,2610,19175,12449,180644,71506,77954,1222,34535,7784,9825,8295
648,5171,1072,1117,3937,2395,1960,5282,3047,3045,2516,205,1214,1578,1125,457,7529,7904,1886,824,4192,3591,5962,5489,11077,9875,4397,7079,2811,4166,2527,19196,12449,180515,71506,78080,1223,34613,7801,9825,8295
649,5556,1008,1136,3896,2116,1961,5172,3077,2865,2570,190,1222,1574,1189,443,7526,7742,1884,850,4167,3627,5818,5500,11160,9878,4342,7108,2806,4235,2502,19173,12449,180636,71506,78197,1228,34677,7827,9825,8295
650,5360,1035,1108,3912,2310,2035,5257,3004,3034,2437,166,1212,1600,1178,455,7488,7785,1897,875,4127,3671,5734,5422,11201,9901,4405,7033,2761,4168,2448,19194,12449,180518,71506,78297,1229,34748,7853,9825,8295
651,5375,1046,1159,3945,2035,1999,5216,3062,2906,2468,181,1243,1535,1150,462,7427,7815,1838,864,4124,3675,5759,5299,11266,9830,4448,7102,2774,4173,2534,19173,12449,180638,71506,78422,1239,34794,7882,9825,8295
652,5253,1015,1116,3948,2310,1934,5294,3032,2822,2436,178,1172,1516,1175,449,7556,7841,1884,863,4202,3549,5760,5277,11084,10007,4308,7183,2785,4182,2471,19189,12449,180509,71506,78560,1245,34840,7913,9825,8295
653,5329,990,1139,3877,2078,1925,5313,3033,2914,2477,190,1204,1512,1170,468,7490,7860,1847,902,4208,3583,5684,5380,11112,9926,4221,7217,2699,4094,2476,19175,12449,180623,71506,78665,1248,34895,7934,9825,8295
654,5290,1010,1118,3849,2204,1966,5215,2983,2955,2481,208,1209,1509,1167,462,7426,7855,1903,868,4170,3627,5649,5282,11177,9935,4307,7078,2709,4157,2452,19191,12449,180508,71506,78774,1253,34953,7958,9825,8295
655,5229,1074,1122,3854,2066,1969,5275,2931,2906,2451,197,1234,1493,1174,469,7419,7722,1854,858,4146,3643,5653,5233,11223,9967,4270,7065,2672,4200,2501,19178,12449,180658,71506,78910,1253,35011,7978,9825,8295
656,5166,1048,1073,3826,2246,1953,5215,2973,2882,2347,193,1122,1470,1188,434,7419,7817,1868,906,4135,3711,5685,5211,11265,9948,4282,7053,2682,4209,2457,19186,12449,180494,71506,79052,1257,35080,8005,9825,8295
657,5157,1052,1069,3809,2003,2008,5208,2933,2839,2454,205,1152,1455,1196,442,7442,7680,1858,941,4072,3693,5652,5222,11189,10099,4310,6973,2624,4220,2471,19175,12449,180655,71506,79156,1259,35159,8026,9825,8295
658,5124,1068,1092,3805,2161,1979,5238,2949,2761,2324,198,1094,1497,1167,439,7495,7846,1813,952,4058,3673,5687,5178,11217,9968,4300,6977,2675,4183,2464,19186,12449,180493,71506,79286,1261,35199,8051,9825,8295
659,5080,1082,1101,3710,2051,1949,5206,2910,2820,2514,212,1118,1455,1152,447,7543,7696,1791,940,4057,3644,5580,5180,11259,9973,4292,6954,2647,4213,2445,19173,12449,180666,71506,79405,1263,35257,8073,9825,8295
660,5127,1117,1091,3723,2281,1995,5296,2864,2775,2353,199,1151,1420,1130,449,7541,7691,1779,916,4099,3616,5507,5149,11342,9929,4229,6973,2702,4150,2370,19186,12449,180492,71506,79525,1270,35329,8092,9825,8295
661,5193,1096,1110,3759,1977,2017,5264,2903,2788,2359,201,1109,1479,1163,436,7473,7607,1775,926,4021,3567,5488,5139,11357,9870,4265,6944,2696,4210,2381,19177,12449,180671,71506,79671,1272,35371,8123,9825,8295
662,4937,1070,1132,3761,2192,2001,5403,3007,2833,2355,211,1174,1462,1183,437,7337,7617,1769,944,3952,3523,5505,5034,11314,9895,4246,6997,2721,4154,2350,19188,12449,180497,71506,79794,1274,35449,8140,9825,8295
663,5165,1073,1088,3703,1909,1922,5298,2982,2766,2373,194,1114,1481,1198,457,7387,7547,1784,956,3978,3474,5506,5052,11386,9831,4303,6906,2736,4245,2307,19173,12449,180685,71506,79925,1276,35515,8163,9825,8295
664,4985,1124,1082,3714,2098,1912,5365,2931,2864,2256,192,1089,1513,1193,441,7315,7620,1766,919,3996,3513,5481,5089,11297,9893,4291,6922,2719,4264,2283,19191,12449,180488,71506,80017,1280,35570,8185,9825,8295
665,5172,1113,1084,3721,1841,1878,5317,2854,2728,2305,209,1157,1508,1171,454,7298,7495,1785,885,3967,3537,5370,5116,11315,9943,4367,6843,2681,4327,2319,19179,12449,180663,71506,80136,1283,35629,8208,9825,8295
666,4900,1079,1083,3728,2074,1814,5418,2852,2869,2268,199,1067,1474,1166,468,7366,7609,1832,929,3995,3484,5368,5131,11335,9876,4219,6905,2717,4253,2253,19183,12449,180486,71506,80261,1287,35673,8237,9825,8295
667,4983,1023,1109,3740,1874,1905,5373,2873,2686,2327,192,1168,1465,1143,465,7239,7545,1737,946,3986,3476,5336,5037,11358,9908,4133,7055,2656,4217,2315,19184,12449,180692,71506,80424,1291,35735,8262,9825,8295
668,4839,1028,1075,3740,2092,1819,5425,2904,2770,2272,213,1152,1451,1167,460,7344,7589,1761,886,3980,3441,5283,4989,11313,9992,4182,6945,2634,4158,2298,19184,12449,180508,71506,80581,1296,35805,8282,9825,8295
669,4959,1040,1063,3757,1818,1917,5357,2844,2817,2254,209,1140,1492,1178,476,7388,7545,1752,883,3942,3398,5231,5015,11229,10094,4101,6892,2591,4180,2313,19178,12449,180662,71506,80717,1301,35832,8322,9825,8295
670,4946,1036,1041,3811,2142,1865,5444,2784,2728,2196,205,1123,1497,1163,472,7277,7545,1768,871,3907,3413,5238,5004,11222,10141,4163,6898,2604,4128,2217,19187,12449,180492,71506,80836,1309,35880,8363,9825,8295
671,4927,1055,1051,3807,1905,1725,5383,2850,2677,2311,200,1108,1486,1179,447,7341,7476,1767,868,3872,3428,5294,4970,11211,10152,4188,6825,2573,4170,2268,19177,12449,180657,71506,80948,1310,35958,8381,9825,8295
672,4804,1055,1050,3760,2050,1849,5409,2811,2737,2240,182,1096,1446,1156,446,7263,7741,1743,890,3883,3454,5234,4945,11258,9938,4159,6849,2584,4176,2267,19194,12449,180488,71506,81075,1311,36031,8400,9825,8295
673,4969,1093,1061,3632,1899,1867,5376,2705,2717,2248,188,1076,1467,1166,442,7337,7725,1714,861,3868,3476,5173,4973,11230,9956,4207,6689,2517,4188,2335,19176,12449,180678,71506,81176,1315,36081,8422,9825,8295
674,4883,1080,1067,3679,2162,1841,5436,2661,2719,2189,183,1131,1426,1160,456,7140,7736,1667,865,3875,3524,5118,4962,11270,9942,4154,6761,2563,4196,2302,19181,12449,180497,71506,81317,1318,36120,8451,9825,8295
675,4966,1095,1063,3655,1900,1877,5342,2662,2673,2390,200,1102,1378,1198,450,7190,7678,1650,839,3895,3469,5139,4906,11304,9939,4050,6769,2516,4205,2320,19182,12449,180630,71506,81442,1320,36176,8491,9825,8295
676,4877,1045,1040,3653,2079,1765,5362,2617,2739,2228,199,1084,1383,1168,459,7199,7707,1673,861,3877,3488,5144,4921,11249,9955,4059,6833,2570,4200,2315,19181,12449,180514,71506,81565,1325,36243,8513,9825,8295
677,4891,1010,1023,3638,1958,1766,5241,2740,2610,2311,200,1087,1364,1197,449,7253,7627,1685,848,3883,3394,5175,4808,11225,10035,4113,6792,2575,4224,2286,19179,12449,180642,71506,81724,1329,36314,8523,9825,8295
678,4809,1021,1058,3643,2022,1813,5261,2772,2696,2260,181,1107,1365,1123,463,7202,7732,1654,873,3850,3448,5017,4909,11170,10075,4128,6762,2568,4135,2252,19183,12449,180517,71506,81838,1334,36365,8542,9825,8295
679,4916,1032,1055,3618,1951,1714,5243,2731,2651,2211,183,1103,1386,1125,445,7210,7647,1635,887,3801,3442,5146,4854,11104,10106,4076,6826,2525,4175,2283,19174,12449,180647,71506,81950,1334,36420,8571,9825,8295
680,4812,1019,1054,3555,2084,1769,5225,2705,2618,2291,191,1134,1381,1081,468,7173,7732,1676,856,3796,3509,5121,4899,11078,10067,4024,6763,2507,4221,2234,19193,12449,180503,71506,82061,1338,36477,8591,9825,8295
681,4765,1069,1045,3528,1838,1846,5174,2777,2658,2277,193,1091,1361,1130,439,7189,7789,1672,853,3857,3404,5127,4909,11091,9975,4015,6731,2482,4204,2276,19175,12449,180638,71506,82155,1345,36536,8621,9825,8295
682,4660,1031,1006,3539,1997,1830,5217,2804,2639,2152,198,1068,1346,1142,431,7243,7890,1708,855,3908,3333,5146,4900,11128,9899,4077,6656,2461,4141,2252,19191,12449,180519,71506,82301,1348,36602,8646,9825,8295
683,4795,1011,1000,3543,1877,1836,5193,2797,2601,2177,191,1088,1354,1128,421,7124,7773,1712,878,3834,3382,5152,4758,11101,9950,4147,6636,2496,4180,2236,19176,12449,180635,71506,82433,1351,36651,8676,9825,8295
684,4831,996,1005,3519,2116,1794,5239,2774,2723,2214,205,1093,1324,1108,447,7075,7770,1748,841,3840,3372,5104,4842,11123,10006,4043,6742,2513,4105,2170,19190,12449,180487,71506,82548,1354,36700,8702,9825,8295
685,4916,969,970,3629,1927,1860,5241,2884,2747,2233,187,1074,1327,1080,459,7072,7744,1751,847,3777,3446,5130,4860,11033,9983,4073,6643,2498,4086,2221,19174,12449,180650,71506,82683,1360,36766,8733,9825,8295
686,4867,969,1022,3700,2086,1781,5251,2862,2792,2307,197,1138,1318,1091,437,7109,7893,1699,840,3789,3418,5179,4840,10981,9912,4087,6574,2539,4136,2191,19183,12449,180488,71506,82781,1359,36828,8759,9825,8295
687,5125,968,1046,3706,1882,1777,5184,2840,2780,2368,193,1064,1354,1099,473,7066,7760,1702,857,3856,3315,5144,4868,11054,9970,4063,6626,2557,4121,2234,19176,12449,180646,71506,82886,1365,36865,8783,9825,8295
688,4833,968,1042,3682,2206,1853,5129,2928,2882,2230,197,1154,1320,1078,479,7073,7838,1710,836,3908,3340,5128,4869,11020,9993,4074,6507,2642,4212,2239,19183,12449,180494,71506,83008,1369,36913,8806,9825,8295
689,5182,973,1055,3681,1928,1799,5100,2947,2727,2346,185,1118,1365,1107,454,7111,7901,1699,866,3901,3280,5194,4882,11035,9835,4006,6563,2594,4210,2345,19187,12449,180652,71506,83111,1374,36971,8829,9825,8295
690,4962,1009,1048,3700,2255,1829,5147,2929,2923,2289,164,1148,1384,1113,422,6993,7899,1688,879,3881,3352,5212,4857,11087,9873,3997,6629,2612,4153,2292,19183,12449,180502,71506,83218,1377,37021,8856,9825,8295
691,5162,981,1049,3670,2039,1845,5115,2930,2835,2352,184,1064,1393,1113,449,7021,7820,1762,852,3835,3395,5275,4838,11097,9889,3980,6625,2625,4211,2327,19181,12449,180658,71506,83332,1385,37078,8886,9825,8295
692,5035,1022,1068,3653,2225,1909,5206,2889,2942,2311,176,1120,1360,1101,463,7085,7904,1700,816,3906,3358,5311,4816,11097,9845,4005,6579,2637,4221,2297,19179,12449,180498,71506,83458,1393,37131,8907,9825,8295
693,5225,1031,1081,3684,1950,1911,5170,2946,2889,2452,164,1183,1399,1101,477,7148,7807,1664,827,3880,3268,5235,4855,11090,9878,3967,6542,2630,4241,2363,19185,12449,180653,71506,83570,1395,37193,8939,9825,8295
694,5063,1026,1078,3726,2120,1877,5199,2942,2894,2224,177,1127,1353,1138,439,7166,7831,1671,808,3968,3272,5232,4868,11112,9909,3962,6534,2703,4218,2404,19177,12449,180512,71506,83684,1401,37242,8961,9825,8295
695,5092,1008,1016,3709,1998,1836,5110,2907,2845,2299,190,1094,1402,1135,409,7168,7754,1723,804,3868,3332,5262,4797,11258,9958,3951,6508,2646,4189,2448,19186,12449,180632,71506,83810,1406,37312,8981,9825,8295
696,5005,1013,1032,3596,2152,1876,5214,2896,2810,2264,191,1104,1430,1109,421,7132,7810,1678,817,3806,3421,5278,4858,11092,9970,3916,6593,2597,4160,2450,19177,12449,180491,71506,83918,1413,37359,9019,9825,8295
697,5045,1014,1018,3637,1919,1824,5135,2924,2737,2344,184,1091,1430,1114,399,7194,7674,1663,844,3845,3372,5262,4946,11017,10035,3940,6532,2567,4216,2407,19177,12449,180662,71506,84063,1413,37400,9049,9825,8295
698,4909,1002,998,3587,2170,1811,5188,2863,2777,2307,188,1103,1421,1107,390,7287,7786,1666,842,3864,3296,5169,5057,11074,9840,3929,6532,2564,4242,2327,19184,12449,180487,71506,84217,1415,37450,9069,9825,8295
699,5034,1026,1028,3636,1839,1829,5084,2872,2692,2392,196,1046,1392,1087,414,7057,7672,1651,829,3904,3309,5249,4977,11132,9833,3935,6676,2557,4278,2317,19175,12449,180684,71506,84323,1425,37493,9100,9825,8295
700,4865,1014,982,3700,2205,1851,5155,2802,2952,2320,202,1102,1380,1089,410,7042,7764,1684,795,3895,3289,5258,4919,11049,9911,3975,6628,2645,4247,2271,19189,12449,180519,71506,84447,1426,37547,9128,9825,8295
701,5319,955,979,3763,1938,1817,5119,2813,2813,2388,205,1099,1370,1084,427,7004,7676,1702,816,3900,3344,5405,4963,11222,9755,3950,6610,2621,4177,2350,19173,12449,180660,71506,84576,1428,37604,9146,9825,8295
702,5103,942,981,3736,2249,1888,5135,2786,3057,2396,188,1174,1348,1106,437,7123,7770,1678,847,3911,3311,5490,4896,11096,9895,3959,6492,2656,4116,2284,19194,12449,180500,71506,84681,1427,37655,9178,9825,8295
703,5408,1008,987,3686,2021,1905,5131,2881,2784,2346,188,1142,1305,1085,459,7054,7558,1685,824,3899,3385,5401,4922,11067,9962,3988,6529,2607,4196,2346,19176,12449,180649,71506,84783,1432,37703,9197,9825,8295
704,5063,1027,1008,3713,2267,1833,5155,2867,2808,2361,160,1118,1328,1086,440,7100,7688,1680,820,3881,3316,5446,4897,11173,9861,4050,6507,2604,4181,2290,19189,12449,180492,71506,84890,1434,37758,9222,9825,8295
705,5216,1002,1026,3677,1959,1888,5178,2897,2744,2328,163,1115,1388,1103,420,7195,7701,1679,818,3830,3305,5335,4931,11057,9857,4025,6472,2551,4188,2323,19176,12449,180676,71506,85001,1439,37810,9254,9825,8295
706,4878,963,1063,3687,2211,1848,5107,2847,2812,2295,189,1097,1399,1087,406,7100,7863,1681,815,3782,3365,5344,4970,11141,9735,4027,6552,2542,4237,2320,19187,12449,180502,71506,85114,1446,37858,9271,9825,8295
707,5156,934,1026,3697,1902,1822,5051,2871,2682,2360,189,1116,1423,1116,420,7071,7761,1718,841,3766,3303,5328,4878,11184,9704,4020,6516,2560,4259,2324,19188,12449,180665,71506,85246,1451,37901,9306,9825,8295
708,4826,966,997,3664,2234,1782,5101,2780,2798,2342,210,1124,1407,1133,428,7121,7867,1677,799,3774,3277,5375,4936,11082,9847,4063,6462,2527,4120,2246,19185,12449,180493,71506,85379,1453,37958,9336,9825,8295
709,5105,982,1006,3638,1979,1774,5138,2745,2661,2215,201,1106,1359,1114,420,7128,7788,1705,837,3718,3338,5377,4969,11053,9794,4004,6513,2531,4126,2321,19186,12449,180648,71506,85495,1457,37994,9358,9825,8295
710,4922,973,995,3593,2105,1782,5116,2703,2841,2261,203,1176,1383,1128,404,7094,7706,1721,845,3636,3352,5396,4823,11058,9917,4019,6502,2507,4149,2288,19177,12449,180523,71506,85610,1459,38053,9377,9825,8295
711,5032,984,1007,3641,1896,1702,5115,2815,2658,2195,180,1078,1317,1172,386,7130,7550,1700,864,3769,3322,5373,4873,11050,9903,4086,6386,2538,4212,2363,19189,12449,180653,71506,85697,1461,38118,9396,9825,8295
712,4687,1001,1033,3634,2136,1853,5134,2788,2727,2222,189,1058,1403,1154,402,6968,7620,1677,850,3678,3359,5303,4903,11042,9863,3970,6583,2488,4239,2350,19172,12449,180487,71506,85806,1463,38176,9407,9825,8295
713,4892,1007,1016,3624,1788,1801,5112,2776,2569,2240,187,1090,1389,1158,416,6973,7582,1648,841,3753,3264,5327,4959,10982,9927,4079,6439,2510,4167,2386,19200,12449,180685,71506,85931,1469,38217,9435,9825,8295
714,4618,970,1042,3568,2078,1756,5224,2731,2711,2169,190,1105,1344,1164,394,6936,7732,1627,871,3768,3307,5357,4955,10866,9939,4004,6525,2530,4100,2323,19184,12449,180490,71506,86066,1471,38288,9450,9825,8295
715,4974,996,1026,3583,1840,1737,5157,2777,2546,2221,194,994,1356,1108,435,6957,7644,1655,849,3743,3272,5295,4836,11000,9902,4004,6507,2507,4091,2335,19182,12449,180673,71506,86192,1476,38324,9479,9825,8295
716,4632,1009,1050,3568,2138,1745,5153,2735,2725,2139,193,1071,1352,1076,438,6885,7664,1630,836,3696,3352,5217,4888,11104,9807,3991,6525,2525,4107,2297,19175,12449,180502,71506,86311,1477,38372,9496,9825,8295
717,4893,958,1073,3658,1910,1776,5207,2771,2539,2235,193,994,1360,1119,441,6767,7523,1675,823,3717,3264,5219,4845,11008,9845,3976,6539,2481,4110,2306,19189,12449,180630,71506,86439,1479,38403,9530,9825,8295
718,4626,1013,1017,3545,1995,1810,5198,2756,2677,2241,178,1091,1380,1100,445,6832,7611,1659,835,3570,3302,5237,4885,11021,9784,3992,6508,2454,4138,2261,19173,12449,180533,71506,86530,1486,38484,9542,9825,8295
719,4903,1006,1031,3489,1906,1786,5097,2697,2591,2242,177,997,1408,1121,422,6880,7650,1660,844,3595,3245,5248,4773,11231,9651,3991,6484,2443,4089,2235,19187,12449,180602,71506,86656,1494,38514,9578,9825,8295
720,4697,967,1012,3410,2059,1768,5227,2699,2681,2201,163,1041,1411,1124,435,6918,7520,1675,854,3592,3255,5225,4819,10946,9897,3946,6496,2526,4067,2163,19175,12449,180523,71506,86779,1499,38559,9608,9825,8295
