cmc,rep,hayano_t4,corridor_inland_pct,L1
0.2,4,0.35714285714285715,0.32954545454545453,0.021401773064597746
0.21000000000000002,0,0.38392857142857145,0.45348837209302323,0.00925590342545889
0.21000000000000002,1,0.42857142857142855,0.5057471264367817,0.016632184447302502
0.21000000000000002,2,0.4642857142857143,0.27956989247311825,0.055893114221061316
0.21000000000000002,3,0.4107142857142857,0.24742268041237114,0.04940685063801267
0.21000000000000002,4,0.4107142857142857,0.38461538461538464,0.02142215010264461
0.22,0,0.42857142857142855,0.3176470588235294,0.03700396864628205
0.22,1,0.4375,0.35555555555555557,0.03242723765432099
0.22,2,0.3482142857142857,0.3368421052631579,0.019098024549154845
0.22,3,0.4642857142857143,0.26881720430107525,0.05853619434593124
0.22,4,0.4107142857142857,0.29545454545454547,0.037467983639736885
0.23,0,0.42857142857142855,0.4166666666666667,0.021869501133786846
0.23,1,0.33035714285714285,0.3645833333333333,0.012998726261337875
0.23,2,0.4107142857142857,0.4186046511627907,0.01739816144413417
0.23,3,0.41964285714285715,0.32967032967032966,0.03242710496920663
0.23,4,0.42857142857142855,0.3563218390804598,0.02992588242589941
0.24000000000000002,0,0.4375,0.34408602150537637,0.03437911391490346
0.24000000000000002,1,0.4375,0.4117647058823529,0.02476368944636679
0.24000000000000002,2,0.4017857142857143,0.3431372549019608,0.026000546934460064
0.24000000000000002,3,0.42857142857142855,0.41346153846153844,0.022205834138389086
0.24000000000000002,4,0.45535714285714285,0.3020833333333333,0.04787967864229026
0.25,0,0.49107142857142855,0.3888888888888889,0.04510335254472159
0.25,1,0.4642857142857143,0.3404255319148936,0.043113290712391804
0.25,2,0.39285714285714285,0.4,0.015822448979591838
0.25,3,0.375,0.3404255319148936,0.02174849479402445
0.25,4,0.44642857142857145,0.34408602150537637,0.03691419044551571
0.26,0,0.5089285714285714,0.3191489361702128,0.0638217228799623
0.26,1,0.36607142857142855,0.4148936170212766,0.009889109544904427
0.26,2,0.375,0.3404255319148936,0.02174849479402445
0.26,3,0.45535714285714285,0.2871287128712871,0.05125036002122642
0.26,4,0.42857142857142855,0.4,0.023730612244897954
0.27,0,0.4017857142857143,0.3368421052631579,0.027133738834869137
0.27,1,0.3392857142857143,0.38823529411764707,0.010224336205070267
0.27,2,0.44642857142857145,0.26881720430107525,0.05298772495817615
0.27,3,0.44642857142857145,0.3894736842105263,0.02995988608739896
0.27,4,0.45535714285714285,0.39361702127659576,0.03212217049223492
0.28,0,0.5,0.3176470588235294,0.0604733564013841
0.28,1,0.42857142857142855,0.34831460674157305,0.03126854937404831
0.28,2,0.48214285714285715,0.26732673267326734,0.06509791041894653
0.28,3,0.44642857142857145,0.3,0.04564132653061226
0.28,4,0.41964285714285715,0.42424242424242425,0.01889916992279006
0.29000000000000004,0,0.44642857142857145,0.3956043956043956,0.029178459727086117
0.29000000000000004,1,0.45535714285714285,0.34,0.04033584183673469
0.29000000000000004,2,0.38392857142857145,0.37755102040816324,0.017189860995418586
0.29000000000000004,3,0.4642857142857143,0.28846153846153844,0.053794825504166185
0.29000000000000004,4,0.4375,0.3763440860215054,0.02922476081049833
0.30000000000000004,0,0.4732142857142857,0.27956989247311825,0.05890650707820416
0.30000000000000004,1,0.44642857142857145,0.31868131868131866,0.041705932254558646
0.30000000000000004,2,0.5803571428571429,0.21978021978021978,0.12366608576862702
0.30000000000000004,3,0.4642857142857143,0.3695652173913043,0.03830510782763012
0.30000000000000004,4,0.5625,0.375,0.07941875000000001
0.31,0,0.4732142857142857,0.38,0.0398031887755102
0.31,1,0.4732142857142857,0.2976190476190476,0.05472983276643991
0.31,2,0.4107142857142857,0.29,0.0387076530612245
0.31,3,0.38392857142857145,0.3469387755102041,0.022019098812994596
0.31,4,0.5,0.2727272727272727,0.0705719008264463
0.32,0,0.4642857142857143,0.28421052631578947,0.05478813386850587
0.32,1,0.5625,0.3111111111111111,0.09072353395061729
0.32,2,0.48214285714285715,0.32222222222222224,0.0527340450995213
0.32,3,0.48214285714285715,0.3020833333333333,0.05691985721371884
0.32,4,0.36607142857142855,0.2967032967032967,0.029296142525057363
0.33,0,0.48214285714285715,0.30434782608695654,0.05642895046487405
0.33,1,0.4017857142857143,0.36363636363636365,0.02258512502108282
0.33,2,0.5,0.30612244897959184,0.06287180341524366
0.33,3,0.44642857142857145,0.3146067415730337,0.04253452183423554
0.33,4,0.4732142857142857,0.34782608695652173,0.04482511694186181
0.33999999999999997,0,0.48214285714285715,0.3157894736842105,0.05402698993724915
0.33999999999999997,1,0.49107142857142855,0.2872340425531915,0.06359828628939126
0.33999999999999997,2,0.5178571428571429,0.32558139534883723,0.06636103161113015
0.33999999999999997,3,0.5178571428571429,0.2857142857142857,0.07490663265306126
0.33999999999999997,4,0.5267857142857143,0.24444444444444444,0.08939719230284708
0.35,0,0.5357142857142857,0.3333333333333333,0.07298344671201815
0.35,1,0.5803571428571429,0.26136363636363635,0.11204651184854111
0.35,2,0.49107142857142855,0.375,0.04702079081632653
0.35,3,0.48214285714285715,0.297029702970297,0.058033897086920264
0.35,4,0.5803571428571429,0.23255813953488372,0.11991153912484415
0.36,0,0.5178571428571429,0.23232323232323232,0.08884069602435407
0.36,1,0.4732142857142857,0.3333333333333333,0.047425410997732426
0.36,2,0.48214285714285715,0.3163265306122449,0.05391746147438568
0.36,3,0.5,0.2857142857142857,0.06744489795918368
0.36,4,0.6160714285714286,0.313953488372093,0.1211287304361983
0.37,0,0.48214285714285715,0.34831460674157305,0.04791395753731363
0.37,1,0.48214285714285715,0.32978723404255317,0.051266468574754503
0.37,2,0.5,0.36666666666666664,0.05175555555555557
0.37,3,0.44642857142857145,0.3076923076923077,0.04397860463712113
0.37,4,0.5357142857142857,0.3711340206185567,0.06664176439839407
0.38,0,0.49107142857142855,0.32978723404255317,0.054598738982917755
0.38,1,0.5892857142857143,0.24210526315789474,0.1222989668720674
0.38,2,0.5535714285714286,0.2988505747126437,0.08875200354021913
0.38,3,0.6071428571428571,0.29213483146067415,0.12029800221060521
0.38,4,0.49107142857142855,0.42857142857142855,0.040687882653061225
0.39,0,0.5357142857142857,0.3181818181818182,0.07592651374599427
0.39,1,0.5267857142857143,0.2857142857142857,0.07887665816326533
0.39,2,0.5178571428571429,0.26744186046511625,0.07935454161653849
0.39,3,0.6160714285714286,0.33695652173913043,0.11665360542610242
0.39,4,0.4732142857142857,0.3333333333333333,0.047425410997732426
0.4,0,0.5357142857142857,0.2604166666666667,0.08925297796201814
0.4,1,0.5357142857142857,0.21978021978021978,0.1006271827074025
0.4,2,0.4642857142857143,0.34285714285714286,0.042679591836734705
0.4,3,0.5625,0.2916666666666667,0.09497430555555555
0.4,4,0.5803571428571429,0.2696629213483146,0.1099344540249505
0.41000000000000003,0,0.5535714285714286,0.336734693877551,0.08109155560183261
0.41000000000000003,1,0.5535714285714286,0.2872340425531915,0.09138846486081986
0.41000000000000003,2,0.5982142857142857,0.22916666666666666,0.13122377409297054
0.41000000000000003,3,0.5267857142857143,0.3516483516483517,0.06560289895544018
0.41000000000000003,4,0.48214285714285715,0.32989690721649484,0.05124561335109026
0.42000000000000004,0,0.5982142857142857,0.3854166666666667,0.09798809700963718
0.42000000000000004,1,0.5803571428571429,0.4090909090909091,0.08475054077416094
0.42000000000000004,2,0.5714285714285714,0.375,0.0841859693877551
0.42000000000000004,3,0.6071428571428571,0.2717391304347826,0.12515346437251648
0.42000000000000004,4,0.5535714285714286,0.2413793103448276,0.10311321373971707
0.43000000000000005,0,0.6517857142857143,0.30120481927710846,0.1476888543292916
0.43000000000000005,1,0.5714285714285714,0.28888888888888886,0.10037964222726128
0.43000000000000005,2,0.6160714285714286,0.27956989247311825,0.12880446626187766
0.43000000000000005,3,0.5267857142857143,0.44680851063829785,0.05411025726157373
0.43000000000000005,4,0.5714285714285714,0.31958762886597936,0.09375602863953532
0.44000000000000006,0,0.5892857142857143,0.25609756097560976,0.11850847315130694
0.44000000000000006,1,0.5625,0.21505376344086022,0.11540235359579143
0.44000000000000006,2,0.5357142857142857,0.2857142857142857,0.08300612244897959
0.44000000000000006,3,0.5625,0.2828282828282828,0.09703146171309052
0.44000000000000006,4,0.5625,0.20202020202020202,0.11946182596163658
0.45000000000000007,0,0.6428571428571429,0.33707865168539325,0.13428113024278016
0.45000000000000007,1,0.5714285714285714,0.2727272727272727,0.10424537021420138
0.45000000000000007,2,0.6517857142857143,0.2857142857142857,0.1511980867346939
0.45000000000000007,3,0.5625,0.29213483146067415,0.0948675175167277
0.45000000000000007,4,0.6607142857142857,0.25806451612903225,0.16441989477372634
0.45999999999999996,0,0.5357142857142857,0.35294117647058826,0.06951554974931148
0.45999999999999996,1,0.5803571428571429,0.30434782608695654,0.10185305760773122
0.45999999999999996,2,0.5803571428571429,0.23958333333333334,0.11791688102324266
0.45999999999999996,3,0.5267857142857143,0.3076923076923077,0.07396903831059053
0.45999999999999996,4,0.5535714285714286,0.3,0.08849846938775513
0.47,0,0.5446428571428571,0.32941176470588235,0.07801206526728337
0.47,1,0.625,0.2608695652173913,0.13919929111531193
0.47,2,0.5357142857142857,0.3146067415730337,0.0766544197934192
0.47,3,0.7053571428571429,0.2926829268292683,0.19015093914276007
0.47,4,0.5982142857142857,0.3157894736842105,0.10978272973316751
0.48,0,0.5982142857142857,0.32978723404255317,0.10702220837067285
0.48,1,0.6071428571428571,0.3263157894736842,0.11309352139747864
0.48,2,0.5,0.2621359223300971,0.07324694127627487
0.48,3,0.5892857142857143,0.3047619047619048,0.10684994331065761
0.48,4,0.625,0.34831460674157305,0.12036293712915037
0.49,0,0.5892857142857143,0.25510204081632654,0.11877168887963349
0.49,1,0.5982142857142857,0.2903225806451613,0.11530761868483085
0.49,2,0.6428571428571429,0.25882352941176473,0.15165759480262697
0.49,3,0.5892857142857143,0.26136363636363635,0.1171326087873166
0.49,4,0.5714285714285714,0.345679012345679,0.08886737275614406
0.5,0,0.6607142857142857,0.24390243902439024,0.16822972750670762
0.5,1,0.6696428571428571,0.2988505747126437,0.16108937598919865
0.5,2,0.6875,0.21875,0.19553203125000002
0.5,3,0.6428571428571429,0.31521739130434784,0.1385189788202616
0.5,4,0.5892857142857143,0.2891566265060241,0.11033055603283556
