Day,Al-Anbar sim,Al-Anbar data,Al-Anbar error,Babil sim,Babil data,Babil error,Baghdad sim,Baghdad data,Baghdad error,Al-Basrah sim,Al-Basrah data,Al-Basrah error,Thi Qar sim,Thi Qar data,Thi Qar error,Al-Qadisiyah sim,Al-Qadisiyah data,Al-Qadisiyah error,Diyala sim,Diyala data,Diyala error,Dohuk sim,Dohuk data,Dohuk error,Arbil sim,Arbil data,Arbil error,Halabja sim,Halabja data,Halabja error,Karbala sim,Karbala data,Karbala error,Kirkuk sim,Kirkuk data,Kirkuk error,Misan sim,Misan data,Misan error,Al-Muthanna sim,Al-Muthanna data,Al-Muthanna error,Al-Najaf sim,Al-Najaf data,Al-Najaf error,Nineveh sim,Nineveh data,Nineveh error,Salah Al-Din sim,Salah Al-Din data,Salah Al-Din error,Al-Sulaimaniyah sim,Al-Sulaimaniyah data,Al-Sulaimaniyah error,Wasit sim,Wasit data,Wasit error,Total error,refugees in camps (UNHCR),total refugees (simulation),raw UNHCR refugee count,refugees in camps (simulation),refugee_debt
947,11852,53964,0.780372099918,41962,8173,4.13422243974,9884,69673,0.858137298523,2790,1784,0.563901345291,8898,1424,5.24859550562,18488,4008,3.6127744511,37820,13255,1.85326291965,70420,66000,0.0669696969697,9399,59142,0.841077406919,7899,0,0.0,33556,11034,2.04114555012,1529,62827,0.97566332946,3033,940,2.22659574468,5553,808,5.87252475248,41407,13133,2.15289728166,3504,69997,0.949940711745,18348,49482,0.629198496423,97549,25973,2.7557848535,22118,4336,4.10101476015,551194.0,515953,446009,0,446009,0
948,11863,53761,0.779338181953,41963,8166,4.13874602008,9914,69563,0.857481707229,2793,1784,0.565582959641,8908,1424,5.25561797753,18487,4008,3.6125249501,37835,13240,1.85762839879,70344,66000,0.0658181818182,9457,59118,0.840031800805,7892,0,0.0,33531,11032,2.03943074692,1555,62827,0.975249494644,3035,939,2.23216187433,5558,807,5.88723667906,41392,13132,2.15199512641,3555,70111,0.949294689849,18361,49560,0.629519774011,97460,25966,2.75336979127,22106,4337,4.09707170855,550704.0,515775,446009,0,446009,0
949,11884,53559,0.778113855748,41951,8158,4.14231429272,9970,69453,0.856449685399,2792,1784,0.565022421525,8910,1423,5.26141953619,18497,4007,3.61617169953,37839,13225,1.86117202268,70278,65999,0.0648343156714,9484,59093,0.839507217437,7893,0,0.0,33502,11030,2.03735267452,1588,62827,0.974724242762,3038,938,2.23880597015,5562,807,5.89219330855,41369,13131,2.15048358845,3611,70225,0.948579565682,18369,49637,0.629933315873,97376,25959,2.75114603798,22096,4338,4.09359151683,550192.0,515593,446009,0,446009,0
950,11899,53356,0.776988529875,41969,8151,4.14893878052,9996,69343,0.855847021329,2803,1783,0.572069545709,8914,1423,5.26423049895,18485,4007,3.61317694035,37861,13210,1.86608629826,70211,65999,0.063819148775,9530,59069,0.838663258223,7882,0,0.0,33480,11029,2.03563333031,1608,62827,0.974405908288,3042,937,2.24653148346,5560,806,5.8982630273,41352,13131,2.1491889422,3656,70339,0.948023145055,18384,49714,0.630204771292,97294,25952,2.74899815043,22083,4339,4.0894215257,549744.0,515415,446009,0,446009,0
951,11900,53153,0.776117998984,41980,8144,4.1547151277,10032,69233,0.855098002398,2806,1783,0.573752103197,8916,1422,5.27004219409,18488,4007,3.61392563015,37862,13194,1.86963771411,70150,65999,0.0628948923469,9573,59045,0.837869421628,7882,0,0.0,33473,11027,2.03554910674,1628,62827,0.974087573814,3043,937,2.24759871932,5567,805,5.91552795031,41324,13130,2.14729626809,3698,70454,0.947511851705,18414,49792,0.63018155527,97195,25945,2.74619387165,22078,4339,4.08826918645,549291.0,515236,446009,0,446009,0
952,11909,52950,0.775089707271,41967,8136,4.15818584071,10094,69123,0.853970458458,2809,1783,0.575434660684,8924,1422,5.27566807314,18487,4007,3.61367606688,37861,13179,1.87282798391,70081,65999,0.0618494219609,9610,59021,0.83717659816,7880,0,0.0,33463,11026,2.0349174678,1651,62827,0.973721489169,3048,936,2.25641025641,5568,805,5.91677018634,41289,13129,2.14487013482,3754,70568,0.946803083551,18425,49869,0.630531993824,97121,25938,2.74435191611,22068,4340,4.08479262673,548781.0,515058,446009,0,446009,0
953,11929,52747,0.773844958007,41963,8129,4.16213556403,10150,69013,0.85292626027,2815,1783,0.578799775659,8928,1421,5.28289936664,18490,4007,3.61442475668,37863,13164,1.87625341841,70009,65999,0.0607584963409,9660,58996,0.83626008543,7877,0,0.0,33430,11024,2.03247460087,1682,62827,0.973228070734,3047,935,2.25882352941,5574,804,5.9328358209,41276,13129,2.14387996039,3802,70682,0.946209784669,18430,49946,0.6310014816,97032,25931,2.74193050789,22052,4341,4.07993549873,548247.0,514878,446009,0,446009,0
954,11952,52544,0.772533495737,41959,8121,4.16672823544,10194,68903,0.852052885941,2818,1782,0.581369248036,8934,1421,5.28712174525,18485,4007,3.61317694035,37879,13149,1.88075138794,69937,65998,0.0596836267766,9708,58972,0.835379502137,7879,0,0.0,33397,11022,2.0300308474,1706,62827,0.972846069365,3048,934,2.26338329764,5582,804,5.94278606965,41244,13128,2.14168190128,3853,70796,0.945576021244,18443,50024,0.631316967855,96942,25924,2.73946921771,22049,4342,4.07807461999,547731.0,514698,446009,0,446009,0
955,11969,52341,0.771326493571,41958,8114,4.17106236135,10229,68793,0.851307545826,2825,1782,0.585297418631,8944,1420,5.2985915493,18476,4007,3.61093087098,37881,13133,1.88441330998,69879,65998,0.058804812267,9736,58948,0.834837483884,7877,0,0.0,33370,11021,2.02785591144,1725,62827,0.972543651615,3048,934,2.26338329764,5586,803,5.95641344956,41225,13127,2.14047383256,3903,70910,0.944958397969,18463,50101,0.631484401509,96868,25917,2.73762395339,22047,4343,4.07644485379,547280.0,514519,446009,0,446009,0
956,11980,52138,0.77022517166,41966,8106,4.17715272638,10267,68683,0.850516139365,2829,1782,0.587542087542,8948,1419,5.30584918957,18473,4007,3.61018218118,37891,13118,1.88847385272,69804,65998,0.0576684141944,9771,58924,0.834176227004,7875,0,0.0,33353,11019,2.02686269171,1751,62827,0.972129816799,3053,933,2.27224008574,5587,803,5.95765877958,41203,13127,2.13879789746,3966,71024,0.944159720658,18470,50179,0.63191773451,96782,25910,2.73531455037,22040,4343,4.0748330647,546809.0,514340,446009,0,446009,0
957,12008,51936,0.768792359827,41969,8099,4.1819977775,10315,68573,0.849576363875,2836,1781,0.592363840539,8954,1419,5.31007751938,18466,4007,3.60843523833,37890,13103,1.89170418988,69737,65998,0.0566532319161,9817,58899,0.833324844225,7879,0,0.0,33327,11018,2.02477763659,1774,62827,0.971763732153,3055,932,2.27789699571,5589,802,5.96882793017,41172,13126,2.13667530093,4016,71138,0.943546346538,18476,50256,0.632362304998,96699,25903,2.73311971586,22030,4344,4.07136279926,546294.0,514161,446009,0,446009,0
958,12027,51733,0.767517831945,41974,8091,4.1877394636,10359,68463,0.848691994216,2838,1781,0.593486805166,8958,1418,5.317348378,18467,4007,3.6086848016,37880,13087,1.89447543364,69685,65998,0.0558653292524,9853,58875,0.832645435244,7876,0,0.0,33302,11016,2.0230573711,1801,62827,0.971333980613,3053,931,2.27926960258,5594,802,5.97506234414,41151,13125,2.13531428571,4057,71253,0.94306204651,18507,50333,0.632308823237,96609,25895,2.73079745125,22018,4345,4.06743383199,545789.0,513980,446009,0,446009,0
959,12041,51530,0.766330293033,41974,8084,4.19223156853,10409,68353,0.847716998522,2841,1781,0.595171252106,8962,1418,5.32016925247,18474,4007,3.61043174445,37873,13072,1.89726132191,69605,65998,0.0546531713082,9901,58851,0.831761567348,7875,0,0.0,33283,11014,2.02188124206,1822,62827,0.970999729416,3058,931,2.28464017186,5598,801,5.98876404494,41125,13125,2.13333333333,4118,71367,0.942298261101,18515,50411,0.632719049414,96540,25888,2.72914091471,21995,4346,4.06097560976,545271.0,513804,446009,0,446009,0
960,12058,51327,0.76507491184,41979,8077,4.19735050142,10450,68243,0.846870741321,2844,1781,0.596855699045,8966,1417,5.32745236415,18471,4007,3.60968305465,37884,13057,1.90143218197,69546,65997,0.0537751715987,9949,58827,0.830876978258,7876,0,0.0,33246,11013,2.0187959684,1846,62827,0.970617728047,3062,930,2.29247311828,5597,800,5.99625,41115,13124,2.13281011887,4168,71481,0.941690798954,18523,50488,0.633120741562,96441,25881,2.72632433059,21988,4347,4.0582010582,544783.0,513624,446009,0,446009,0
961,12081,51124,0.763692199358,41973,8069,4.20175982154,10504,68133,0.845830948292,2848,1780,0.6,8974,1417,5.33309809457,18462,4007,3.60743698528,37887,13042,1.90499923325,69503,65997,0.0531236268315,9993,58802,0.830056800789,7869,0,0.0,33216,11011,2.01661974389,1867,62827,0.970283476849,3063,929,2.29709364909,5600,800,6.0,41100,13123,2.13190581422,4198,71595,0.941364620434,18543,50565,0.63328389202,96346,25874,2.72366081781,21982,4348,4.05565777369,544286.0,513443,446009,0,446009,0
962,12099,50921,0.76239665364,41989,8062,4.20826097742,10547,68023,0.844949502374,2854,1780,0.603370786517,8974,1416,5.33757062147,18464,4007,3.6079361118,37884,13026,1.90833717181,69440,65997,0.0521690379866,10036,58778,0.829255844023,7868,0,0.0,33194,11010,2.0148955495,1888,62827,0.969949225651,3062,928,2.29956896552,5603,799,6.01251564456,41082,13123,2.13053417664,4246,71709,0.940788464488,18561,50643,0.633493276465,96253,25867,2.72107318205,21965,4348,4.05174793008,543793.0,513264,446009,0,446009,0
963,12110,50718,0.761228755077,41994,8054,4.21405512789,10585,67913,0.844138824673,2855,1780,0.60393258427,8983,1416,5.34392655367,18465,4007,3.60818567507,37877,13011,1.91115210207,69364,65997,0.0510174704911,10090,58754,0.828267011608,7866,0,0.0,33181,11008,2.01426235465,1915,62827,0.969519474111,3064,928,2.30172413793,5603,799,6.01251564456,41060,13122,2.12909617436,4297,71823,0.940172368183,18574,50720,0.633793375394,96176,25860,2.71910286156,21950,4349,4.04713727294,543291.0,513086,446009,0,446009,0
964,12130,50516,0.759878058437,41987,8047,4.21772088977,10622,67804,0.843342575659,2858,1780,0.605617977528,8991,1415,5.35406360424,18459,4006,3.60783824264,37880,12996,1.91474299785,69308,65997,0.0501689470734,10121,58730,0.8276689937,7865,0,0.0,33157,11006,2.01262947483,1945,62828,0.969042465143,3069,927,2.31067961165,5603,798,6.02130325815,41051,13121,2.12864873104,4338,71938,0.939698073341,18584,50797,0.634151623127,96103,25853,2.71728619503,21938,4350,4.0432183908,542846.0,512909,446009,0,446009,0
965,12139,50313,0.758730348021,41985,8039,4.22266451051,10660,67694,0.842526664106,2857,1779,0.605958403598,9001,1414,5.36562942008,18459,4006,3.60783824264,37885,12981,1.91849626377,69248,65996,0.0492757136796,10158,58705,0.82696533515,7862,0,0.0,33140,11005,2.01135847342,1979,62828,0.968501305151,3073,926,2.31857451404,5604,798,6.02255639098,41029,13121,2.12697202957,4380,72052,0.939210570144,18602,50875,0.634358722359,96015,25846,2.71488818386,21933,4351,4.0409101356,542378.0,512729,446009,0,446009,0
966,12176,50110,0.757014567951,41968,8032,4.22509960159,10700,67584,0.841678503788,2861,1779,0.608206857785,9008,1414,5.37057991513,18455,4006,3.60683974039,37880,12965,1.92171230235,69191,65996,0.0484120249712,10187,58681,0.826400368092,7861,0,0.0,33120,11003,2.01008815778,1998,62828,0.968198892214,3070,925,2.31891891892,5610,797,6.03889585947,40999,13120,2.12492378049,4421,72166,0.938738464097,18623,50952,0.634499136442,95951,25839,2.71341770192,21930,4352,4.0390625,541892.0,512549,446009,0,446009,0
967,12210,49907,0.755344941591,41983,8025,4.23152647975,10728,67474,0.841005424312,2864,1779,0.609893198426,9008,1413,5.37508846426,18461,4006,3.60833749376,37894,12950,1.92617760618,69134,65996,0.0475483362628,10237,58657,0.825476925175,7856,0,0.0,33087,11001,2.00763566948,2026,62828,0.967753231043,3073,924,2.32575757576,5615,796,6.0540201005,40969,13119,2.12287521915,4459,72280,0.938309352518,18621,51030,0.635097001764,95869,25832,2.71124961288,21915,4352,4.03561580882,541430.0,512369,446009,0,446009,0
968,12221,49704,0.754124416546,41972,8017,4.23537482849,10789,67364,0.839840270768,2866,1778,0.611923509561,9010,1413,5.37650389243,18467,4006,3.60983524713,37895,12935,1.92964824121,69078,65996,0.0466997999879,10275,58633,0.824757389184,7853,0,0.0,33067,11000,2.00609090909,2054,62828,0.967307569873,3074,924,2.32683982684,5618,796,6.05778894472,40946,13119,2.12112203674,4503,72394,0.9377987126,18621,51107,0.635646780285,95789,25825,2.70915779284,21911,4353,4.0335400873,540951.0,512192,446009,0,446009,0
969,12234,49501,0.752853477708,41981,8010,4.24107365793,10835,67254,0.838894340857,2867,1778,0.612485939258,9020,1412,5.388101983,18458,4006,3.60758861707,37884,12920,1.93219814241,69002,65996,0.0455482150433,10316,58608,0.823983073983,7852,0,0.0,33047,10998,2.00481905801,2069,62828,0.967068822818,3078,923,2.33477789816,5621,795,6.07044025157,40930,13118,2.12014026528,4557,72508,0.937151762564,18646,51184,0.635706470772,95716,25818,2.70733596715,21896,4354,4.02893890675,540450.0,512011,446009,0,446009,0
970,12246,49298,0.751592356688,41994,8002,4.2479380155,10876,67144,0.838019778387,2871,1778,0.614735658043,9025,1412,5.39164305949,18458,4006,3.60758861707,37880,12904,1.93552386857,68946,65996,0.0446996787684,10348,58584,0.823364741226,7854,0,0.0,33036,10997,2.0040920251,2088,62828,0.966766409881,3077,922,2.33731019523,5620,795,6.06918238994,40903,13117,2.11831973774,4599,72623,0.936672954849,18663,51262,0.635929148297,95642,25811,2.70547441014,21883,4355,4.02479908152,540013.0,511834,446009,0,446009,0
971,12249,49095,0.750504124656,42001,7995,4.25340838024,10917,67034,0.837142345675,2873,1778,0.615860517435,9030,1411,5.39971651311,18457,4006,3.60733899151,37886,12889,1.93940569478,68884,65995,0.0437760436397,10390,58560,0.822575136612,7854,0,0.0,33018,10995,2.00300136426,2117,62828,0.96630483224,3084,921,2.34853420195,5625,794,6.08438287154,40881,13117,2.11664252497,4647,72737,0.936112294981,18676,51339,0.636221975496,95546,25803,2.70290276324,21874,4356,4.02157943067,539550.0,511653,446009,0,446009,0
972,12256,48893,0.749330169963,41987,7987,4.25691749092,10968,66924,0.836112605343,2882,1777,0.621834552617,9030,1411,5.39971651311,18454,4006,3.60659011483,37885,12874,1.94275283517,68815,65995,0.0427305098871,10419,58536,0.82200697007,7854,0,0.0,33017,10993,2.0034567452,2138,62828,0.965970586363,3089,921,2.3539630836,5623,794,6.08186397985,40852,13116,2.11466910643,4696,72851,0.935539663148,18697,51416,0.636358332037,95480,25796,2.70134904636,21867,4356,4.01997245179,539083.0,511474,446009,0,446009,0
973,12274,48690,0.747915383036,41994,7980,4.26240601504,11016,66814,0.835124375131,2892,1777,0.627462014631,9032,1410,5.40567375887,18453,4006,3.60634048927,37878,12859,1.94564118516,68743,65995,0.0416395181453,10473,58511,0.821008015587,7853,0,0.0,32997,10992,2.00191048035,2157,62828,0.965668173426,3089,920,2.35760869565,5617,793,6.08322824716,40831,13115,2.11330537552,4747,72965,0.934941410265,18714,51494,0.636579018915,95391,25789,2.69890263291,21858,4357,4.01675464769,538556.0,511295,446009,0,446009,0
974,12288,48487,0.746571245901,41999,7972,4.26831409935,11054,66704,0.834282801631,2896,1777,0.629712999437,9039,1409,5.41518807665,18438,4006,3.60259610584,37862,12843,1.94806509383,68680,65995,0.0406849003712,10511,58487,0.820284849625,7853,0,0.0,32970,10990,2.0,2175,62828,0.965381676959,3090,919,2.36235038085,5627,793,6.09583858764,40831,13115,2.11330537552,4798,73079,0.934345023878,18721,51571,0.63698590293,95330,25782,2.69754092002,21847,4358,4.01307939422,538112.0,511115,446009,0,446009,0
975,12310,48284,0.745050120123,41997,7965,4.27269303202,11089,66594,0.833483497012,2898,1777,0.63083849184,9048,1409,5.42157558552,18433,4006,3.60134797803,37878,12828,1.9527595884,68620,65995,0.0397757405864,10558,58463,0.8194071464,7855,0,0.0,32943,10989,1.99781599782,2206,62828,0.964888266378,3092,918,2.36819172113,5633,792,6.11237373737,40806,13114,2.11163641909,4841,73193,0.933859795336,18736,51648,0.637236679058,95223,25775,2.69439379243,21843,4359,4.01101169993,537612.0,510937,446009,0,446009,0
976,12326,48081,0.743640939248,41994,7958,4.27695400854,11126,66484,0.832651465014,2905,1776,0.635698198198,9049,1408,5.42684659091,18425,4006,3.59935097354,37883,12813,1.95660657145,68549,65994,0.0387156408158,10603,58439,0.818562945978,7857,0,0.0,32927,10987,1.99690543369,2226,62828,0.964569936971,3092,918,2.36819172113,5640,791,6.13021491783,40791,13113,2.11072981011,4888,73307,0.933321510906,18748,51726,0.637551714805,95148,25768,2.69248680534,21832,4360,4.00733944954,537148.0,510757,446009,0,446009,0
977,12345,47878,0.742157149421,41989,7950,4.28163522013,11177,66374,0.831605749239,2906,1776,0.636261261261,9059,1408,5.43394886364,18424,4006,3.59910134798,37887,12798,1.96038443507,68488,65994,0.0377913143619,10648,58414,0.817714931352,7855,0,0.0,32908,10985,1.99572143832,2242,62828,0.964315273445,3093,917,2.37295528899,5644,791,6.13527180784,40760,13112,2.10860280659,4935,73422,0.932785813516,18759,51803,0.637878115167,95066,25761,2.6903070533,21824,4360,4.00550458716,536658.0,510577,446009,0,446009,0
978,12362,47675,0.740702674358,41991,7943,4.28654160896,11223,66264,0.830632017385,2905,1776,0.635698198198,9074,1407,5.44918265814,18431,4006,3.60084872691,37881,12782,1.96362071663,68432,65994,0.0369427523714,10687,58390,0.816972084261,7852,0,0.0,32881,10984,1.99353605244,2260,62828,0.964028776978,3097,916,2.38100436681,5645,790,6.14556962025,40740,13112,2.10707748627,4976,73536,0.932332463011,18770,51881,0.638210520229,94997,25754,2.68863089229,21805,4361,4.0,536202.0,510399,446009,0,446009,0
979,12395,47473,0.73890421924,41994,7935,4.29224952741,11262,66154,0.829760861021,2906,1775,0.637183098592,9082,1407,5.45486851457,18430,4005,3.60174781523,37880,12767,1.96702435968,68363,65994,0.035897202776,10728,58366,0.81619435973,7848,0,0.0,32854,10982,1.99162265525,2286,62828,0.963614948749,3099,915,2.3868852459,5653,790,6.15569620253,40704,13111,2.10456868279,5026,73650,0.931758316361,18782,51958,0.638515724239,94920,25747,2.68664310405,21797,4362,3.99701971573,535690.0,510219,446009,0,446009,0
980,12406,47270,0.737550243283,41994,7928,4.29692230071,11307,66044,0.828795954212,2912,1775,0.640563380282,9081,1406,5.45874822191,18431,4005,3.60199750312,37892,12752,1.97145545797,68286,65994,0.0347304300391,10769,58342,0.815415995338,7847,0,0.0,32843,10981,1.99089336126,2317,62828,0.963121538168,3101,915,2.38907103825,5656,789,6.16856780735,40687,13110,2.10350877193,5080,73764,0.931131717369,18803,52035,0.638647064476,94820,25740,2.68376068376,21777,4363,3.99129039652,535170.0,510041,446009,0,446009,0
981,12414,47067,0.736248326853,41995,7920,4.3023989899,11347,65934,0.827903661237,2918,1775,0.643943661972,9076,1406,5.45519203414,18426,4005,3.60074906367,37902,12737,1.97573997017,68220,65993,0.033746003364,10830,58317,0.814290858583,7846,0,0.0,32829,10979,1.99016303853,2339,62828,0.96277137582,3106,914,2.39824945295,5663,789,6.17743979721,40662,13110,2.10160183066,5118,73878,0.930723625437,18816,52113,0.638938460653,94726,25733,2.68110985894,21776,4364,3.98991750687,534693.0,509862,446009,0,446009,0
982,12430,46864,0.734764424718,41994,7913,4.30696322507,11382,65824,0.827084346135,2922,1775,0.646197183099,9077,1405,5.46049822064,18433,4005,3.6024968789,37891,12721,1.97861803317,68138,65993,0.0325034473353,10879,58293,0.813373818469,7846,0,0.0,32818,10977,1.98970574838,2361,62828,0.962421213472,3111,913,2.40744797371,5669,788,6.19416243655,40638,13109,2.10000762835,5178,73992,0.930019461563,18837,52190,0.639068787124,94643,25726,2.67888517453,21762,4364,3.98670944088,534177.0,509680,446009,0,446009,0
983,12438,46661,0.733439060457,41998,7905,4.3128399747,11426,65714,0.82612533098,2922,1774,0.647125140924,9086,1404,5.47150997151,18424,4005,3.60024968789,37895,12706,1.98244923658,68065,65993,0.0313972694074,10916,58269,0.812661964338,7846,0,0.0,32802,10976,1.98852040816,2393,62828,0.96191188642,3112,912,2.41228070175,5668,788,6.19289340102,40625,13108,2.09925236497,5233,74107,0.929385887973,18853,52267,0.639294392255,94553,25718,2.67653005677,21754,4365,3.98373424971,533683.0,509500,446009,0,446009,0
984,12449,46458,0.732037539283,42006,7898,4.31856166118,11469,65604,0.825178342784,2924,1774,0.64825253664,9090,1404,5.47435897436,18418,4005,3.59875156055,37886,12691,1.98526514853,68008,65993,0.0305335414362,10950,58245,0.812001030131,7843,0,0.0,32783,10974,1.98733369783,2421,62828,0.96146622525,3109,912,2.40899122807,5668,787,6.20203303685,40612,13108,2.09826060421,5273,74221,0.928955416931,18856,52345,0.639774572548,94484,25711,2.6748473416,21760,4366,3.98396701787,533251.0,509324,446009,0,446009,0
985,12464,46255,0.730537239217,42016,7891,4.32454695222,11500,65494,0.824411396464,2924,1774,0.64825253664,9099,1403,5.48538845331,18411,4005,3.59700374532,37880,12675,1.98856015779,67937,65993,0.0294576697529,10989,58220,0.811250429406,7844,0,0.0,32772,10973,1.98660348127,2443,62828,0.961116062902,3110,911,2.41383095499,5668,786,6.21119592875,40586,13107,2.0965133135,5333,74335,0.928257213964,18874,52422,0.639960322002,94404,25704,2.67273576097,21755,4367,3.98168078773,532768.0,509143,446009,0,446009,0
986,12476,46053,0.729094738671,42002,7883,4.32817455284,11549,65384,0.823366572862,2926,1774,0.649379932356,9105,1403,5.48966500356,18408,4005,3.59625468165,37875,12660,1.99170616114,67880,65993,0.0285939417817,11019,58196,0.810657089834,7834,0,0.0,32754,10971,1.98550724638,2461,62828,0.960829566435,3114,910,2.42197802198,5676,786,6.2213740458,40565,13106,2.0951472608,5371,74449,0.927856653548,18890,52499,0.640183622545,94353,25697,2.67175156633,21751,4368,3.97962454212,532330.0,508965,446009,0,446009,0
987,12490,45850,0.727589967285,42013,7876,4.3343067547,11598,65274,0.822318227778,2925,1773,0.649746192893,9117,1402,5.50285306705,18413,4005,3.5975031211,37873,12645,1.99509687624,67813,65992,0.027594253849,11064,58172,0.809805404662,7833,0,0.0,32726,10969,1.98349895159,2483,62828,0.960479404087,3118,909,2.4301430143,5675,785,6.22929936306,40548,13106,2.09385014497,5423,74563,0.927269557287,18902,52577,0.640489187287,94261,25690,2.66917088361,21734,4369,3.97459372854,531832.0,508785,446009,0,446009,0
988,12506,45647,0.726027997459,42000,7868,4.33807829181,11652,65164,0.821189613897,2927,1773,0.650874224478,9121,1402,5.50570613409,18416,4005,3.59825218477,37886,12630,1.99968329375,67739,65992,0.0264729058068,11112,58148,0.808901423953,7835,0,0.0,32703,10968,1.98167396061,2497,62828,0.960256573502,3122,909,2.43454345435,5676,785,6.23057324841,40524,13105,2.09225486456,5471,74677,0.926737817534,18916,52654,0.640749040909,94182,25683,2.66709496554,21724,4369,3.97230487526,531330.0,508607,446009,0,446009,0
989,12518,45444,0.724540093302,42000,7861,4.3428317008,11686,65054,0.820364620162,2933,1773,0.654258319233,9128,1401,5.5153461813,18416,4005,3.59825218477,37884,12614,2.00332963374,67677,65992,0.0255333979876,11141,58123,0.808320286289,7833,0,0.0,32678,10966,1.97993799015,2521,62828,0.959874578214,3125,908,2.44162995595,5672,784,6.23469387755,40510,13104,2.09142246642,5528,74792,0.926088351695,18933,52732,0.640958052037,94105,25676,2.66509580932,21721,4370,3.9704805492,530874.0,508427,446009,0,446009,0
990,12530,45241,0.723038836454,42005,7853,4.34891124411,11728,64944,0.819413648682,2941,1772,0.659706546275,9126,1401,5.51391862955,18421,4005,3.59950062422,37891,12599,2.0074609096,67615,65992,0.0245938901685,11174,58099,0.807673109692,7828,0,0.0,32657,10964,1.97856621671,2543,62828,0.959524415866,3123,907,2.44321940463,5673,784,6.23596938776,40485,13104,2.08951465201,5586,74906,0.92542653459,18941,52809,0.641330076313,94030,25669,2.66317347774,21712,4371,3.96728437429,530411.0,508248,446009,0,446009,0
991,12550,45038,0.72134641858,42018,7846,4.35534030079,11765,64834,0.818536570318,2945,1772,0.661963882619,9131,1400,5.52214285714,18409,4005,3.59650436954,37897,12584,2.01152256834,67563,65992,0.0238059158686,11206,58075,0.807042617305,7826,0,0.0,32633,10963,1.97664872754,2557,62828,0.95930158528,3127,906,2.45143487859,5673,783,6.24521072797,40466,13103,2.08830038922,5629,75020,0.924966675553,18958,52886,0.64153083992,93950,25662,2.6610552568,21706,4372,3.96477584629,529972.0,508069,446009,0,446009,0
992,12556,44835,0.719950931192,42035,7839,4.36229110856,11806,64724,0.817594709845,2946,1772,0.662528216704,9144,1399,5.53609721229,18401,4005,3.59450686642,37905,12569,2.0157530432,67497,65991,0.0228212938128,11240,58051,0.806377151126,7829,0,0.0,32602,10961,1.97436365295,2580,62828,0.958935506462,3126,906,2.45033112583,5682,782,6.26598465473,40444,13102,2.0868569684,5692,75134,0.924242020923,18963,52964,0.641964353146,93867,25655,2.65881894368,21694,4373,3.96089640979,529517.0,507890,446009,0,446009,0
993,12578,44632,0.718184262413,42046,7831,4.36917379645,11844,64614,0.816696072059,2951,1772,0.665349887133,9153,1399,5.54253037884,18399,4005,3.59400749064,37901,12553,2.01927826018,67432,65991,0.0218363110121,11286,58026,0.805500982318,7821,0,0.0,32594,10960,1.97390510949,2603,62828,0.958569427644,3128,905,2.45635359116,5683,782,6.26726342711,40401,13102,2.08357502671,5742,75248,0.923692324048,18974,53041,0.642276729323,93784,25648,2.65658140986,21689,4373,3.95975302996,529023.0,507710,446009,0,446009,0
994,12599,44430,0.71643033986,42044,7824,4.37372188139,11884,64504,0.815763363512,2953,1771,0.667419536985,9168,1398,5.55793991416,18398,4004,3.59490509491,37901,12538,2.02289041314,67379,65991,0.02103317119,11314,58002,0.804937760767,7819,0,0.0,32570,10958,1.97225771126,2625,62828,0.958219265296,3129,904,2.46128318584,5680,781,6.27272727273,40392,13101,2.08312342569,5796,75362,0.923091213078,18978,53118,0.642719981927,93704,25641,2.65445965446,21676,4374,3.95564700503,528576.0,507529,446009,0,446009,0
995,12612,44227,0.714834829403,42051,7816,4.38011770727,11920,64394,0.814889585986,2959,1771,0.670807453416,9172,1398,5.56080114449,18408,4004,3.5974025974,37900,12523,2.02643136629,67319,65991,0.0201239562971,11352,57978,0.804201593708,7815,0,0.0,32559,10956,1.97179627601,2650,62828,0.957821353537,3132,903,2.46843853821,5674,781,6.26504481434,40366,13100,2.0813740458,5843,75476,0.922584662674,18995,53196,0.642924280021,93621,25634,2.6522197082,21661,4375,3.95108571429,528112.0,507351,446009,0,446009,0
996,12618,44024,0.713383608941,42073,7809,4.38775771546,11963,64284,0.813903926327,2960,1771,0.671372106155,9185,1397,5.57480314961,18401,4004,3.59565434565,37890,12508,2.02926127279,67243,65991,0.0189722840993,11392,57954,0.803430306795,7811,0,0.0,32535,10955,1.9698767686,2674,62828,0.957439358248,3134,903,2.47065337763,5681,780,6.28333333333,40336,13100,2.07908396947,5905,75591,0.921882234658,19011,53273,0.643140052184,93549,25626,2.65055022243,21648,4376,3.94698354662,527617.0,507174,446009,0,446009,0
997,12638,43821,0.711599461445,42068,7801,4.39264196898,11989,64174,0.813179792439,2964,1771,0.673630717109,9186,1397,5.57551896922,18404,4004,3.5964035964,37899,12492,2.03386167147,67179,65991,0.0180024548802,11423,57929,0.802810336792,7809,0,0.0,32524,10953,1.96941477221,2684,62828,0.957280193544,3138,902,2.47893569845,5683,780,6.2858974359,40308,13099,2.07718146423,5954,75705,0.921352618717,19036,53350,0.643186504217,93483,25619,2.64897146649,21640,4377,3.9440255883,527182.0,506993,446009,0,446009,0
