Day,Al-Anbar sim,Al-Anbar data,Al-Anbar error,Babil sim,Babil data,Babil error,Baghdad sim,Baghdad data,Baghdad error,Al-Basrah sim,Al-Basrah data,Al-Basrah error,Thi Qar sim,Thi Qar data,Thi Qar error,Al-Qadisiyah sim,Al-Qadisiyah data,Al-Qadisiyah error,Diyala sim,Diyala data,Diyala error,Dohuk sim,Dohuk data,Dohuk error,Arbil sim,Arbil data,Arbil error,Halabja sim,Halabja data,Halabja error,Karbala sim,Karbala data,Karbala error,Kirkuk sim,Kirkuk data,Kirkuk error,Misan sim,Misan data,Misan error,Al-Muthanna sim,Al-Muthanna data,Al-Muthanna error,Al-Najaf sim,Al-Najaf data,Al-Najaf error,Nineveh sim,Nineveh data,Nineveh error,Salah Al-Din sim,Salah Al-Din data,Salah Al-Din error,Al-Sulaimaniyah sim,Al-Sulaimaniyah data,Al-Sulaimaniyah error,Wasit sim,Wasit data,Wasit error,Total error,refugees in camps (UNHCR),total refugees (simulation),raw UNHCR refugee count,refugees in camps (simulation),refugee_debt
55,204,56367,0.996380861142,147,1661,0.91149909693,326,19797,0.983532858514,52,319,0.836990595611,543,239,1.2719665272,12557,569,21.0685413005,146,3512,0.958428246014,54968,11715,3.69210413999,94,9055,0.98961899503,3744,0,0.0,38853,2225,16.4620224719,33,11600,0.997155172414,184,192,0.0416666666667,336,98,2.42857142857,43154,2203,18.5887426237,99,4979,0.980116489255,202,8091,0.975033988382,87438,7758,10.2706883217,25309,875,27.9245714286,355306.0,141255,268389,0,268389,0
56,206,56434,0.996349718255,167,1687,0.901007705987,291,19985,0.985439079309,53,324,0.836419753086,556,243,1.28806584362,12625,579,20.804835924,148,3574,0.958589815333,55511,11919,3.65735380485,80,9159,0.991265421989,3770,0,0.0,39042,2254,16.3212067436,24,11763,0.997959704157,187,196,0.0459183673469,343,99,2.46464646465,43374,2240,18.3633928571,104,5064,0.979462875197,225,8138,0.972351929221,88003,7825,10.2463897764,25465,890,27.6123595506,357479.0,142373,270174,0,270174,0
57,192,56500,0.996601769912,165,1713,0.903677758319,302,20174,0.985030236939,53,329,0.838905775076,567,246,1.30487804878,12708,589,20.5755517827,157,3636,0.956820682068,56090,12122,3.62712423692,86,9263,0.990715750837,3805,0,0.0,39224,2284,16.173380035,33,11925,0.997232704403,188,199,0.0552763819095,352,101,2.48514851485,43577,2278,18.129499561,101,5149,0.980384540688,203,8184,0.975195503421,88534,7892,10.2181956412,25622,905,27.3116022099,359654.0,143489,271959,0,271959,0
58,205,56567,0.996375978928,149,1739,0.914318573893,304,20362,0.985070228858,53,334,0.841317365269,575,250,1.3,12793,598,20.3929765886,132,3697,0.964295374628,56655,12326,3.59638163232,100,9367,0.989324223337,3828,0,0.0,39379,2314,16.0177182368,26,12088,0.997849106552,192,203,0.0541871921182,362,103,2.5145631068,43779,2315,17.9110151188,105,5234,0.979938861292,200,8230,0.975698663426,89139,7959,10.1997738409,25767,921,26.9771986971,361846.0,144607,273743,0,273743,0
59,191,56634,0.996627467599,171,1765,0.903116147309,318,20550,0.984525547445,55,339,0.837758112094,581,254,1.2874015748,12864,608,20.1578947368,151,3759,0.959829741953,57228,12529,3.56764306808,100,9471,0.989441452856,3859,0,0.0,39560,2343,15.884336321,34,12250,0.997224489796,194,206,0.0582524271845,365,105,2.47619047619,43967,2353,17.6855078623,88,5319,0.983455536755,231,8277,0.972091337441,89673,8026,10.1728133566,25899,936,26.6698717949,363879.0,145724,275529,0,275529,0
60,204,56700,0.996402116402,175,1791,0.902289223897,372,20739,0.982062780269,55,344,0.84011627907,595,258,1.30620155039,12949,618,19.9530744337,135,3821,0.964668934834,57784,12733,3.5381292704,89,9575,0.990704960836,3887,0,0.0,39709,2373,15.7336704593,32,12413,0.99742205752,199,209,0.0478468899522,375,107,2.5046728972,44168,2390,17.480334728,101,5404,0.981310140637,193,8323,0.976811245945,90253,8093,10.1519831954,26038,951,26.3796004206,365999.0,146842,277313,0,277313,0
61,206,56767,0.996371131115,178,1817,0.90203632361,330,20927,0.984230897883,55,348,0.841954022989,604,262,1.30534351145,13035,627,19.7894736842,143,3882,0.963163317877,58355,12936,3.51105442177,103,9680,0.989359504132,3928,0,0.0,39880,2402,15.6028309742,24,12575,0.998091451292,202,213,0.0516431924883,385,108,2.56481481481,44392,2428,17.2833607908,103,5489,0.981235197668,177,8370,0.978853046595,90826,8160,10.1306372549,26173,967,26.0661840745,368235.0,147958,279099,0,279099,0
62,212,56834,0.996269838477,162,1843,0.912099837222,307,21116,0.985461261603,56,353,0.841359773371,620,266,1.33082706767,13108,637,19.5777080063,153,3944,0.961206896552,58899,13140,3.48242009132,113,9784,0.98845053148,3954,0,0.0,40073,2432,15.4773848684,32,12738,0.997487831685,211,216,0.0231481481481,390,110,2.54545454545,44583,2465,17.0864097363,111,5574,0.980086114101,203,8416,0.975879277567,91387,8228,10.1068303354,26309,982,25.7912423625,370321.0,149078,280883,0,280883,0
63,214,56901,0.996239081914,172,1869,0.907972177635,325,21304,0.984744648892,56,358,0.843575418994,634,270,1.34814814815,13181,646,19.4040247678,141,4006,0.964802795806,59494,13343,3.45881735742,100,9888,0.989886731392,3994,0,0.0,40231,2461,15.3474197481,25,12900,0.998062015504,215,220,0.0227272727273,393,112,2.50892857143,44769,2503,16.886136636,114,5659,0.979855098074,181,8462,0.978610257622,91968,8295,10.0871609403,26461,997,25.5406218656,372522.0,150194,282668,0,282668,0
64,190,56967,0.996664735724,173,1895,0.908707124011,312,21493,0.985483645838,57,363,0.842975206612,647,273,1.36996336996,13268,656,19.2256097561,126,4067,0.969018932874,60033,13547,3.43146084004,91,9992,0.990892714171,4022,0,0.0,40416,2491,15.2248093135,30,13063,0.997703437189,219,223,0.0179372197309,406,114,2.56140350877,44970,2541,16.6977567887,106,5743,0.981542747693,213,8509,0.974967681279,92557,8362,10.0687634537,26617,1013,25.2754195459,374737.0,151312,284453,0,284453,0
65,196,57034,0.996563453379,176,1921,0.908381051536,324,21681,0.985056039851,58,368,0.842391304348,654,277,1.36101083032,13353,666,19.0495495495,118,4129,0.971421651732,60589,13751,3.40615227983,106,10096,0.989500792393,4048,0,0.0,40564,2520,15.0968253968,29,13225,0.997807183365,226,226,0.0,415,115,2.60869565217,45201,2578,16.5333591932,112,5828,0.98078242965,213,8555,0.975102279369,93101,8429,10.0453197295,26755,1028,25.0262645914,376821.0,152427,286238,0,286238,0
66,187,57101,0.996725101137,175,1947,0.910118130457,342,21869,0.984361424848,58,373,0.844504021448,673,281,1.39501779359,13433,675,18.9007407407,151,4191,0.963970412789,61144,13954,3.38182599971,100,10200,0.990196078431,4068,0,0.0,40719,2550,14.9682352941,33,13387,0.997534921939,234,230,0.0173913043478,417,117,2.5641025641,45409,2616,16.3581804281,99,5913,0.983257229833,198,8602,0.976982097187,93701,8496,10.0288370998,26882,1043,24.7737296261,378958.0,153545,288023,0,288023,0
67,205,57168,0.996414077806,194,1973,0.901672579828,328,22058,0.985130111524,58,378,0.846560846561,695,285,1.43859649123,13510,685,18.7226277372,160,4252,0.962370649106,61694,14158,3.35753637519,90,10304,0.99126552795,4092,0,0.0,40889,2580,14.8484496124,34,13550,0.997490774908,239,233,0.0257510729614,419,119,2.52100840336,45614,2653,16.1933660008,95,5998,0.984161387129,227,8648,0.973751156337,94257,8563,10.0074740161,27008,1058,24.5274102079,381021.0,154663,289808,0,289808,0
68,190,57234,0.99668029493,173,1998,0.913413413413,320,22246,0.985615391531,58,383,0.848563968668,705,289,1.43944636678,13583,695,18.5438848921,130,4314,0.96986555401,62238,14361,3.33382076457,101,10408,0.990295926211,4118,0,0.0,41069,2609,14.741280184,31,13712,0.997739206534,247,237,0.042194092827,426,121,2.52066115702,45843,2691,16.0356744705,128,6083,0.97895775111,208,8694,0.976075454336,94828,8630,9.98818076477,27196,1074,24.322160149,383279.0,155779,291592,0,291592,0
69,178,57301,0.99689359697,173,2024,0.9145256917,314,22435,0.986004011589,58,388,0.850515463918,718,293,1.45051194539,13676,704,18.4261363636,138,4376,0.968464351005,62833,14565,3.31397185033,107,10513,0.989822124988,4151,0,0.0,41220,2639,14.6195528609,25,13875,0.998198198198,253,240,0.0541666666667,432,123,2.51219512195,46045,2728,15.8786656891,103,6168,0.983300907912,215,8741,0.975403271937,95414,8697,9.97090950903,27325,1089,24.0918273646,385499.0,156899,293378,0,293378,0
70,186,57368,0.996757774369,163,2050,0.920487804878,324,22623,0.985678292004,59,393,0.849872773537,734,297,1.47138047138,13755,714,18.2647058824,147,4437,0.966869506423,63394,14768,3.29265980498,96,10617,0.990957897711,4187,0,0.0,41402,2668,14.5179910045,30,14037,0.997862791195,257,243,0.0576131687243,439,124,2.54032258065,46234,2766,15.7151120752,101,6253,0.983847753079,213,8787,0.97575964493,95974,8764,9.95093564582,27467,1104,23.8795289855,387641.0,158013,295162,0,295162,0
71,212,57435,0.996308870898,167,2076,0.919556840077,298,22812,0.986936699982,59,397,0.851385390428,752,300,1.50666666667,13846,723,18.1507607192,145,4499,0.967770615692,63981,14972,3.27337697034,93,10721,0.99132543606,4230,0,0.0,41537,2698,14.3954781319,39,14200,0.997253521127,267,247,0.080971659919,450,126,2.57142857143,46438,2803,15.5672493757,84,6338,0.986746607763,203,8834,0.977020602219,96546,8832,9.93138586957,27601,1120,23.64375,389839.0,159133,296948,0,296948,0
72,202,57501,0.996487017617,179,2102,0.91484300666,302,23000,0.986869565217,60,402,0.850746268657,766,304,1.51973684211,13909,733,17.9754433834,149,4561,0.967331725499,64543,15175,3.25324546952,74,10825,0.993163972286,4258,0,0.0,41714,2727,14.2966629996,30,14362,0.997911154435,270,250,0.08,458,128,2.578125,46652,2841,15.4209785287,107,6423,0.983341117858,199,8880,0.97759009009,97111,8899,9.91257444657,27749,1135,23.4484581498,391992.0,160248,298732,0,298732,0
73,185,57568,0.996786409116,158,2128,0.925751879699,335,23189,0.985553495192,61,407,0.850122850123,791,308,1.56818181818,13979,743,17.8142664872,136,4622,0.970575508438,65078,15379,3.23161453931,95,10929,0.991307530424,4287,0,0.0,41940,2757,14.21218716,34,14525,0.997659208262,278,254,0.0944881889764,464,130,2.56923076923,46831,2878,15.2720639333,90,6507,0.986168741355,206,8926,0.97692135335,97675,8966,9.8939326344,27895,1150,23.2565217391,394154.0,161366,300518,0,300518,0
74,187,57635,0.996755443741,153,2154,0.928969359331,320,23377,0.986311331651,61,412,0.851941747573,809,312,1.59294871795,14041,752,17.6715425532,161,4684,0.965627668659,65616,15583,3.21074247577,86,11033,0.992205202574,4305,0,0.0,42103,2786,14.1123474515,25,14687,0.998297814394,281,257,0.0933852140078,471,132,2.56818181818,47039,2916,15.1313443073,109,6592,0.983464805825,215,8973,0.976039228798,98287,9033,9.88088121333,28033,1166,23.0420240137,396278.0,162484,302302,0,302302,0
75,205,57701,0.996447201955,178,2180,0.918348623853,283,23565,0.987990664121,62,417,0.851318944844,827,316,1.61708860759,14125,762,17.5367454068,144,4746,0.969658659924,66181,15786,3.19238565818,97,11137,0.991290293616,4342,0,0.0,42284,2816,14.015625,31,14850,0.997912457912,283,260,0.0884615384615,482,133,2.62406015038,47206,2954,14.980365606,110,6677,0.98352553542,206,9019,0.977159330303,98863,9100,9.86406593407,28178,1181,22.8594411516,398439.0,163600,304087,0,304087,0
76,189,57768,0.99672829248,165,2206,0.925203989121,348,23754,0.985349835817,62,422,0.85308056872,839,320,1.621875,14207,772,17.4028497409,127,4808,0.973585690516,66739,15990,3.17379612258,91,11242,0.991905354919,4372,0,0.0,42444,2845,13.9188049209,33,15012,0.997801758593,286,264,0.0833333333333,489,135,2.62222222222,47406,2991,14.8495486459,126,6762,0.981366459627,216,9066,0.976174718729,99415,9167,9.84487836806,28318,1196,22.6772575251,400518.0,164720,305872,0,305872,0
77,193,57835,0.996662920377,160,2232,0.928315412186,327,23942,0.98634199315,63,427,0.852459016393,854,324,1.63580246914,14293,781,17.3008962868,146,4869,0.970014376669,67332,16193,3.15809300315,79,11346,0.993037193725,4408,0,0.0,42619,2875,13.824,21,15175,0.998616144975,289,267,0.0823970037453,498,137,2.63503649635,47611,3029,14.7183889072,118,6847,0.982766174967,192,9112,0.978928884987,100001,9234,9.82965128872,28453,1212,22.4760726073,402792.0,165837,307657,0,307657,0
78,189,57902,0.996735864046,183,2258,0.918954827281,330,24131,0.986324644648,65,432,0.849537037037,866,327,1.64831804281,14369,791,17.1656131479,151,4931,0.969377408234,67873,16397,3.13935476002,97,11450,0.991528384279,4441,0,0.0,42824,2905,13.7414802065,26,15337,0.998304753211,296,271,0.0922509225092,504,139,2.62589928058,47808,3066,14.5929549902,94,6932,0.986439699942,216,9158,0.976414064206,100530,9301,9.80851521342,28580,1227,22.2925835371,404847.0,166955,309442,0,309442,0
79,191,57968,0.996705078664,177,2284,0.922504378284,331,24319,0.986389242979,65,437,0.851258581236,874,331,1.64048338369,14462,801,17.0549313358,142,4993,0.971560184258,68429,16600,3.12222891566,95,11554,0.991777739311,4468,0,0.0,43023,2934,13.663599182,32,15500,0.997935483871,304,274,0.109489051095,516,140,2.68571428571,47999,3104,14.4635953608,104,7017,0.985178851361,192,9205,0.979141770777,101089,9368,9.79088385995,28734,1242,22.1352657005,407052.0,168071,311227,0,311227,0
80,182,58035,0.996863961403,188,2310,0.918614718615,329,24508,0.98657581198,65,442,0.852941176471,884,335,1.63880597015,14563,810,16.9790123457,147,5054,0.970914127424,68980,16804,3.10497500595,81,11658,0.993051981472,4500,0,0.0,43199,2964,13.5745614035,26,15662,0.998339931043,311,277,0.12274368231,528,142,2.71830985915,48193,3141,14.3432028017,97,7102,0.986341875528,214,9251,0.97686736569,101633,9436,9.77077151335,28891,1258,21.9658187599,409208.0,169189,313011,0,313011,0
81,199,58102,0.996574988813,179,2336,0.923373287671,330,24696,0.986637512148,66,446,0.85201793722,895,339,1.6401179941,14646,820,16.8609756098,146,5116,0.97146207975,69553,17007,3.08966895984,87,11762,0.992603298759,4542,0,0.0,43379,2993,13.4934847979,29,15824,0.998167340748,314,281,0.11743772242,531,144,2.6875,48370,3179,14.215476565,102,7187,0.985807708362,182,9298,0.980425898043,102193,9503,9.7537619699,29054,1273,21.8232521603,411385.0,170306,314797,0,314797,0
82,196,58169,0.996630507659,173,2362,0.926756985605,307,24885,0.987663250954,66,451,0.853658536585,907,343,1.6443148688,14732,829,16.7708082027,139,5178,0.973155658555,70112,17211,3.07367381326,89,11866,0.992499578628,4568,0,0.0,43561,3023,13.4098577572,24,15987,0.998498780259,317,284,0.116197183099,540,146,2.69863013699,48542,3216,14.0939054726,91,7271,0.987484527575,212,9344,0.977311643836,102800,9570,9.74190177638,29205,1288,21.674689441,413590.0,171423,316581,0,316581,0
83,188,58235,0.996771700867,184,2388,0.922948073702,324,25073,0.98707773302,66,456,0.855263157895,921,347,1.65417867435,14808,839,16.6495828367,127,5239,0.975758732583,70621,17415,3.0551823141,96,11970,0.991979949875,4603,0,0.0,43762,3052,13.3387942333,29,16149,0.998204223172,324,288,0.125,548,148,2.7027027027,48726,3254,13.9741856177,112,7356,0.984774333877,205,9390,0.978168264111,103367,9637,9.7260558265,29356,1303,21.5295471988,415678.0,172539,318367,0,318367,0
84,201,58302,0.996552433879,173,2414,0.928334714167,304,25261,0.987965638732,67,461,0.854663774403,933,351,1.65811965812,14888,849,16.5359246172,123,5301,0.976796830787,71189,17618,3.04069701442,99,12075,0.991801242236,4629,0,0.0,43939,3082,13.256651525,31,16312,0.998099558607,328,291,0.127147766323,553,149,2.71140939597,48952,3291,13.8745062291,92,7441,0.987636070421,219,9437,0.976793472502,103933,9704,9.71032563891,29498,1319,21.3639120546,417883.0,173658,320151,0,320151,0
85,166,58369,0.997156024602,188,2439,0.922919229192,307,25450,0.987937131631,67,466,0.856223175966,947,354,1.67514124294,14960,858,16.4358974359,159,5363,0.970352414693,71746,17822,3.0256985748,105,12179,0.991378602513,4668,0,0.0,44089,3111,13.1719704275,31,16474,0.998118246935,334,294,0.136054421769,562,151,2.72185430464,49171,3329,13.7705016521,119,7526,0.984188147754,210,9483,0.977855109143,104479,9771,9.69276430253,29628,1334,21.2098950525,419957.0,174773,321936,0,321936,0
86,201,58436,0.996560339517,186,2465,0.924543610548,339,25638,0.986777439738,67,471,0.857749469214,965,358,1.69553072626,15045,868,16.3329493088,143,5424,0.973635693215,72276,18025,3.00976421637,94,12283,0.992347146463,4697,0,0.0,44253,3141,13.0888252149,36,16637,0.997836148344,337,298,0.130872483221,567,153,2.70588235294,49375,3367,13.6643896644,123,7611,0.983839180134,204,9530,0.978593913956,105039,9838,9.67686521651,29774,1349,21.0711638251,422033.0,175892,323721,0,323721,0
87,219,58502,0.996256538238,157,2491,0.936973103171,319,25827,0.987648584814,68,476,0.857142857143,976,362,1.69613259669,15127,878,16.228929385,167,5486,0.969558877142,72847,18229,2.99621482254,81,12387,0.993460886413,4734,0,0.0,44441,3171,13.0148218228,36,16799,0.997857015299,341,301,0.132890365449,577,155,2.72258064516,49591,3404,13.5684488837,121,7696,0.984277546778,207,9576,0.978383458647,105586,9905,9.65986875315,29911,1365,20.9128205128,424226.0,177010,325506,0,325506,0
88,191,58569,0.996738889173,190,2517,0.924513309495,323,26015,0.987584086104,68,481,0.858627858628,1001,366,1.7349726776,15210,887,16.1476888388,146,5548,0.973684210526,73368,18432,2.98046875,75,12491,0.993995676887,4775,0,0.0,44627,3200,12.9459375,28,16962,0.998349251268,344,305,0.127868852459,586,157,2.73248407643,49781,3442,13.4628123184,97,7781,0.987533736024,210,9622,0.978175015589,106201,9972,9.64991977537,30070,1380,20.7898550725,426480.0,178127,327291,0,327291,0
89,171,58636,0.997083702845,175,2543,0.931183641368,330,26204,0.987406502824,70,486,0.855967078189,1011,370,1.73243243243,15312,897,16.0702341137,159,5609,0.971652701016,73945,18636,2.96785790942,95,12595,0.992457324335,4790,0,0.0,44827,3230,12.8783281734,28,17124,0.998364868021,349,308,0.133116883117,595,158,2.76582278481,49943,3479,13.3555619431,103,7866,0.986905669972,217,9669,0.97755714138,106745,10040,9.63197211155,30211,1395,20.6566308244,428599.0,179245,329076,0,329076,0
90,228,58702,0.996115975606,177,2569,0.931101595952,315,26392,0.98806456502,71,491,0.855397148676,1025,374,1.74064171123,15372,907,15.9481808159,168,5671,0.970375595133,74488,18839,2.95392536759,103,12699,0.991889125128,4822,0,0.0,45007,3259,12.8100644369,28,17287,0.998380285764,355,311,0.141479099678,605,160,2.78125,50121,3517,13.2510662496,108,7951,0.986416802918,185,9715,0.980957282553,107335,10107,9.61986741862,30349,1411,20.5088589653,430688.0,180362,330862,0,330862,0
91,451,58769,0.992325886096,209,2595,0.919460500963,315,26580,0.988148984199,71,495,0.856565656566,1040,378,1.75132275132,15361,916,15.769650655,202,5733,0.964765393337,74600,19043,2.91744998162,425,12804,0.966807247735,4822,0,0.0,44974,3289,12.6740650654,51,17449,0.997077196401,361,315,0.146031746032,612,162,2.77777777778,50101,3554,13.0970737198,0,8035,1.0,426,9762,0.956361401352,107240,10174,9.54059367014,30327,1426,20.2671809257,430253.0,181479,331588,0,331588,0
92,687,58836,0.988323475423,258,2621,0.90156428844,314,26769,0.988270013822,74,500,0.852,1046,381,1.74540682415,15351,926,15.5777537797,243,5794,0.958060062133,74663,19247,2.87920195355,719,12908,0.944298109699,4819,0,0.0,44936,3318,12.543098252,76,17612,0.995684760391,367,318,0.154088050314,617,164,2.76219512195,50081,3592,12.9423719376,1,8120,0.999876847291,634,9808,0.935358890701,107134,10241,9.46128307782,30295,1441,20.0235947259,429643.0,182596,332315,0,332315,0
93,916,58903,0.984449009388,308,2647,0.883641858708,314,26957,0.988351819564,74,505,0.853465346535,1056,385,1.74285714286,15351,935,15.4181818182,269,5856,0.95406420765,74728,19450,2.84205655527,1001,13012,0.923071011374,4826,0,0.0,44895,3348,12.4094982079,105,17774,0.994092494655,370,322,0.149068322981,627,165,2.8,50049,3629,12.7914025902,0,8205,1.0,857,9854,0.913030241526,107028,10308,9.38300349243,30268,1457,19.7741935484,429068.0,183712,333042,0,333042,0
