Day,Adjumani sim,Adjumani data,Adjumani error,East_Darfur sim,East_Darfur data,East_Darfur error,Haut-Uele sim,Haut-Uele data,Haut-Uele error,Ituri sim,Ituri data,Ituri error,Kakuma sim,Kakuma data,Kakuma error,Kiryandongo sim,Kiryandongo data,Kiryandongo error,Meri sim,Meri data,Meri error,North_Darfur sim,North_Darfur data,North_Darfur error,Rhino sim,Rhino data,Rhino error,South_Darfur sim,South_Darfur data,South_Darfur error,South_Kordofan sim,South_Kordofan data,South_Kordofan error,West_Kordofan sim,West_Kordofan data,West_Kordofan error,White_Nile sim,White_Nile data,White_Nile error,Total error,refugees in camps (UNHCR),total refugees (simulation),raw UNHCR refugee count,refugees in camps (simulation),refugee_debt
19,103,220,0.5318,2,3,0.3333,18,657,0.9726,6,55,0.8909,23,0,0.0,0,0,0.0,61,91,0.3297,0,0,0.0,34,31,0.0968,0,0,0.0,0,0,0.0,1,0,0.0,0,136,1.0,1.3145,1193,570,760,248,0
20,119,232,0.4871,2,3,0.3333,23,691,0.9667,7,57,0.8772,28,0,0.0,0,0,0.0,66,96,0.3125,0,0,0.0,38,32,0.1875,0,0,0.0,0,0,0.0,1,0,0.0,0,141,1.0,1.2659,1252,637,820,284,0
21,132,244,0.459,2,3,0.3333,26,726,0.9642,8,60,0.8667,30,0,0.0,0,0,0.0,72,101,0.2871,0,0,0.0,41,34,0.2059,0,0,0.0,0,0,0.0,1,0,0.0,0,146,1.0,1.225,1314,690,880,312,0
22,143,255,0.4392,2,3,0.3333,28,760,0.9632,9,63,0.8571,31,0,0.0,0,0,0.0,80,106,0.2453,0,0,0.0,43,35,0.2286,0,0,0.0,0,0,0.0,1,0,0.0,0,151,1.0,1.1872,1373,734,940,337,0
23,164,267,0.3858,2,3,0.3333,28,795,0.9648,12,66,0.8182,36,0,0.0,0,0,0.0,91,110,0.1727,0,0,0.0,48,37,0.2973,0,0,0.0,0,0,0.0,2,0,0.0,0,156,1.0,1.149,1434,784,1000,383,0
24,171,278,0.3849,2,3,0.3333,34,830,0.959,15,69,0.7826,42,0,0.0,0,0,0.0,109,115,0.0522,0,0,0.0,51,39,0.3077,0,0,0.0,0,0,0.0,2,0,0.0,0,162,1.0,1.0137,1496,874,1166,426,0
25,183,290,0.369,3,3,0.0,37,864,0.9572,15,72,0.7917,46,0,0.0,0,0,0.0,118,120,0.0167,0,0,0.0,57,40,0.425,0,0,0.0,0,0,0.0,2,0,0.0,0,167,1.0,0.919,1556,971,1333,461,0
26,197,302,0.3477,4,3,0.3333,39,899,0.9566,20,75,0.7333,52,0,0.0,0,0,0.0,128,125,0.024,0,0,0.0,63,42,0.5,0,0,0.0,0,0,0.0,3,0,0.0,0,172,1.0,0.848,1618,1090,1500,506,0
27,217,313,0.3067,6,3,1.0,45,933,0.9518,21,78,0.7308,57,0,0.0,0,0,0.0,148,130,0.1385,0,0,0.0,74,44,0.6818,1,0,0.0,0,0,0.0,3,0,0.0,0,177,1.0,0.76,1678,1259,1750,572,0
28,251,325,0.2277,8,3,1.6667,51,968,0.9473,25,81,0.6914,62,0,0.0,0,0,0.0,170,135,0.2593,0,0,0.0,88,45,0.9556,1,0,0.0,0,0,0.0,3,0,0.0,0,182,1.0,0.689,1739,1401,2000,659,0
29,290,337,0.1395,8,3,1.6667,59,1002,0.9411,29,84,0.6548,68,0,0.0,0,0,0.0,201,139,0.446,0,0,0.0,97,47,1.0638,1,0,0.0,0,0,0.0,3,0,0.0,0,188,1.0,0.5688,1800,1733,2500,756,0
