Day,Jewi sim,Jewi data,Jewi error,Kule sim,Kule data,Kule error,Pugnido sim,Pugnido data,Pugnido error,Teirkidi sim,Teirkidi data,Teirkidi error,Dadaab sim,Dadaab data,Dadaab error,Kakuma sim,Kakuma data,Kakuma error,EastDarfur sim,EastDarfur data,EastDarfur error,Khartoum sim,Khartoum data,Khartoum error,WestKordofan sim,WestKordofan data,WestKordofan error,WhiteNile sim,WhiteNile data,WhiteNile error,Total error,refugees in camps (UNHCR),refugees in camps (simulation),raw UNHCR refugee count
354,15795,6018,1.62462612164,15472,46039,0.663937096809,32800,45525,0.279516749039,28943,48849,0.407500665316,3278,644,4.0900621118,93099,89502,0.0401890460548,1281,164,6.81097560976,1066,31213,0.965847563515,3023,7256,0.583379272326,1798,10027,0.820684152787,0.4309819553564229,285237,404135,414127
355,15808,6035,1.61938690969,15474,46040,0.663900955691,32803,45706,0.282304292653,28958,48861,0.407339186672,3276,646,4.07120743034,93009,89521,0.0389629249003,1282,164,6.81707317073,1071,31232,0.965708247951,3033,7317,0.585485854859,1805,10026,0.819968082984,0.4309152927003516,285548,404481,414805
356,15820,6052,1.61401189689,15486,46039,0.663633006799,32811,46024,0.28708934469,28975,48872,0.407124733999,3273,648,4.05092592593,92920,89531,0.0378528107583,1286,164,6.84146341463,1078,31252,0.965506207603,3034,7378,0.588777446462,1807,10026,0.819768601636,0.43115397257208393,285986,404955,414805
357,15837,6069,1.60949085517,15510,46039,0.663111709637,32838,46343,0.291414021535,29006,48883,0.406623979707,3271,649,4.04006163328,92832,89541,0.0367541126411,1287,164,6.84756097561,1083,31272,0.96536838066,3046,7439,0.590536362414,1814,10025,0.819052369077,0.43120688210485153,286424,405430,414805
358,15854,6086,1.60499507065,15533,46039,0.662612133191,32850,46661,0.29598594115,29025,48894,0.406368879617,3268,651,4.01996927803,92751,89551,0.0357338276513,1291,164,6.87195121951,1086,31292,0.965294643998,3055,7499,0.592612348313,1815,10024,0.818934557063,0.4314180038415818,286861,405902,414805
359,15866,6103,1.59970506308,15551,46038,0.662213823363,32879,46980,0.300148999574,29035,48905,0.406297924548,3265,653,4.0,92641,89562,0.034378419419,1297,164,6.90853658537,1088,31312,0.965252938171,3063,7560,0.594841269841,1827,10024,0.817737430168,0.4314743074336671,287301,406378,416079
360,15887,6120,1.59591503268,15570,46038,0.661801120813,32906,47345,0.304974126096,29055,48916,0.406022569302,3257,655,3.97251908397,92552,89572,0.0332693252356,1302,164,6.93902439024,1092,31332,0.965147453083,3073,7621,0.596772077155,1834,10023,0.81702085204,0.43168187472635916,287786,406899,416335
361,15898,6137,1.59051653903,15576,46038,0.661670793692,32917,47711,0.310075244702,29075,48927,0.405747337871,3255,657,3.95433789954,92462,89582,0.0321493157107,1305,164,6.95731707317,1099,31352,0.964946414902,3078,7681,0.599270928265,1838,10023,0.816621769929,0.4319843758672365,288272,407501,416474
362,15920,6154,1.58693532662,15598,46038,0.661192927582,32927,48077,0.315119495809,29081,48939,0.405770448926,3252,659,3.93474962064,92358,89593,0.030861786077,1304,164,6.9512195122,1101,31366,0.96489829752,3086,7742,0.601394988375,1835,10022,0.81690281381,0.43227106810641586,288754,408098,416472
363,15944,6171,1.58369794199,15627,46048,0.660636726894,32947,48443,0.319881097372,29087,48950,0.405781409602,3249,660,3.92272727273,92290,89603,0.0299878352287,1308,164,6.9756097561,1104,31380,0.964818355641,3093,7803,0.603613994617,1838,10021,0.816585171141,0.4326535127902836,289243,408703,416472
364,15967,6188,1.58031674208,15651,46059,0.660196704227,32983,48809,0.324243479686,29117,48961,0.405302179286,3249,662,3.90785498489,92203,89613,0.0289020566212,1309,164,6.98170731707,1106,31394,0.964770338281,3102,7863,0.605494086227,1844,10021,0.8159864285,0.43282804227325755,289734,409309,416472
365,15981,6205,1.57550362611,15673,46069,0.659792919317,33016,49175,0.328601931876,29144,48972,0.404884423752,3244,664,3.88554216867,92099,89623,0.0276268368611,1316,164,7.0243902439,1107,31408,0.964754202751,3105,7924,0.608152448258,1850,10020,0.815369261477,0.43296557142069575,290224,409916,416472
366,16001,6222,1.57168113147,15690,46080,0.659505208333,33039,49541,0.333097838154,29176,48983,0.404364779617,3240,666,3.86486486486,92004,89634,0.0264408594953,1318,164,7.03658536585,1113,31422,0.964578957418,3113,7985,0.610144020038,1854,10019,0.814951591975,0.4331443745786266,290716,410524,419033
367,16028,6239,1.56900144254,15723,46090,0.658863093947,33075,49866,0.336722416075,29181,48994,0.404396456709,3240,668,3.8502994012,91911,89644,0.0252889206193,1318,164,7.03658536585,1112,31436,0.964626542817,3117,8045,0.612554381603,1857,10019,0.814652160894,0.4333178781790394,291165,411088,419033
368,16054,6256,1.56617647059,15736,46101,0.658662501898,33081,50191,0.340897770517,29205,49005,0.40404040404,3238,669,3.84005979073,91811,89654,0.0240591607736,1317,164,7.03048780488,1115,31451,0.96454802709,3125,8106,0.614483098939,1864,10018,0.813934917149,0.43352708194022943,291615,411653,419132
369,16079,6273,1.56320739678,15749,46112,0.658462005552,33119,50516,0.344385937129,29231,49017,0.403655874493,3234,671,3.81967213115,91724,89665,0.0229632521051,1319,164,7.04268292683,1118,31459,0.964461680282,3138,8167,0.615770784866,1870,10017,0.813317360487,0.4336285912874365,292061,412217,421518
370,16094,6289,1.5590713945,15767,46111,0.658064236299,33149,50685,0.345980073,29256,49024,0.403231070496,3231,673,3.80089153046,92217,89675,0.0283468079175,1322,164,7.06097560976,1121,31467,0.964375377379,3147,8227,0.617479032454,1868,10017,0.813517021064,0.43541589699382893,292332,412679,421518
371,16115,6307,1.5550975107,15777,46111,0.657847368307,33181,50854,0.347524285209,29301,49031,0.402398482593,3226,675,3.77925925926,93209,89685,0.0392930813402,1326,164,7.08536585366,1128,31476,0.964163171941,3154,8288,0.61944980695,1870,10016,0.813298722045,0.43884801115489375,292607,413145,421518
372,16138,6324,1.55186590765,15786,46111,0.657652187114,33183,51023,0.349646237971,29331,49039,0.401884214605,3224,677,3.76218611521,94190,89696,0.0501025686764,1325,164,7.07926829268,1131,31484,0.964076991488,3160,8349,0.62151155827,1874,10015,0.812880678982,0.44240342527024534,292882,413613,421693
373,16151,6341,1.54707459391,15820,46111,0.656914835939,33214,51192,0.351187685576,29354,49046,0.40150063206,3223,679,3.74668630339,94470,89712,0.0530363830926,1329,164,7.10365853659,1137,31492,0.963895592531,3162,8409,0.623974313236,1880,10015,0.812281577634,0.4433570631837113,293161,414083,422369
374,16169,6358,1.54309531299,15838,46111,0.656524473553,33237,51342,0.35263526937,29391,49054,0.400843967872,3220,680,3.73529411765,94378,89729,0.0518115659374,1335,164,7.14024390244,1139,31501,0.963842417701,3168,8470,0.625974025974,1889,10014,0.811364090274,0.4430497950058448,293423,414537,422369
375,16191,6375,1.53976470588,15859,46111,0.656069050769,33255,51493,0.354184063853,29422,49061,0.400297588716,3218,682,3.71847507331,94297,89746,0.0507097809373,1340,164,7.17073170732,1146,31509,0.963629439208,3174,8531,0.62794514125,1895,10014,0.810764929099,0.442809667467976,293686,414991,422369
376,16205,6392,1.53520025031,15874,46111,0.65574374878,33288,51644,0.355433351406,29457,49069,0.399682080336,3215,684,3.70029239766,94205,89763,0.0494858683422,1345,164,7.2012195122,1149,31518,0.963544641157,3176,8591,0.630310790362,1901,10013,0.810146809148,0.44248492085361746,293949,415447,424328
377,16229,6409,1.53222031518,15896,46112,0.655274115198,33314,51829,0.357232437438,29494,49068,0.398915790332,3213,686,3.68367346939,94118,89780,0.0483181109378,1345,164,7.2012195122,1152,31535,0.963469161249,3175,8652,0.63303282478,1908,10012,0.809428685577,0.4422644920763848,294247,415890,424328
378,16247,6426,1.52832244009,15920,46114,0.654768616906,33346,52015,0.358915697395,29523,49068,0.398324773783,3211,688,3.66715116279,94026,89797,0.0470951145361,1350,164,7.23170731707,1155,31553,0.963394922828,3182,8713,0.634798576839,1913,10012,0.808929284858,0.4420132405364115,294550,416340,424328
379,16267,6443,1.52475554866,15941,46116,0.654328215804,33389,52201,0.360376238003,29563,49067,0.397497299611,3209,690,3.65072463768,93942,89814,0.0459616540851,1353,164,7.25,1162,31571,0.963194070508,3188,8773,0.636612333295,1917,10011,0.808510638298,0.4417127352891301,294850,416786,424446
380,16304,6460,1.52383900929,15965,46117,0.653815295878,33429,52387,0.36188367343,29588,49067,0.396987792202,3207,691,3.64109985528,93857,89819,0.0449570803505,1355,164,7.26219512195,1167,31589,0.963056760265,3195,8834,0.638329182703,1922,10010,0.807992007992,0.4415798711111412,295138,417221,425189
381,16322,6476,1.52038295244,15985,46119,0.653396647802,33465,52479,0.362316355113,29639,49066,0.395936086088,3202,693,3.62049062049,93777,89825,0.0439966601726,1359,164,7.28658536585,1171,31607,0.962951244977,3204,8895,0.639797639123,1921,10010,0.808091908092,0.4411716903573581,295334,417563,425189
382,16346,6494,1.51709270095,16013,46121,0.652804579259,33495,52571,0.362861653763,29672,49066,0.395263522602,3200,695,3.60431654676,93691,89830,0.042981186686,1362,164,7.30487804878,1179,31625,0.962719367589,3211,8955,0.641429369068,1922,10009,0.807972824458,0.44080465604168784,295530,417906,426215
383,16370,6511,1.51420672708,16041,46123,0.652212562062,33531,52664,0.363303205226,29708,49066,0.394529816981,3197,697,3.58680057389,93609,89836,0.0419987532838,1364,164,7.31707317073,1180,31634,0.962698362521,3218,9016,0.643078970719,1924,10008,0.807753796962,0.44042148120343977,295719,418197,426501
384,16397,6528,1.51179534314,16065,46136,0.651790358939,33560,52708,0.36328451089,29740,49070,0.393927043,3196,699,3.57224606581,93510,89841,0.0408388152403,1364,164,7.31707317073,1183,31644,0.962615345721,3232,9077,0.643935220888,1932,10008,0.806954436451,0.4399357836924377,295875,418457,426501
385,16421,6545,1.5089381207,16087,46150,0.65141928494,33583,52752,0.363379587504,29782,49074,0.39312059339,3194,700,3.56285714286,93420,89847,0.0397676049284,1369,164,7.34756097561,1191,31654,0.962374423454,3240,9138,0.645436638214,1941,10007,0.806035774958,0.4394776222760454,296031,418716,426501
386,16428,6562,1.50350502895,16098,46163,0.651279162966,33616,52796,0.363285097356,29819,49078,0.392416153878,3190,702,3.54415954416,93314,89852,0.0385300271558,1374,164,7.37804878049,1192,31664,0.962354724608,3252,9198,0.646444879322,1945,10007,0.805636054762,0.43894714807587126,296186,418974,426501
387,16451,6579,1.50053199574,16128,46177,0.650735214501,33658,52840,0.363020439061,29858,49082,0.391671081048,3189,704,3.52982954545,93213,89858,0.0373366867725,1371,164,7.35975609756,1196,31674,0.962240323294,3267,9259,0.647154120315,1949,10006,0.805216869878,0.4383467805887097,296343,419234,426677
388,16479,6596,1.49833232262,16167,46191,0.649996752614,33688,52998,0.364353371825,29908,49086,0.390702033166,3188,706,3.51558073654,93115,89863,0.0361884201507,1375,164,7.38414634146,1201,31684,0.962094432521,3276,9320,0.648497854077,1953,10005,0.804797601199,0.43800844871937505,296613,419608,426677
389,16500,6613,1.49508543777,16191,46204,0.649575794304,33715,53156,0.365734818271,29940,49090,0.390099816663,3186,708,3.5,93025,89869,0.0351177825502,1378,164,7.40243902439,1201,31694,0.962106392377,3278,9380,0.650533049041,1953,10005,0.804797601199,0.43783578042528537,296883,419980,426677
390,16524,6630,1.49230769231,16234,46218,0.648751568653,33742,53314,0.367108076678,29975,49094,0.389436591029,3183,710,3.48309859155,92916,89875,0.0338358831711,1379,164,7.40853658537,1207,31704,0.961929094121,3280,9441,0.652579175935,1968,10004,0.803278688525,0.4374566722978658,297154,420354,427151
391,16548,6647,1.48954415526,16275,46232,0.647971102267,33789,53317,0.366262167789,30018,49098,0.388610534034,3179,711,3.4711673699,92813,89880,0.0326323987539,1385,164,7.44512195122,1210,31714,0.961846503122,3284,9502,0.654388549779,1968,10003,0.803259022293,0.43679440773981726,297268,420571,427151
392,16579,6663,1.48821852019,16297,46245,0.647594334523,33825,53320,0.365622655664,30050,49102,0.388008635086,3178,713,3.4572230014,92710,89886,0.0314175733707,1389,164,7.46951219512,1217,31724,0.961637876686,3288,9562,0.656138883079,1971,10003,0.802959112266,0.4362671580660564,297382,420790,427151
393,16607,6681,1.48570573267,16317,46259,0.647268639616,33856,53323,0.365076983666,30080,49106,0.387447562416,3175,715,3.44055944056,92622,89891,0.0303812395012,1391,164,7.48170731707,1220,31733,0.961554218006,3295,9623,0.657591187779,1974,10002,0.802639472106,0.4357959912200795,297497,421008,427151
394,16634,6698,1.48342788892,16340,46273,0.646878309165,33879,53326,0.364681393692,30088,49110,0.38733455508,3171,717,3.42259414226,92534,89897,0.029333570642,1396,164,7.51219512195,1221,31743,0.961534826576,3303,9684,0.658921933086,1978,10001,0.802219778022,0.43542116775812884,297613,421227,427151
395,16665,6715,1.48175725987,16368,46286,0.646372553256,33907,53330,0.364204012751,30110,49114,0.386936515047,3165,719,3.40194714882,92439,89902,0.0282196169162,1402,164,7.5487804878,1221,31753,0.961546940447,3313,9744,0.65999589491,1983,10001,0.801719828017,0.43495069325021496,297728,421445,427151
396,16692,6732,1.47950089127,16388,46300,0.646047516199,33939,53333,0.363639772749,30135,49118,0.386477462437,3165,720,3.39583333333,92338,89908,0.0270276282422,1406,164,7.57317073171,1224,31763,0.961464597173,3322,9805,0.66119326874,1986,10000,0.8014,0.4344637946837763,297843,421663,427151
397,16720,6749,1.47740405986,16411,46314,0.645657900419,33989,53336,0.362738113094,30157,49122,0.386079557021,3163,722,3.38088642659,92237,89913,0.0258472078565,1405,164,7.56707317073,1226,31773,0.961413778995,3327,9866,0.662781269005,1990,9999,0.80098009801,0.4339101484101786,297958,421881,427398
398,16753,6766,1.47605675436,16430,46313,0.645239997409,34014,53339,0.362305255067,30203,49121,0.385130595875,3161,724,3.36602209945,92151,89919,0.0248223401061,1408,164,7.58536585366,1226,31783,0.961425919517,3335,9926,0.66401370139,1997,9999,0.800280028003,0.4333979748636153,298054,422080,427398
399,16772,6783,1.47265221878,16440,46313,0.645024075314,34050,53342,0.361666229238,30234,49121,0.384499501232,3156,726,3.34710743802,92056,89924,0.023708909746,1415,164,7.62804878049,1230,31793,0.961312238543,3336,9987,0.665965755482,2002,9998,0.79975995199,0.4328813252345288,298151,422281,427398
400,16787,6800,1.46867647059,16461,46312,0.644562964243,34095,53346,0.360870543246,30261,49120,0.383937296417,3150,728,3.32692307692,91955,89930,0.0225175136217,1420,164,7.65853658537,1236,31803,0.961135741911,3336,10048,0.667993630573,2007,9998,0.79925985197,0.43225962199370327,298249,422482,427398
401,16813,6817,1.46633416459,16474,46312,0.644282259458,34136,53349,0.360137959474,30310,49120,0.382939739414,3146,730,3.3095890411,91851,89936,0.0212929194094,1425,164,7.68902439024,1244,31813,0.960896488857,3339,10108,0.669667590028,2015,9997,0.79843953186,0.43160960763677075,298346,422683,429609
402,16843,6834,1.4645888206,16502,46311,0.643669970417,34188,53352,0.359199280252,30346,49119,0.382194262913,3139,731,3.29411764706,91751,90091,0.0184258138993,1427,164,7.7012195122,1245,31823,0.960877352858,3345,10169,0.67105910119,2023,9996,0.797619047619,0.4302253926789243,298590,423031,429609
403,16856,6850,1.46072992701,16530,46311,0.643065362441,34216,53355,0.35871052385,30363,49119,0.381848164661,3133,733,3.27421555252,92157,90246,0.0211754537597,1433,164,7.73780487805,1243,31833,0.960952470706,3352,10230,0.672336265885,2033,9996,0.796618647459,0.4306461381957388,298837,423385,429892
404,16876,6868,1.4571927781,16539,46311,0.642871024163,34271,53359,0.357727843475,30395,49119,0.3811966856,3128,735,3.25578231293,93018,90401,0.0289487948142,1436,164,7.75609756098,1246,31852,0.960881577295,3359,10290,0.673566569485,2039,9995,0.795997998999,0.43252957264271436,299094,423754,429892
405,16895,6885,1.45388525781,16560,46310,0.642409846685,34292,53362,0.357370413403,30445,49118,0.380166130543,3128,737,3.24423337856,94021,90556,0.0382636158841,1437,164,7.76219512195,1247,31871,0.960873521383,3361,10351,0.675297072747,2046,9994,0.7952771663,0.4349252375162019,299348,424122,429892
406,16925,6902,1.45218777166,16588,46310,0.641805225653,34327,53365,0.356750679284,30480,49118,0.379453560813,3127,739,3.23139377537,94351,90711,0.0401274376867,1441,164,7.78658536585,1247,31891,0.960898059014,3366,10412,0.676719170188,2047,9994,0.795177106264,0.4351147840830958,299606,424493,429892
407,16949,6919,1.44963144963,16603,46309,0.64147357965,34346,53368,0.356430819967,30525,49117,0.378524747033,3125,740,3.22297297297,94258,90866,0.0373296942751,1444,164,7.80487804878,1250,31910,0.960827326857,3374,10472,0.677807486631,2052,9993,0.794656259382,0.4338920422333238,299858,424860,430822
408,16973,6936,1.44708765859,16617,46309,0.641171262606,34366,53371,0.356092259841,30548,49117,0.378056477391,3122,742,3.20754716981,94158,90746,0.0375994534194,1445,164,7.81097560976,1250,31930,0.960851863451,3379,10533,0.67919870882,2058,9992,0.794035228183,0.43404482390608323,299840,424955,430822
409,17009,6953,1.44628218035,16635,46308,0.640774812127,34398,53375,0.355540983607,30576,49116,0.377473735646,3119,744,3.19220430108,94079,90627,0.0380901938716,1452,164,7.85365853659,1252,31949,0.960812544994,3393,10594,0.679724372286,2063,9992,0.793534827862,0.4342176357972397,299822,425051,430822
410,17032,6970,1.44361549498,16658,46308,0.640278137687,34425,53378,0.355071377721,30598,49116,0.377025816435,3115,746,3.17560321716,93982,90507,0.0383948202901,1455,164,7.87195121951,1257,31969,0.960680659389,3408,10654,0.680120142669,2063,9991,0.793514162746,0.43429852269657077,299803,425146,431950
411,17049,6987,1.44010304852,16680,46308,0.639803057787,34465,53381,0.354358292276,30629,49116,0.376394657545,3111,748,3.15909090909,93894,90388,0.0387883347347,1457,164,7.88414634146,1263,31982,0.960509036333,3417,10715,0.681101259916,2062,9991,0.793614252828,0.4343218360130763,299780,425286,431938
412,17074,7004,1.43774985722,16715,46311,0.639070631168,34500,53384,0.353738947999,30655,49116,0.375865298477,3108,750,3.144,93812,90268,0.0392608676386,1462,164,7.91463414634,1260,31995,0.960618846695,3419,10776,0.682720861173,2069,9990,0.792892892893,0.4344304405553813,299758,425427,431938
413,17091,7021,1.4342686227,16747,46314,0.638403074664,34527,53387,0.353269522543,30694,49116,0.375071259875,3106,751,3.13581890812,93721,90149,0.0396232903305,1463,164,7.92073170732,1258,32008,0.960697325669,3423,10837,0.684137676479,2070,9989,0.792772049254,0.434475671924627,299736,425568,431938
414,17107,7037,1.43100753162,16781,46317,0.637692423948,34566,53391,0.35258751475,30731,49116,0.3743179412,3106,753,3.12483399734,93634,90030,0.0400311007442,1465,164,7.93292682927,1266,32022,0.960464680532,3436,10897,0.684683857943,2074,9989,0.79237160877,0.4344312615943093,299716,425711,431102
415,17127,7055,1.42763997165,16797,46321,0.637378294942,34597,53394,0.352043300745,30747,49117,0.374004927011,3106,755,3.11390728477,93543,90053,0.0387549554151,1472,164,7.9756097561,1269,32035,0.960387076635,3447,10958,0.685435298412,2079,9988,0.791850220264,0.43389140875133403,299840,425998,431102
416,17145,7072,1.42434954751,16820,46324,0.636905275883,34637,53397,0.351330599097,30777,49117,0.373394140522,3104,757,3.10039630119,93444,90076,0.0373906478973,1473,164,7.98170731707,1273,32048,0.960278332501,3458,11019,0.686178419094,2081,9987,0.791629117853,0.43319964928774074,299961,426282,431102
417,17165,7089,1.42135703202,16834,46327,0.636626589246,34665,53400,0.350842696629,30811,49117,0.372701915834,3103,759,3.0882740448,93352,90099,0.0361047292423,1477,164,8.00609756098,1274,32062,0.960264487555,3467,11079,0.687065619641,2085,9987,0.791228597176,0.43262030838134785,300083,426567,432383
418,17192,7106,1.41936391782,16856,46331,0.636183117135,34697,53404,0.35029211295,30864,49118,0.371635652917,3102,761,3.07621550591,93250,90122,0.0347085062471,1481,164,8.03048780488,1279,32091,0.960144588826,3476,11140,0.687971274686,2090,9986,0.790706989786,0.4319455871135789,300223,426918,432498
419,17219,7123,1.41738031728,16878,46336,0.635747582873,34738,53406,0.349548739842,30892,49129,0.371206415763,3101,762,3.06955380577,93166,90145,0.0335126740252,1484,164,8.0487804878,1285,32121,0.959995018835,3483,11201,0.689045620927,2094,9985,0.790285428142,0.43141171613865475,300372,427277,432498
420,17245,7140,1.41526610644,16893,46342,0.635471062967,34768,53409,0.349023572806,30914,49140,0.370899470899,3100,764,3.05759162304,93072,90168,0.0322065477775,1488,164,8.07317073171,1286,32151,0.960001244129,3495,11261,0.689636799574,2095,9985,0.790185277917,0.4309339686680598,300524,427640,432498
421,17270,7157,1.41302221601,16924,46348,0.63484940019,34796,53411,0.348523712344,30941,49152,0.37050374349,3098,766,3.04438642298,92966,90192,0.0307566081249,1489,164,8.07926829268,1291,32180,0.959881914232,3497,11322,0.691132308779,2096,9984,0.790064102564,0.4303502773749817,300676,428003,432660
422,17290,7174,1.41009199888,16944,46353,0.634457316679,34823,53414,0.348054817089,30961,49163,0.370237780445,3096,768,3.03125,92868,90201,0.0295672996973,1492,164,8.09756097561,1291,32210,0.959919279727,3505,11383,0.692084687692,2101,9983,0.789542221777,0.42990163324058467,300813,428352,432660
423,17305,7191,1.40648032263,16967,46359,0.634008498889,34841,53416,0.347742249513,30960,49175,0.370411794611,3090,770,3.01298701299,92766,90210,0.0283338875956,1494,164,8.10975609756,1291,32240,0.959956575682,3514,11443,0.692912697719,2106,9983,0.78904137033,0.4294951669873169,300951,428700,432660
424,17311,7208,1.40163706992,17000,46365,0.63334411733,34869,53419,0.347254722103,30991,49186,0.369922335624,3085,771,3.00129701686,92665,90219,0.0271118057172,1490,164,8.08536585366,1294,32270,0.95990083669,3513,11504,0.694627955494,2112,9982,0.788419154478,0.4288978637474758,301088,429049,434392
425,17344,7225,1.40055363322,17024,46371,0.632873994522,34889,53422,0.346917000487,31020,49198,0.369486564494,3082,773,2.98706338939,92582,90228,0.0260894622512,1494,164,8.10975609756,1297,32270,0.959807871088,3521,11565,0.695546908776,2119,9982,0.787717892206,0.42845570023705337,301198,429251,434530
426,17359,7242,1.39698978183,17054,46374,0.632250830207,34924,53445,0.346543175227,31053,49204,0.368892772945,3080,775,2.97419354839,92481,90238,0.0248564906137,1494,164,8.10975609756,1300,32270,0.959714905485,3537,11625,0.695741935484,2129,9981,0.786694719968,0.42777729840235235,301318,429464,434530
427,17377,7259,1.39385590302,17071,46377,0.631908057874,34945,53468,0.346431510436,31082,49211,0.368393245413,3075,777,2.95752895753,92387,90247,0.0237126995911,1496,164,8.12195121951,1301,32270,0.959683916951,3550,11686,0.696217696389,2137,9980,0.785871743487,0.4272638908701263,301439,429678,434530
428,17390,7276,1.39004947774,17097,46380,0.631371280724,34990,53491,0.345871268064,31103,49218,0.368056402129,3071,779,2.94223363286,92304,90256,0.0226910122319,1497,164,8.12804878049,1302,32270,0.959652928416,3552,11747,0.697624925513,2139,9980,0.785671342685,0.42674616412599775,301561,429892,434530
429,17408,7293,1.38694638695,17117,46384,0.630971886858,35032,53515,0.345379800056,31142,49224,0.367341134406,3064,781,2.92317541613,92200,90265,0.0214368802969,1504,164,8.17073170732,1304,32270,0.959590951348,3554,11807,0.698992123317,2146,9979,0.784948391622,0.42613414124806914,301682,430106,434623
430,17419,7310,1.3829001368,17131,46387,0.630693944424,35059,53822,0.34861209171,31169,49231,0.366882655238,3063,782,2.9168797954,92116,90274,0.0204045461595,1510,164,8.20731707317,1306,32270,0.95952897428,3560,11868,0.700033704078,2147,9978,0.784826618561,0.4262428579940812,302086,430603,434623
431,17432,7327,1.37914562577,17151,46390,0.63028669972,35098,54130,0.351598004803,31190,49238,0.366546163532,3059,784,2.90178571429,92019,90284,0.0192171370342,1512,164,8.21951219512,1312,32270,0.959343043074,3561,11929,0.701483779026,2152,9978,0.784325516135,0.4262365534522999,302494,431105,434623
432,17448,7344,1.37581699346,17171,46394,0.629887485451,35133,54438,0.354623608509,31216,49245,0.366108234339,3058,786,2.89058524173,91928,90293,0.0181077159913,1512,164,8.21951219512,1313,32270,0.95931205454,3572,11989,0.70206022187,2156,9977,0.783902976847,0.4262495873225487,302900,431603,435616
433,17472,7361,1.37359054476,17203,46394,0.629197741087,35154,54444,0.354309014767,31244,49245,0.365539648695,3055,788,2.8769035533,91829,90302,0.0169099244756,1512,164,8.21951219512,1316,32270,0.959219088937,3576,12050,0.703236514523,2158,9976,0.783680834002,0.4256882974580355,302994,431790,435616
434,17493,7378,1.37096774194,17241,46395,0.628386679599,35192,54451,0.353694147031,31260,49245,0.365214742613,3053,790,2.86455696203,91734,90311,0.0157566630864,1517,164,8.25,1318,32270,0.959157111869,3575,12111,0.704813805631,2165,9976,0.78297914996,0.425123147833489,303091,431980,435616
435,17514,7395,1.36835699797,17264,46395,0.627890936523,35206,54458,0.353520143964,31289,49245,0.36462585034,3047,791,2.85208596713,92171,90321,0.0204825013009,1524,164,8.29268292683,1322,32270,0.959033157732,3589,12171,0.705118724838,2172,9975,0.782255639098,0.42633045830103733,303185,432166,435745
436,17529,7412,1.36494873179,17293,46396,0.627273902923,35231,54465,0.353144221059,31320,49246,0.364009259635,3044,793,2.83858764187,93117,90323,0.0309334278091,1523,164,8.28658536585,1329,32270,0.958816237992,3591,12232,0.706425768476,2176,9975,0.781854636591,0.42919650747174193,303276,432350,435772
437,17559,7429,1.36357517836,17323,46396,0.626627295457,35256,54463,0.352661439877,31352,49246,0.363359460667,3039,795,2.82264150943,94001,90325,0.0406974813175,1529,164,8.32317073171,1333,32270,0.958692283855,3602,12293,0.706987716587,2181,9974,0.781331461801,0.4318702510260256,303355,432522,435772
438,17569,7446,1.35952189095,17346,46397,0.626139621096,35291,54462,0.352006903896,31378,49246,0.362831499005,3038,797,2.81179422836,94301,90327,0.0439957044959,1534,164,8.35365853659,1336,32270,0.958599318252,3611,12353,0.70768234437,2181,9973,0.781309535747,0.43260006261637585,303435,432696,437166
439,17583,7463,1.35602304703,17360,46398,0.625845941635,35341,54461,0.351076917427,31421,49247,0.361971287591,3037,799,2.80100125156,94215,90329,0.0430205138992,1537,164,8.37195121951,1334,32280,0.958674101611,3617,12414,0.708635411632,2183,9973,0.781108994285,0.43203262960912997,303528,432868,437172
440,17594,7480,1.35213903743,17397,46398,0.62504849347,35362,54459,0.350667474614,31443,49247,0.361524559872,3034,801,2.78776529338,94122,90331,0.0419678737089,1540,164,8.39024390244,1336,32291,0.958626242606,3618,12475,0.70997995992,2190,9972,0.780385078219,0.43149615635436633,303618,433038,437172
441,17625,7497,1.35094037615,17419,46399,0.624582426345,35399,54458,0.349976128393,31466,49248,0.361070500325,3031,802,2.77930174564,94031,90333,0.0409374204333,1542,164,8.40243902439,1339,32302,0.958547458362,3625,12536,0.710832801532,2197,9971,0.779661016949,0.43100984491784927,303710,433211,437172
442,17640,7514,1.34761778014,17448,46399,0.623957412875,35433,54457,0.349339846117,31504,49249,0.360311884505,3030,804,2.76865671642,93944,90335,0.0399512924116,1550,164,8.4512195122,1343,32313,0.95843778046,3630,12596,0.711813274055,2205,9971,0.778858690202,0.43044153758039777,303802,433384,437172
443,17662,7531,1.34523967601,17470,46400,0.62349137931,35455,54456,0.348923901866,31534,49250,0.359715736041,3029,806,2.75806451613,93848,90337,0.0388655811019,1554,164,8.4756097561,1342,32324,0.958482861032,3637,12657,0.712649126965,2213,9970,0.778034102307,0.4299544250481252,303895,433556,437179
444,17682,7548,1.3426073132,17489,46400,0.623081896552,35482,54503,0.348989963855,31575,49251,0.358896266066,3022,808,2.7400990099,93759,90354,0.0376851052527,1560,164,8.51219512195,1343,32335,0.958466058451,3645,12718,0.713398333071,2219,9969,0.77740997091,0.4294425259003453,304050,433791,437179
445,17712,7565,1.34130865829,17523,46401,0.622357276783,35513,54550,0.348982584785,31618,49252,0.358036221879,3020,810,2.72839506173,93676,90371,0.0365714665103,1564,164,8.53658536585,1344,32346,0.958449267297,3653,12778,0.714118015339,2216,9969,0.777710903802,0.42895603637009133,304206,434029,437255
