Day,Jewi sim,Jewi data,Jewi error,Kule sim,Kule data,Kule error,Pugnido sim,Pugnido data,Pugnido error,Teirkidi sim,Teirkidi data,Teirkidi error,Dadaab sim,Dadaab data,Dadaab error,Kakuma sim,Kakuma data,Kakuma error,EastDarfur sim,EastDarfur data,EastDarfur error,Khartoum sim,Khartoum data,Khartoum error,WestKordofan sim,WestKordofan data,WestKordofan error,WhiteNile sim,WhiteNile data,WhiteNile error,Total error,refugees in camps (UNHCR),refugees in camps (simulation),raw UNHCR refugee count
446,17727,7582,1.33803745714,17548,46402,0.621826645403,35537,54597,0.349103430591,31640,49253,0.357602582584,3017,811,2.72009864365,93572,90388,0.0352259149445,1564,164,8.53658536585,1346,32392,0.958446530007,3664,12839,0.714619518654,2220,9968,0.777287319422,0.42849117596814673,304396,434299,437400
447,17749,7599,1.33570206606,17566,46414,0.621536605335,35554,54642,0.349328355477,31651,49253,0.357379245934,3014,813,2.70725707257,93477,90405,0.0339804214369,1567,164,8.55487804878,1352,32438,0.958320488316,3674,12900,0.71519379845,2229,9967,0.776361994582,0.42815541949145586,304595,434578,437400
448,17767,7616,1.33285189076,17593,46426,0.621052858312,35578,54687,0.349424909028,31671,49254,0.356986234621,3010,815,2.69325153374,93394,90422,0.032868107319,1566,164,8.5487804878,1354,32484,0.95831794114,3680,12960,0.716049382716,2234,9967,0.775860339119,0.4277891697698453,304795,434857,437400
449,17783,7633,1.32975239093,17606,46438,0.620870838537,35609,54732,0.349393407878,31690,49255,0.356613541772,3008,817,2.6817625459,93311,90440,0.0317448031844,1571,164,8.57926829268,1356,32530,0.958315401168,3690,13021,0.716611627371,2238,9966,0.775436484046,0.42745478629227923,304996,435140,437503
450,17801,7650,1.32692810458,17627,46450,0.620516684607,35631,54777,0.349526261022,31716,49256,0.356098749391,3006,819,2.67032967033,93230,90443,0.0308149884458,1574,164,8.59756097561,1361,32576,0.958220776031,3692,13082,0.717780155939,2241,9966,0.775135460566,0.42719941805408557,305183,435407,437683
451,17821,7667,1.32437720099,17634,46462,0.620464035125,35666,54804,0.349208087001,31749,49257,0.355441866131,3005,821,2.66017052375,93143,90446,0.0298188974637,1581,164,8.64024390244,1363,32622,0.958218380234,3698,13142,0.718612083397,2247,9965,0.774510787757,0.42687735385623055,305350,435654,437683
452,17843,7684,1.32209786569,17656,46474,0.620088651719,35694,54831,0.349017891339,31779,49258,0.354845913354,3000,822,2.6496350365,93044,90449,0.0286902011078,1582,164,8.64634146341,1368,32669,0.95812544002,3704,13203,0.719457699008,2254,9964,0.773785628262,0.4264691442075426,305518,435904,440872
453,17854,7701,1.31840020777,17667,46486,0.619950092501,35713,54859,0.349003809767,31805,49259,0.354331188209,2998,824,2.63834951456,92933,90452,0.0274289125724,1589,164,8.68902439024,1369,32712,0.958149914404,3712,13264,0.720144752714,2264,9964,0.772782015255,0.42608240509020723,305685,436173,441050
454,17872,7718,1.3156258098,17682,46493,0.619684683716,35761,54866,0.348212007436,31834,49268,0.353860517983,2995,826,2.62590799031,92834,90455,0.0263003703499,1592,164,8.70731707317,1372,32756,0.9581145439,3721,13324,0.720729510657,2267,9963,0.772458094951,0.4256015537891594,305833,436424,441050
455,17896,7735,1.31363930187,17708,46500,0.619182795699,35778,54873,0.347985347985,31851,49277,0.353633541003,2991,828,2.61231884058,92725,90458,0.0250613544407,1598,164,8.74390243902,1379,32799,0.957956035245,3724,13385,0.721778109824,2265,9962,0.772636016864,0.42524209019514286,305981,436675,441050
456,17920,7752,1.31166150671,17724,46507,0.61889608016,35810,54880,0.347485422741,31868,49286,0.353406646918,2988,830,2.6,92651,90461,0.0242093277766,1602,164,8.76829268293,1382,32843,0.957921018177,3725,13446,0.722965937825,2268,9962,0.772334872516,0.42498472875990995,306131,436928,441071
457,17940,7769,1.30917750032,17740,46515,0.61861765022,35821,54888,0.347380119516,31913,49295,0.352611826757,2986,832,2.58894230769,92543,90469,0.0229249798273,1604,164,8.78048780488,1385,32886,0.957884814207,3733,13506,0.723604324004,2269,9961,0.772211625339,0.42453597139918703,306285,437185,441071
458,17958,7786,1.30644746982,17757,46522,0.618309616955,35856,54895,0.346825758266,31917,49304,0.352648872302,2984,833,2.58223289316,92453,90478,0.0218285107982,1608,164,8.80487804878,1387,32930,0.957880352262,3747,13567,0.723815139677,2274,9960,0.771686746988,0.42416924738691875,306439,437442,441071
459,17980,7803,1.30424195822,17773,46529,0.618023168347,35882,54902,0.346435466832,31922,49313,0.352665625697,2981,835,2.57005988024,92378,90486,0.0209093119378,1610,164,8.81707317073,1389,32974,0.957875902226,3757,13628,0.72431758145,2277,9960,0.771385542169,0.4239058820459631,306594,437701,442188
460,17999,7820,1.30166240409,17796,46537,0.617594602145,35912,54910,0.345984338008,31943,49323,0.352371104758,2976,837,2.55555555556,92291,90495,0.0198464003536,1612,164,8.82926829268,1391,32974,0.957815248378,3762,13688,0.725160724722,2279,9959,0.771161763229,0.423433439732383,306707,437850,442354
461,18023,7837,1.29973204032,17815,46534,0.617161645249,35947,55035,0.346833833015,31959,49323,0.352046712487,2973,839,2.54350417163,92185,90503,0.0185850192811,1611,164,8.82317073171,1395,32974,0.957693940681,3767,13749,0.726016437559,2282,9959,0.770860528165,0.4231046178608549,306917,438098,442354
462,18040,7854,1.29691876751,17835,46531,0.616707141476,35991,55161,0.347528144885,31974,49323,0.351742594733,2967,841,2.52794292509,92085,90512,0.0173789110836,1612,164,8.82926829268,1396,32974,0.957663613756,3775,13810,0.726647356988,2284,9958,0.770636674031,0.4227390534239796,307128,438346,442354
463,18051,7871,1.2933553551,17866,46528,0.616016162311,36005,55287,0.348761915098,32005,49323,0.351114084707,2965,842,2.52137767221,91993,90521,0.016261420002,1619,164,8.87195121951,1398,32974,0.957602959908,3784,13870,0.727180966114,2294,9957,0.769609320076,0.4223930083263649,307337,438593,442354
464,18068,7888,1.29056795132,17883,46525,0.615626007523,36037,55413,0.349665241008,32021,49323,0.350789692436,2964,844,2.51184834123,91890,90529,0.0150338565543,1625,164,8.90853658537,1399,32974,0.957572632984,3795,13931,0.727585959371,2298,9957,0.769207592648,0.42208695878366953,307548,438841,442857
465,18085,7905,1.28779253637,17896,46522,0.615321783242,36073,55578,0.35094821692,32046,49323,0.350282829512,2958,846,2.49645390071,91801,90538,0.0139499436701,1623,164,8.89634146341,1403,32974,0.957451325287,3799,13992,0.728487707261,2301,9956,0.768883085577,0.42183834852728086,307798,439129,442857
466,18099,7922,1.28465034082,17926,46519,0.614652077646,36118,55743,0.352062142332,32070,49323,0.349796241105,2954,848,2.48349056604,91826,90546,0.0141364610253,1625,164,8.90853658537,1407,32974,0.95733001759,3812,14052,0.728721890122,2301,9955,0.768859869412,0.4218720580692494,308046,439415,443207
467,18118,7939,1.28215140446,17961,46517,0.613883096502,36140,55909,0.353592444866,32090,49324,0.349403941286,2953,850,2.47411764706,92542,90555,0.0219424659047,1629,164,8.93292682927,1412,32974,0.957178382968,3823,14113,0.729115000354,2303,9955,0.768658965344,0.424252351605579,308300,439688,443684
468,18133,7956,1.2791603821,17984,46522,0.613430205064,36157,55978,0.354085533602,32097,49323,0.349248829147,2950,852,2.46244131455,93614,90563,0.0336892549938,1632,164,8.9512195122,1412,32974,0.957178382968,3832,14174,0.729645830394,2305,9954,0.76843480008,0.4277118589120145,308460,439867,443684
469,18165,7973,1.2783143108,18007,46527,0.612977410966,36184,56047,0.354398986565,32122,49323,0.348741966223,2945,853,2.45252051583,94549,90572,0.0439098176037,1629,164,8.93292682927,1415,32974,0.957087402196,3834,14235,0.730663856691,2307,9953,0.768210589772,0.43067710881631516,308621,440047,443684
470,18187,7990,1.27622027534,18023,46533,0.612683471945,36209,56116,0.354747309145,32131,49323,0.34855949557,2942,855,2.44093567251,94876,90581,0.0474161247944,1631,164,8.94512195122,1416,32974,0.957057075271,3840,14295,0.731374606506,2316,9953,0.767306339797,0.4317095445359863,308784,440229,443804
471,18208,8007,1.27401024104,18050,46538,0.612144913834,36231,56186,0.355159648311,32153,49323,0.348113456197,2942,857,2.43290548425,94782,90593,0.0462397757001,1634,164,8.96341463415,1423,32974,0.956844786802,3849,14356,0.7318891056,2317,9952,0.767182475884,0.43130279980579384,308950,440414,443804
472,18232,8024,1.27218344965,18064,46544,0.611894121691,36265,56255,0.35534619145,32172,49323,0.347728240375,2940,859,2.42258440047,94696,90606,0.0451404984217,1634,164,8.96341463415,1426,32974,0.956753806029,3858,14417,0.732399250884,2325,9952,0.766378617363,0.43091634909646154,309118,440601,443701
473,18247,8041,1.26924511877,18089,46549,0.611398741112,36290,56324,0.355692067325,32195,49323,0.347261926485,2938,861,2.41231126597,94604,90619,0.0439753252629,1635,164,8.96951219512,1430,32985,0.95664696074,3866,14477,0.732955722871,2326,9952,0.766278135048,0.4305048578218206,309295,440799,443701
474,18264,8058,1.26656738645,18102,46555,0.611169584363,36304,56394,0.356243572011,32223,49323,0.34669424001,2936,862,2.4060324826,94512,90631,0.042821992475,1636,164,8.9756097561,1430,32996,0.956661413505,3875,14538,0.733457146788,2330,9952,0.765876205788,0.43017322997482815,309473,440995,444185
475,18264,8075,1.26179566563,18119,46560,0.610846219931,36336,56397,0.355710410128,32258,49352,0.346368941482,2932,864,2.39351851852,94424,90644,0.0417016018711,1635,164,8.96951219512,1436,33007,0.956494077014,3881,14599,0.734159873964,2334,9952,0.765474276527,0.4296026665460864,309614,441156,444185
476,18278,8092,1.25877409787,18135,46565,0.610544400301,36368,56400,0.355177304965,32283,49382,0.346259770767,2929,866,2.38221709007,94317,90657,0.0403719514213,1636,164,8.9756097561,1440,33018,0.956387425041,3886,14659,0.734906883143,2338,9952,0.765072347267,0.4290713628512857,309755,441315,444185
477,18293,8109,1.25588851893,18150,46571,0.61027248717,36383,56403,0.354945658919,32313,49412,0.346049542621,2925,868,2.3698156682,94219,90670,0.0391419433109,1640,164,9.0,1444,33029,0.956280844107,3887,14720,0.7359375,2341,9952,0.764770900322,0.4286410367282138,309898,441478,444274
478,18306,8126,1.25276888998,18170,46576,0.609884919272,36409,56406,0.354519022799,32351,49442,0.345677763845,2923,870,2.35977011494,94118,90679,0.037924988145,1640,164,9.0,1444,33040,0.956295399516,3893,14781,0.736621338204,2341,9952,0.764770900322,0.4281341521629746,310036,441634,444286
479,18330,8143,1.25101314012,18193,46582,0.609441415139,36453,56381,0.353452404179,32374,49472,0.345609637775,2916,872,2.34403669725,94029,90688,0.0368405963303,1640,164,9.0,1446,33051,0.956249432695,3898,14841,0.737349235227,2345,9952,0.764368971061,0.4275986148459113,310146,441764,444286
480,18344,8160,1.24803921569,18228,46587,0.608732049713,36475,56356,0.352775214707,32406,49502,0.345359783443,2914,873,2.33791523482,93931,90698,0.0356457694767,1642,164,9.01219512195,1453,33062,0.956052265441,3902,14902,0.738155952221,2344,9952,0.764469453376,0.42703122582641434,310256,441895,444741
481,18358,8177,1.24507765684,18244,46593,0.608439035907,36493,56332,0.352179933253,32435,49532,0.345170798676,2910,875,2.32571428571,93832,90707,0.0344515858754,1645,164,9.03048780488,1452,33073,0.956097118495,3904,14963,0.739089754728,2350,9952,0.763866559486,0.42655492834312814,310368,442050,444952
482,18375,8194,1.24249450818,18251,46596,0.608314018371,36504,56275,0.351328298534,32448,49536,0.34496124031,2904,877,2.31128848347,93728,90717,0.0331911328637,1649,164,9.05487804878,1454,33084,0.956051263451,3900,15023,0.740398056314,2355,9952,0.76336414791,0.4260642101939965,310418,442144,444952
483,18398,8211,1.24065278285,18274,46600,0.607854077253,36533,56218,0.350154754705,32482,49540,0.344327815906,2901,879,2.30034129693,93638,90726,0.0320966426383,1657,164,9.10365853659,1455,33095,0.956035654933,3909,15084,0.740851233095,2360,9952,0.762861736334,0.4254531048188386,310469,442238,444952
484,18435,8228,1.24052017501,18305,46604,0.607222556004,36547,56161,0.349245917986,32491,49544,0.344199095753,2899,881,2.29057888763,93546,90736,0.0309689649092,1660,164,9.12195121951,1458,33106,0.955959644777,3919,15145,0.741234730934,2367,9952,0.762158360129,0.424950325420825,310521,442334,444952
485,18464,8245,1.23941782899,18326,46608,0.606805698593,36561,56104,0.348335234564,32500,49548,0.344070396383,2899,883,2.28312570781,93449,90745,0.0297977850019,1664,164,9.14634146341,1461,33117,0.955883685116,3922,15205,0.742058533377,2369,9952,0.761957395498,0.42448908623148973,310571,442429,444952
486,18481,8262,1.23686758654,18355,46612,0.606217283103,36588,56047,0.34719075062,32526,49552,0.343598643849,2897,884,2.27714932127,93361,90754,0.0287260065672,1671,164,9.18902439024,1467,33128,0.955717218063,3929,15266,0.742630682563,2369,9952,0.761957395498,0.42388956316540094,310621,442522,445106
487,18499,8279,1.2344486049,18379,46616,0.605736227905,36612,55990,0.346097517414,32553,49556,0.34310678828,2896,886,2.26862302483,93256,90764,0.0274558194879,1679,164,9.23780487805,1469,33113,0.955636758977,3937,15327,0.743133033209,2373,9952,0.761555466238,0.4232070485148738,310647,442592,445106
488,18502,8296,1.23023143684,18397,46620,0.605383955384,36622,55933,0.345252355497,32563,49561,0.342971287908,2896,888,2.26126126126,93151,90773,0.0261972172342,1682,164,9.25609756098,1472,33098,0.955526013656,3944,15387,0.743679729642,2377,9952,0.761153536977,0.4225871658855642,310672,442661,444763
489,18523,8313,1.22819680019,18406,46618,0.605173967137,36636,56287,0.349121466769,32581,49568,0.342700936088,2895,890,2.25280898876,93051,90783,0.0249826509368,1684,164,9.26829268293,1474,33083,0.955445394916,3950,15448,0.744303469705,2378,9952,0.761053054662,0.4227948030574788,311106,443138,444763
490,18542,8330,1.22593037215,18420,46617,0.604865177939,36644,56642,0.353059567106,32605,49575,0.342309631871,2892,892,2.24215246637,92956,90792,0.0238346990924,1688,164,9.29268292683,1477,33068,0.95533446232,3958,15509,0.744793345799,2386,9952,0.760249196141,0.4229716152930112,311541,443618,444763
491,18562,8347,1.22379297951,18439,46616,0.604449116183,36666,56996,0.356691697663,32634,49582,0.341817595095,2890,893,2.23628219485,92869,90802,0.022763815775,1684,164,9.26829268293,1481,33053,0.955193174598,3965,15569,0.745327252874,2392,9952,0.759646302251,0.42308012847224447,311974,444095,444763
492,18570,8364,1.22022955524,18463,46615,0.603925774965,36666,57351,0.360673745881,32649,49590,0.341621294616,2886,895,2.22458100559,92772,90811,0.02159430025,1684,164,9.26829268293,1482,33038,0.955142563109,3971,15630,0.745937300064,2397,9952,0.759143890675,0.42324509458724113,312410,444574,446181
493,18587,8381,1.21775444458,18480,46614,0.60355258077,36694,57469,0.36149924307,32667,49597,0.341351291409,2881,897,2.21181716834,92700,90820,0.0207002862806,1685,164,9.2743902439,1492,33023,0.954819368319,3978,15691,0.746478873239,2403,9952,0.758540996785,0.42296742245879826,312608,444816,446181
494,18598,8398,1.21457489879,18501,46613,0.603093557591,36718,57588,0.362401889282,32685,49604,0.341081364406,2875,899,2.19799777531,92599,90830,0.0194759440713,1690,164,9.30487804878,1494,33008,0.954738245274,3986,15751,0.746936702432,2407,9952,0.758139067524,0.42261202594571096,312807,445060,446977
495,18615,8415,1.21212121212,18523,46612,0.602613061014,36723,57707,0.363630062211,32707,49612,0.340744174796,2873,901,2.18867924528,92517,90839,0.0184722420987,1692,164,9.31707317073,1499,32993,0.954566120086,3988,15812,0.747786491272,2408,9952,0.758038585209,0.42241227831965417,313007,445315,447376
496,18628,8432,1.20920303605,18551,46613,0.602020895458,36735,57715,0.363510352595,32745,49649,0.340470100103,2868,903,2.17607973422,92421,90849,0.0173034375722,1697,164,9.34756097561,1498,32978,0.954575777791,3992,15873,0.748503748504,2412,9952,0.757636655949,0.4219137221838992,313128,445494,447376
497,18645,8449,1.20677003196,18560,46614,0.601836358176,36759,57723,0.363182786757,32762,49687,0.340632358565,2867,904,2.17146017699,92338,90858,0.0162891545048,1698,164,9.35365853659,1501,32963,0.954464096108,3999,15934,0.749027237354,2419,9952,0.756933279743,0.42153820614975995,313248,445671,447376
498,18656,8466,1.20363808174,18580,46616,0.601424403638,36775,57731,0.362993885434,32774,49725,0.340894922071,2864,906,2.16114790287,92237,90868,0.015065809746,1701,164,9.37195121951,1503,32948,0.954382663591,4002,15994,0.749781167938,2421,9952,0.756732315113,0.42111561413026133,313370,445851,447574
499,18665,8483,1.20028291878,18610,46617,0.600789411588,36800,57739,0.362649162611,32799,49763,0.340895846312,2859,908,2.1486784141,92134,90874,0.0138653520259,1706,164,9.40243902439,1502,32933,0.954392250934,4004,16055,0.750607287449,2429,9952,0.755928456592,0.42059026182820397,313488,446025,447606
500,18682,8500,1.19788235294,18636,46619,0.600248825586,36833,57901,0.36386245488,32806,49801,0.341258207667,2857,910,2.13956043956,92049,90880,0.0128631161972,1710,164,9.42682926829,1508,32919,0.954190589022,4005,16116,0.751489203276,2432,9952,0.755627009646,0.4204843161377095,313762,446357,447397
501,18706,8517,1.19631325584,18650,46620,0.599957099957,36858,58063,0.365206758176,32832,49838,0.34122557085,2853,912,2.12828947368,91962,90886,0.0118390071078,1712,164,9.43902439024,1512,32927,0.954080238102,4008,16176,0.752225519288,2439,9952,0.754923633441,0.4204072535065514,314055,446708,447397
502,18731,8534,1.19486758847,18671,46622,0.599523829952,36876,58226,0.366674681414,32848,49876,0.341406688588,2853,913,2.12486308872,91870,90892,0.0107600228843,1715,164,9.45731707317,1513,32936,0.954062424095,4008,16237,0.753156371251,2441,9952,0.75472266881,0.42041405812592253,314352,447062,447884
503,18752,8551,1.19295988773,18688,46623,0.59916779272,36878,58296,0.36740085083,32864,49914,0.341587530553,2853,915,2.11803278689,91769,90898,0.00958216902462,1717,164,9.46951219512,1516,32945,0.953983912582,4022,16298,0.753221254142,2448,9952,0.754019292605,0.4201954500947367,314556,447324,447884
504,18779,8568,1.19176003735,18712,46624,0.598661633493,36915,58366,0.367525614227,32884,49952,0.3416880205,2852,917,2.11014176663,92077,90905,0.0128925801661,1718,164,9.4756097561,1522,32953,0.953813006403,4028,16358,0.753759628316,2447,9952,0.75411977492,0.42117620147477913,314759,447583,447884
