Day,Ituri sim,Ituri data,Ituri error,Tierkidi sim,Tierkidi data,Tierkidi error,Pugnido sim,Pugnido data,Pugnido error,Jewi sim,Jewi data,Jewi error,Kule sim,Kule data,Kule error,Kakuma sim,Kakuma data,Kakuma error,Khartoum sim,Khartoum data,Khartoum error,West_Kordofan sim,West_Kordofan data,West_Kordofan error,Adjumani sim,Adjumani data,Adjumani error,Rhino sim,Rhino data,Rhino error,Kiryandongo sim,Kiryandongo data,Kiryandongo error,Total error,refugees in camps (UNHCR),total refugees (simulation),raw UNHCR refugee count,refugees in camps (simulation),refugee_debt
10,1271,1258.0,0.010333863275,45064,45440.9745124,0.00829591610742,40698,41098,0.00973283371454,8881,8764.98755865,0.0132358934423,1862,1701.76502884,0.0941581055233,46192,45150,0.0230786267996,11,11.5284062343,0.0458351504579,2689,2716.71401349,0.0102012995673,51552,52081.0,0.010157255045,19794,5895,2.35776081425,3698,456,7.10964912281,0.0968185652291815,204573,407339,204573,221712,0
11,1271,1258.0,0.010333863275,45056,45440.9745124,0.0084719686698,40672,41097,0.0103413874492,8892,8764.98755865,0.0144908866669,1869,1701.76502884,0.0982714818599,46550,45355,0.0263477014662,11,11.5284062343,0.0458351504579,2688,2716.71401349,0.0105693913116,51496,52081.0,0.0112325032161,19850,5995,2.31109257715,4376,510,7.58039215686,0.10075325033610995,204931,407697,204931,222731,0
12,1270,1258.0,0.00953895071542,45028,45440.9745124,0.00908815263813,40640,41096,0.0110959704107,8911,8764.98755865,0.0166586022367,1878,1701.76502884,0.103560108578,46913,45409,0.0331211874298,12,11.5284062343,0.0409071085914,2687,2716.71401349,0.0109374830559,51445,52081.0,0.0122117470863,19894,6060,2.28283828383,5110,575,7.88695652174,0.10600157732851376,205114,407880,205114,223788,0
13,1268,1258.0,0.00794912559618,45001,45440.9745124,0.00968233003617,40615,41095,0.0116802530721,8924,8764.98755865,0.0181417760476,1889,1701.76502884,0.110023985679,47302,45427,0.0412750126577,12,11.5284062343,0.0409071085914,2687,2716.71401349,0.0109374830559,51409,52081.0,0.0129029780534,19922,6228,2.19877970456,5777,658,7.77963525836,0.11036219109834733,205382,408148,205382,224806,0
14,1268,1258.0,0.00794912559618,44970,45440.9745124,0.0103645337154,40585,41094,0.0123862364335,8937,8764.98755865,0.0196249498586,1905,1701.76502884,0.119425988734,47687,45590,0.0459969291511,12,11.5284062343,0.0409071085914,2687,2716.71401349,0.0109374830559,51369,52081.0,0.0136710124614,19942,6518,2.05952746241,6468,707,8.14851485149,0.11360533668229417,205883,408649,205883,225830,0
15,1265,1258.0,0.00556438791733,44941,45440.9745124,0.011002724254,40554,41094,0.0131406044678,8944,8764.98755865,0.0204235819106,1924,1701.76502884,0.130590867361,48079,45754,0.0508152292696,12,11.5284062343,0.0409071085914,2687,2716.71401349,0.0109374830559,51318,52081.0,0.0146502563315,19963,6793,1.93876048874,7199,725,8.92965517241,0.11733259441776084,206340,409106,206340,226886,0
16,1263,1258.0,0.00397456279809,44930,45440.9745124,0.0112447965273,40527,41093,0.0137736354124,8959,8764.98755865,0.0221349363078,1929,1701.76502884,0.133528993316,48460,46024,0.0529289066574,12,11.5284062343,0.0409071085914,2685,2716.71401349,0.0116736665445,51263,52081.0,0.0157063036424,19994,7727,1.58755014883,7919,740,9.70135135135,0.1167645069434123,207558,410324,207558,227941,0
17,1263,1258.0,0.00397456279809,44898,45440.9745124,0.0119490067768,40514,41092,0.0140659982478,8975,8764.98755865,0.0239603809982,1943,1701.76502884,0.141755745989,48861,46322,0.0548119683951,12,11.5284062343,0.0409071085914,2685,2716.71401349,0.0116736665445,51219,52081.0,0.0165511414911,20025,7449,1.68828030608,8602,808,9.64603960396,0.12222980342488753,207645,410411,207645,228997,0
18,1260,1258.0,0.00158982511924,44868,45440.9745124,0.0126092038858,40516,41091,0.0139933318732,8995,8764.98755865,0.0262421868611,1953,1701.76502884,0.147631997899,49218,46755,0.0526788578762,12,11.5284062343,0.0409071085914,2684,2716.71401349,0.0120417582888,51170,52081.0,0.0174919836409,20058,7781,1.57781776121,9311,932,8.99034334764,0.12321506683431768,208533,411299,208533,230045,0
19,1258,1258.0,0.0,44840,45440.9745124,0.0132253878541,40503,41090,0.0142857142857,9006,8764.98755865,0.0274971800857,1969,1701.76502884,0.157034000953,49607,46858,0.0586666097571,12,11.5284062343,0.0409071085914,2686,2716.71401349,0.0113055748002,51122,52081.0,0.0184136249304,20094,8119,1.47493533686,9983,1018,8.80648330059,0.12616250691030173,209059,411825,209059,231080,0
20,1255,1258.0,0.00238473767886,44810,45440.9745124,0.013885584963,40478,41089,0.0148701598968,9013,8764.98755865,0.0282958121378,1986,1701.76502884,0.167023629199,49995,47241,0.0582968184416,13,11.5284062343,0.127649367641,2686,2716.71401349,0.0113055748002,51063,52081.0,0.0195464756821,20121,8363,1.40595480091,10643,1085,8.80921658986,0.1282343316495708,209752,412518,209752,232063,0
21,1290,1258.0,0.0254372019078,44780,45440.9745124,0.0145457820719,40479,41089,0.0148458224829,9030,8764.98755865,0.0302353471213,2005,1701.76502884,0.178188507827,50512,47718,0.0585523282619,13,11.5284062343,0.127649367641,2683,2716.71401349,0.0124098500331,51013,52081.0,0.020506518692,20164,8714,1.31397750746,11303,1112,9.16456834532,0.1301448077801819,210607,413373,210607,233272,0
22,1314,1258.0,0.0445151033386,44758,45440.9745124,0.0150299266185,40480,41088,0.0147975077882,9043,8764.98755865,0.0317185209322,2011,1701.76502884,0.181714258973,50965,48372,0.0536053915488,13,11.5284062343,0.127649367641,2684,2716.71401349,0.0120417582888,50976,52081.0,0.0212169505194,20187,8844,1.28256445047,11909,1202,8.90765391015,0.1310592374321958,211480,414246,211480,234340,0
23,1313,1258.0,0.043720190779,44718,45440.9745124,0.0159101894304,40474,41087,0.0149195609317,9060,8764.98755865,0.0336580559157,2026,1701.76502884,0.190528636837,51424,49014,0.0491696250051,13,11.5284062343,0.127649367641,2684,2716.71401349,0.0120417582888,50925,52081.0,0.0221961943895,20206,8890,1.27289088864,12567,1328,8.46310240964,0.1326723327295802,212293,415059,212293,235410,0
24,1312,1258.0,0.0429252782194,44691,45440.9745124,0.0165043668284,40489,41086,0.0145304970063,9070,8764.98755865,0.0347989588472,2042,1701.76502884,0.199930639892,51879,49640,0.0451047542305,14,11.5284062343,0.21439162669,2686,2716.71401349,0.0113055748002,50876,52081.0,0.0231370365392,20241,8987,1.2522532547,13182,1434,8.19246861925,0.13384606647003708,213121,415887,213121,236482,0
25,1309,1258.0,0.0405405405405,44660,45440.9745124,0.0171865705077,40511,41085,0.0139710356578,9088,8764.98755865,0.0368525841238,2052,1701.76502884,0.205806891801,52338,50403,0.0383905719898,17,37,0.540540540541,2685,2716.71401349,0.0116736665445,50836,52081.0,0.0239050709472,20268,9142,1.21702034566,13802,1462,8.44049247606,0.13441450569335028,214092,416857,214091,237566,0
26,1307,1258.0,0.0389507154213,44628,45440.9745124,0.0178907807572,40532,41084,0.0134358874501,9103,8764.98755865,0.038563938521,2068,1701.76502884,0.215208894856,52774,50932,0.0361658682164,17,63,0.730158730159,2690,2716.71401349,0.00983320782297,50791,52081.0,0.0247691096561,20294,9224,1.2001300954,14389,1499,8.59906604403,0.13634936925366942,214765,417530,214764,238593,0
27,1304,1258.0,0.0365659777424,44592,45440.9745124,0.0186830172879,40550,41084,0.0129977606854,9115,8764.98755865,0.0399330220388,2086,1701.76502884,0.225786148293,53205,51507,0.0329663929175,17,89,0.808988764045,2691,2716.71401349,0.00946511607866,50749,52081.0,0.0255755457845,20322,9306,1.18375241779,15030,1512,8.94047619048,0.13842446829293167,215461,418226,215460,239661,0
28,1304,1258.0,0.0365659777424,44554,45440.9745124,0.0195192669592,40571,41083,0.0124625757613,9136,8764.98755865,0.0423289181949,2100,1701.76502884,0.234012900966,53645,51877,0.0340806137595,18,115,0.84347826087,2694,2716.71401349,0.00836084084575,50686,52081.0,0.026785199977,20349,9388,1.16755432467,15620,1523,9.25607353907,0.1414920996647112,215949,418714,215948,240677,0
29,1303,1258.0,0.0357710651828,44529,45440.9745124,0.0200694312167,40594,41082,0.0118786816611,9144,8764.98755865,0.0432416405401,2115,1701.76502884,0.24282727883,54082,52322,0.0336378578801,18,118,0.847457627119,2696,2716.71401349,0.00762465735714,50640,52081.0,0.0276684395461,20393,9469,1.15365930933,16213,1535,9.56221498371,0.14393839814860435,216489,419254,216488,241727,0
30,1302,1258.0,0.0349761526232,44503,45440.9745124,0.0206416020444,40625,41081,0.0111000219079,9151,8764.98755865,0.0440402725921,2127,1701.76502884,0.249878781121,54500,53074,0.0268681463617,20,121,0.834710743802,2702,2716.71401349,0.00541610689132,50592,52081.0,0.0285900808356,20432,9551,1.1392524343,16733,1540,9.86558441558,0.14426945294183038,217330,420095,217329,242687,0
31,1302,1258.0,0.0349761526232,44470,45440.9745124,0.0213678188642,40649,41080,0.0104917234664,9170,8764.98755865,0.0462079881619,2146,1701.76502884,0.261043659749,54843,53467,0.0257355004021,21,123,0.829268292683,2708,2716.71401349,0.0032075564255,50553,52081.0,0.0293389143834,20464,9633,1.12436416485,17310,1769,8.78518937253,0.14530731875943687,218035,420800,218034,243636,0
32,1300,1258.0,0.033386327504,44445,45440.9745124,0.0219179831217,40690,41079,0.00946955865527,9189,8764.98755865,0.0483757037317,2163,1701.76502884,0.271033287995,55225,53937,0.0238797115153,24,126,0.809523809524,2715,2716.71401349,0.000630914215373,50507,52081.0,0.0302221539525,20488,9715,1.10890375708,17892,1998,7.95495495495,0.1459892784308123,218818,421583,218817,244638,0
33,1296,1258.0,0.0302066772655,44402,45440.9745124,0.0228642656445,40723,41079,0.00866622848657,9206,8764.98755865,0.0503152387152,2183,1701.76502884,0.282785791814,55606,54205,0.0258463241398,25,126,0.801587301587,2719,2716.71401349,0.000841452761841,50465,52081.0,0.0310285900808,20516,9796,1.09432421396,18457,2227,7.287831163,0.14779510887401548,219396,422161,219395,245598,0
34,1295,1258.0,0.0294117647059,44371,45440.9745124,0.0235464693237,40760,41078,0.00774137007644,9221,8764.98755865,0.0520265931124,2201,1701.76502884,0.293363045251,55988,54677,0.0239771750462,26,126,0.793650793651,2731,2716.71401349,0.00525855369349,50422,52081.0,0.0318542270694,20545,9878,1.07987446852,19013,2456,6.7414495114,0.14846468028638155,220178,422943,220177,246573,0
35,1294,1258.0,0.0286168521463,44353,45440.9745124,0.023942587589,40813,41077,0.00642695425664,9239,8764.98755865,0.0540802183891,2208,1701.76502884,0.297476421587,56350,54985,0.0248249522597,28,126,0.777777777778,2733,2716.71401349,0.00599473718209,50382,52081.0,0.0326222614773,20569,9960,1.06516064257,19602,2686,6.29784065525,0.14978309349541943,220797,423562,220796,247571,0
36,1292,1258.0,0.027027027027,44334,45440.9745124,0.0243607124247,40844,41076,0.00564806699776,9253,8764.98755865,0.0556774824931,2214,1701.76502884,0.301002172733,56680,55455,0.022089982869,30,126,0.761904761905,2741,2716.71401349,0.00893947113652,50336,52081.0,0.0335055010464,20589,10042,1.05028878709,20124,2915,5.90360205832,0.1499237639068068,221577,424342,221576,248437,0
37,1291,1258.0,0.0262321144674,44306,45440.9745124,0.024976896393,40884,41075,0.00465003043214,9265,8764.98755865,0.0570465660109,2220,1701.76502884,0.304527923878,57076,55543,0.0276002376537,33,126,0.738095238095,2745,2716.71401349,0.0104118381137,50288,52081.0,0.034427142336,20623,10123,1.03724192433,20633,3144,5.56265903308,0.1523316255193858,221974,424739,221973,249364,0
38,1289,1258.0,0.0246422893482,44279,45440.9745124,0.0255710737911,40919,41074,0.0037736767785,9278,8764.98755865,0.0585297398218,2231,1701.76502884,0.310991800979,57433,55955,0.0264140827451,34,126,0.730158730159,2750,2716.71401349,0.0122522968353,50239,52081.0,0.0353679844857,20653,10205,1.02381185693,21160,3373,5.27334716869,0.15299179555631975,222696,425461,222695,250265,0
39,1288,1258.0,0.0238473767886,44253,45440.9745124,0.0261432446188,40948,41074,0.00306763402639,9291,8764.98755865,0.0600129136328,2253,1701.76502884,0.323919555179,57740,56421,0.0233778203151,36,126,0.714285714286,2758,2716.71401349,0.0151970307897,50183,52081.0,0.0364432326568,20687,10287,1.01098473802,21695,3602,5.02304275403,0.15331901943605744,223473,426238,223472,251132,0
40,1288,1258.0,0.0238473767886,44228,45440.9745124,0.0266934088762,40997,41073,0.00185036398607,9301,8764.98755865,0.0611538165642,2268,1701.76502884,0.332733933043,58106,56577,0.0270251162133,39,126,0.690476190476,2774,2716.71401349,0.0210864986985,50143,52081.0,0.0372112670648,20727,10369,0.99893914553,22248,3832,4.80584551148,0.15542852255040268,223940,426705,223939,252119,0
41,1288,1258.0,0.0238473767886,44212,45440.9745124,0.027045514001,41042,41072,0.000730424620179,9320,8764.98755865,0.063321532134,2279,1701.76502884,0.339197810144,58421,56943,0.0259557803417,42,126,0.666666666667,2789,2716.71401349,0.0266078748631,50099,52081.0,0.0380561049135,20751,10450,0.985741626794,22755,4061,4.60329967988,0.15596760625524067,224615,427380,224614,252998,0
42,1285,1258.0,0.0214626391097,44170,45440.9745124,0.0279697899535,41090,41071,0.000462613522924,9336,8764.98755865,0.0651469768244,2294,1701.76502884,0.348012188008,58728,57246,0.0258882716696,45,126,0.642857142857,2803,2716.71401349,0.0317611592834,50058,52081.0,0.0388433401816,20768,10532,0.971895176605,23212,4290,4.41072261072,0.15677741972061354,225228,427993,225227,253789,0
43,1284,1258.0,0.0206677265501,44143,45440.9745124,0.0285639673515,41118,41070,0.00116873630387,9352,8764.98755865,0.0669724215147,2301,1701.76502884,0.352125564344,59065,57480,0.0275748086291,47,155,0.696774193548,2818,2716.71401349,0.0372825354479,50010,52081.0,0.0397649814712,20797,10614,0.959393254193,23700,4519,4.24452312459,0.1584920633809328,225801,428566,225800,254635,0
44,1284,1258.0,0.0206677265501,44130,45440.9745124,0.0288500527654,41156,41069,0.00211838613066,9367,8764.98755865,0.068683775912,2306,1701.76502884,0.355063690299,59390,57756,0.0282914329247,51,184,0.722826086957,2833,2716.71401349,0.0428039116125,49961,52081.0,0.0407058236209,20831,10696,0.947550486163,24197,4748,4.09625105307,0.15996072659238403,226416,429181,226415,255506,0
45,1284,1258.0,0.0206677265501,44097,45440.9745124,0.0295762695852,41216,41069,0.00357934208284,9374,8764.98755865,0.069482407964,2320,1701.76502884,0.363290442972,59719,58086,0.0281134868987,54,213,0.746478873239,2849,2716.71401349,0.0486933795213,49911,52081.0,0.0416658666308,20864,10777,0.935974761065,24665,4977,3.95579666466,0.1612333229616117,227085,429850,227084,256353,0
46,1282,1258.0,0.0190779014308,44084,45440.9745124,0.0298623549991,41259,41068,0.00465082302523,9388,8764.98755865,0.0710796720681,2326,1701.76502884,0.366816194118,60067,58390,0.0287206713478,55,227,0.757709251101,2870,2716.71401349,0.0564233061517,49879,52081.0,0.0422802941572,20891,10859,0.923841974399,25137,5207,3.8275398502,0.16242159170277776,227714,430479,227713,257238,0
47,1281,1258.0,0.0182829888712,44070,45440.9745124,0.0301704469833,41319,41067,0.00613631382862,9403,8764.98755865,0.0727910264653,2329,1701.76502884,0.368579069691,60411,58734,0.0285524568393,59,240,0.754166666667,2891,2716.71401349,0.0641532327821,49843,52081.0,0.0429715251243,20910,10941,0.911159857417,25616,5436,3.71228844739,0.16345786807695345,228381,431146,228380,258132,0
48,1279,1258.0,0.016693163752,44037,45440.9745124,0.0308966638031,41372,41080,0.00710808179163,9424,8764.98755865,0.0751869226214,2343,1701.76502884,0.376805822364,60706,59162,0.0260978330685,63,254,0.751968503937,2914,2716.71401349,0.0726193429011,49800,52081.0,0.0437971621129,20933,11023,0.899029302368,26078,5665,3.60335392763,0.16388463211845125,229147,431912,229146,258949,0
49,1276,1258.0,0.0143084260731,44007,45440.9745124,0.031556860912,41417,41092,0.00790908205977,9438,8764.98755865,0.0767841867254,2358,1701.76502884,0.385620200228,61032,59358,0.0282017588194,67,268,0.75,2927,2716.71401349,0.077404535577,49757,52081.0,0.0446227991014,20953,11104,0.886977665706,26558,5894,3.50593824228,0.16557314114288102,229679,432444,229678,259790,0
50,1275,1258.0,0.0135135135135,43974,45440.9745124,0.0322830777318,41479,41105,0.00909864979929,9463,8764.98755865,0.0796364440541,2371,1701.76502884,0.39325932771,61324,59543,0.0299111566431,70,281,0.750889679715,2937,2716.71401349,0.0810854530201,49722,52081.0,0.0452948292083,20978,11186,0.87537993921,27048,6123,3.41744243018,0.16730455217816953,230201,432966,230200,260641,0
51,1275,1258.0,0.0135135135135,43955,45440.9745124,0.0327012025675,41542,41117,0.0103363572245,9469,8764.98755865,0.080320985813,2377,1701.76502884,0.396785078855,61630,60004,0.0270981934538,74,295,0.749152542373,2948,2716.71401349,0.0851344622074,49673,52081.0,0.0462356713581,20979,11268,0.861821086262,27459,6352,3.32289042821,0.16715083209125026,230999,433764,230998,261381,0
52,1274,1258.0,0.0127186009539,43931,45440.9745124,0.0332293602546,41594,41130,0.011281303185,9482,8764.98755865,0.0818041596239,2391,1701.76502884,0.405011831529,61887,60304,0.026250331653,77,295,0.738983050847,2965,2716.71401349,0.0913920218606,49620,52081.0,0.0472533169486,21017,11350,0.851718061674,27860,6582,3.23275600122,0.1677359671164549,231624,434389,231623,262098,0
53,1271,1258.0,0.010333863275,43907,45440.9745124,0.0337575179418,41655,41143,0.0124444012347,9493,8764.98755865,0.0830591528485,2398,1701.76502884,0.409125207865,62199,60581,0.0267080437761,82,296,0.722972972973,2989,2716.71401349,0.100226223724,49576,52081.0,0.0480981547973,21049,11431,0.841396203307,28321,6811,3.15812655998,0.168890846387172,232225,434990,232224,262940,0
54,1271,1258.0,0.010333863275,43881,45440.9745124,0.0343296887695,41728,41155,0.0139229741222,9508,8764.98755865,0.0847705072457,2423,1701.76502884,0.423815837639,62499,60962,0.0252124274138,86,297,0.710437710438,3008,2716.71401349,0.107219966866,49535,52081.0,0.0488853900655,21074,11513,0.83045253192,28765,7040,3.0859375,0.16950018207872197,232930,435695,232929,263778,0
55,1270,1258.0,0.00953895071542,43857,45440.9745124,0.0348578464567,41785,41168,0.0149873688302,9532,8764.98755865,0.0875086742813,2436,1701.76502884,0.431454965121,62788,61280,0.0246083550914,94,298,0.684563758389,3025,2716.71401349,0.113477526519,49482,52081.0,0.049903035656,21100,11595,0.819749892195,29176,7269,3.01375705049,0.1701638377520192,233573,436338,233572,264545,0
56,1269,1258.0,0.0087440381558,43834,45440.9745124,0.0353639975735,41850,41181,0.016245355868,9546,8764.98755865,0.0891059383853,2450,1701.76502884,0.439681717794,63055,61666,0.0225245678332,96,298,0.677852348993,3052,2716.71401349,0.123416003615,49431,52081.0,0.0508822795261,21127,11677,0.809283206303,29577,7498,2.94465190718,0.17039938156330672,234283,437048,234282,265287,0
57,1267,1258.0,0.00715421303657,43803,45440.9745124,0.0360462012527,41905,41193,0.0172844900833,9561,8764.98755865,0.0908172927826,2458,1701.76502884,0.444382719321,63360,61908,0.0234541577825,101,299,0.66220735786,3083,2716.71401349,0.134826847688,49376,52081.0,0.051938326837,21160,11758,0.799625786698,30031,7727,2.88650187654,0.1717650551695982,234848,437613,234847,266105,0
58,1264,1258.0,0.00476947535771,43777,45440.9745124,0.0366183720805,41992,41206,0.019074892006,9572,8764.98755865,0.0920722860072,2474,1701.76502884,0.453784722376,63873,62082,0.0288489417222,105,398,0.736180904523,3117,2716.71401349,0.147341966995,49324,52081.0,0.0529367715674,21197,11840,0.790287162162,30441,7957,2.82568807339,0.1746374223764133,235446,438211,235445,267136,0
59,1263,1258.0,0.00397456279809,43750,45440.9745124,0.0372125494785,42043,41272,0.0186809459198,9586,8764.98755865,0.0936695501112,2493,1701.76502884,0.464949601004,64286,62330,0.0313813572918,111,406,0.726600985222,3133,2656,0.179593373494,49270,52081.0,0.0539736180181,21239,11922,0.781496393223,30839,8186,2.76728560958,0.17620858635142742,236018,438783,236017,268013,0
60,1263,1258.0,0.00397456279809,43720,45440.9745124,0.0378727465874,42098,41290,0.0195689028821,9607,8764.98755865,0.0960654462673,2513,1701.76502884,0.476702104823,64657,62479,0.0348597128635,117,414,0.717391304348,3157,2596,0.216101694915,49221,52081.0,0.0549144601678,21278,12004,0.772575808064,31265,8415,2.71538918598,0.1785090779803371,236444,439209,236443,268896,0
61,1258,1258.0,0.0,43705,45440.9745124,0.0382028451419,42138,41366,0.0186626698255,9613,8764.98755865,0.0967499880262,2520,1701.76502884,0.480815481159,65004,62854,0.0342062557673,126,422,0.701421800948,3180,2536,0.253943217666,49169,52081.0,0.0559129048981,21302,12085,0.762681009516,31652,8644,2.66173068024,0.17879344017720636,237153,439918,237152,269667,0
62,1255,1258.0,0.00238473767886,43678,45440.9745124,0.0387970225399,42229,41374,0.0206651520278,9634,8764.98755865,0.0991458841823,2534,1701.76502884,0.489042233832,65314,62998,0.0367630718436,131,430,0.695348837209,3211,2476,0.296849757674,49125,52081.0,0.0567577427469,21338,12167,0.753760170954,32036,8873,2.6105037755,0.18084559432615704,237564,440329,237563,270485,0
63,1290,1258.0,0.0254372019078,43659,45440.9745124,0.0392151473756,42292,41382,0.0219902373012,9647,8764.98755865,0.100629057993,2547,1701.76502884,0.496681361315,65637,63247,0.0377883535978,139,437,0.681922196796,3245,2416,0.343129139073,49075,52081.0,0.0577177857568,21360,12249,0.7438158217,32454,9102,2.56558998022,0.18244954143139996,238079,440844,238078,271345,0
64,1322,1258.0,0.0508744038156,43639,45440.9745124,0.0396552787815,42358,41390,0.0233872916163,9658,8764.98755865,0.101884051218,2562,1701.76502884,0.505495739179,65944,63554,0.037605815527,149,445,0.665168539326,3270,2356,0.387945670628,49033,52081.0,0.0585242218851,21396,12331,0.735139080367,32851,9332,2.52025289327,0.18361060587926756,238654,441419,238653,272182,0
65,1322,1258.0,0.0508744038156,43603,45440.9745124,0.0404475153123,42438,41398,0.0251219865694,9686,8764.98755865,0.105078579426,2572,1701.76502884,0.511371991088,66251,63690,0.0402103940964,155,453,0.657836644592,3294,2296,0.434668989547,48982,52081.0,0.0595034657553,21429,12412,0.726474379633,33295,9561,2.48237632047,0.18589957091424503,239056,441821,239055,273027,0
66,1322,1258.0,0.0508744038156,43588,45440.9745124,0.0407776138667,42510,41412,0.0265140538974,9706,8764.98755865,0.107360385289,2580,1701.76502884,0.516072992616,66589,64159,0.0378746551536,163,461,0.646420824295,3326,2236,0.48747763864,48925,52081.0,0.0605979147866,21463,12494,0.717864574996,33719,9790,2.4442288049,0.1864336164543545,239798,442563,239797,273891,0
67,1319,1258.0,0.0484896661367,43548,45440.9745124,0.0416578766786,42606,41426,0.0284845266258,9714,8764.98755865,0.108273107634,2596,1701.76502884,0.525474995671,66896,64467,0.0376781919432,171,636,0.731132075472,3354,2236,0.5,48878,52081.0,0.0615003552159,21510,12576,0.710400763359,33718,10019,2.36540572911,0.18630212142268382,240606,443371,240605,274310,0
68,1316,1258.0,0.0461049284579,43531,45440.9745124,0.0420319883737,42672,41448,0.0295309785756,9729,8764.98755865,0.109984462031,2607,1701.76502884,0.531938872771,67195,64836,0.0363841075945,179,811,0.779284833539,3383,2236,0.512969588551,48836,52081.0,0.0623067913443,21529,12658,0.700821614789,33700,10248,2.28844652615,0.18538533689842243,241483,444248,241482,274677,0
